date,bitcoin chart_unscaled,bitcoin chart_monthly,isPartial,scale,bitcoin chart
2020-06-18,46,5.0,,0.05,2.3000000000000003
2020-06-19,54,5.0,,0.05,2.7
2020-06-20,59,5.0,,0.05,2.95
2020-06-21,52,4.0,False,0.04,2.08
2020-06-22,59,4.0,,0.04,2.36
2020-06-23,59,4.0,,0.04,2.36
2020-06-24,100,4.0,,0.04,4.0
2020-06-25,27,4.0,,0.04,1.08
2020-06-26,62,4.0,,0.04,2.48
2020-06-27,75,4.0,,0.04,3.0
2020-06-28,51,4.0,False,0.04,2.04
2020-06-29,59,4.0,,0.04,2.36
2020-06-30,73,4.0,,0.04,2.92
2020-07-01,32,4.0,,0.04,1.28
2020-07-02,26,4.0,,0.04,1.04
2020-07-03,37,4.0,,0.04,1.48
2020-07-04,19,4.0,,0.04,0.76
2020-07-05,41,5.0,False,0.05,2.0500000000000003
2020-07-06,41,5.0,,0.05,2.0500000000000003
2020-07-07,29,5.0,,0.05,1.4500000000000002
2020-07-08,20,5.0,,0.05,1.0
2020-07-09,36,5.0,,0.05,1.8
2020-07-10,38,5.0,,0.05,1.9000000000000001
2020-07-11,34,5.0,,0.05,1.7000000000000002
2020-07-12,11,4.0,False,0.04,0.44
2020-07-13,7,4.0,,0.04,0.28
2020-07-14,13,4.0,,0.04,0.52
2020-07-15,26,4.0,,0.04,1.04
2020-07-16,51,4.0,,0.04,2.04
2020-07-17,35,4.0,,0.04,1.4000000000000001
2020-07-18,31,4.0,,0.04,1.24
2020-07-19,23,5.0,False,0.05,1.1500000000000001
2020-07-20,27,5.0,,0.05,1.35
2020-07-21,27,5.0,,0.05,1.35
2020-07-22,33,5.0,,0.05,1.6500000000000001
2020-07-23,27,5.0,,0.05,1.35
2020-07-24,28,5.0,,0.05,1.4000000000000001
2020-07-25,27,5.0,,0.05,1.35
2020-07-26,46,10.0,False,0.1,4.6000000000000005
2020-07-27,100,10.0,,0.1,10.0
2020-07-28,50,10.0,,0.1,5.0
2020-07-29,55,10.0,,0.1,5.5
2020-07-30,58,10.0,,0.1,5.800000000000001
2020-07-31,28,10.0,,0.1,2.8000000000000003
2020-08-01,57,10.0,,0.1,5.7
2020-08-02,100,7.0,False,0.07,7.000000000000001
2020-08-03,50,7.0,,0.07,3.5000000000000004
2020-08-04,70,7.0,,0.07,4.9
2020-08-05,54,7.0,,0.07,3.7800000000000002
2020-08-06,87,7.0,,0.07,6.090000000000001
2020-08-07,61,7.0,,0.07,4.2700000000000005
2020-08-08,24,7.0,,0.07,1.6800000000000002
2020-08-09,44,6.0,False,0.06,2.6399999999999997
2020-08-10,76,6.0,,0.06,4.56
2020-08-11,85,6.0,,0.06,5.1
2020-08-12,75,6.0,,0.06,4.5
2020-08-13,54,6.0,,0.06,3.2399999999999998
2020-08-14,88,6.0,,0.06,5.279999999999999
2020-08-15,80,6.0,,0.06,4.8
2020-08-16,67,6.0,False,0.06,4.02
2020-08-17,54,6.0,,0.06,3.2399999999999998
2020-08-18,69,6.0,,0.06,4.14
2020-08-19,59,6.0,,0.06,3.54
2020-08-20,44,6.0,,0.06,2.6399999999999997
2020-08-21,73,6.0,,0.06,4.38
2020-08-22,80,6.0,,0.06,4.8
2020-08-23,43,4.0,False,0.04,1.72
2020-08-24,48,4.0,,0.04,1.92
2020-08-25,42,4.0,,0.04,1.68
2020-08-26,43,4.0,,0.04,1.72
2020-08-27,38,4.0,,0.04,1.52
2020-08-28,55,4.0,,0.04,2.2
2020-08-29,43,4.0,,0.04,1.72
2020-08-30,37,5.0,False,0.05,1.85
2020-08-31,26,5.0,,0.05,1.3
2020-09-01,78,5.0,,0.05,3.9000000000000004
2020-09-02,30,5.0,,0.05,1.5
2020-09-03,73,5.0,,0.05,3.6500000000000004
2020-09-04,81,5.0,,0.05,4.05
2020-09-05,90,5.0,,0.05,4.5
2020-09-06,63,5.0,False,0.05,3.1500000000000004
2020-09-07,100,5.0,,0.05,5.0
2020-09-08,60,5.0,,0.05,3.0
2020-09-09,42,5.0,,0.05,2.1
2020-09-10,24,5.0,,0.05,1.2000000000000002
2020-09-11,31,5.0,,0.05,1.55
2020-09-12,49,5.0,,0.05,2.45
2020-09-13,28,4.0,False,0.04,1.12
2020-09-14,24,4.0,,0.04,0.96
2020-09-15,60,4.0,,0.04,2.4
2020-09-16,54,4.0,,0.04,2.16
2020-09-17,66,4.0,,0.04,2.64
2020-09-18,44,4.0,,0.04,1.76
2020-09-19,28,4.0,,0.04,1.12
2020-09-20,28,4.0,False,0.04,1.12
2020-09-21,64,4.0,,0.04,2.56
2020-09-22,59,4.0,,0.04,2.36
2020-09-23,35,4.0,,0.04,1.4000000000000001
2020-09-24,41,4.0,,0.04,1.6400000000000001
2020-09-25,58,4.0,,0.04,2.32
2020-09-26,43,4.0,,0.04,1.72
2020-09-27,70,3.0,False,0.03,2.1
2020-09-28,92,3.0,,0.03,2.76
2020-09-29,31,3.0,,0.03,0.9299999999999999
2020-09-30,37,3.0,,0.03,1.1099999999999999
2020-10-01,16,3.0,,0.03,0.48
2020-10-02,39,3.0,,0.03,1.17
2020-10-03,31,3.0,,0.03,0.9299999999999999
2020-10-04,42,3.0,False,0.03,1.26
2020-10-05,42,3.0,,0.03,1.26
2020-10-06,26,3.0,,0.03,0.78
2020-10-07,37,3.0,,0.03,1.1099999999999999
2020-10-08,32,3.0,,0.03,0.96
2020-10-09,17,3.0,,0.03,0.51
2020-10-10,26,3.0,,0.03,0.78
2020-10-11,25,4.0,False,0.04,1.0
2020-10-12,63,4.0,,0.04,2.52
2020-10-13,17,4.0,,0.04,0.68
2020-10-14,50,4.0,,0.04,2.0
2020-10-15,39,4.0,,0.04,1.56
2020-10-16,35,4.0,,0.04,1.4000000000000001
2020-10-17,19,4.0,,0.04,0.76
2020-10-18,32,6.0,False,0.06,1.92
2020-10-19,62,6.0,,0.06,3.7199999999999998
2020-10-20,39,6.0,,0.06,2.34
2020-10-21,100,6.0,,0.06,6.0
2020-10-22,81,6.0,,0.06,4.859999999999999
2020-10-23,59,6.0,,0.06,3.54
2020-10-24,31,6.0,,0.06,1.8599999999999999
2020-10-25,56,6.0,False,0.06,3.36
2020-10-26,56,6.0,,0.06,3.36
2020-10-27,50,6.0,,0.06,3.0
2020-10-28,84,6.0,,0.06,5.04
2020-10-29,51,6.0,,0.06,3.06
2020-10-30,94,6.0,,0.06,5.64
2020-10-31,57,6.0,,0.06,3.42
2020-11-01,17,6.0,False,0.06,1.02
2020-11-02,25,6.0,,0.06,1.5
2020-11-03,30,6.0,,0.06,1.7999999999999998
2020-11-04,12,6.0,,0.06,0.72
2020-11-05,37,6.0,,0.06,2.2199999999999998
2020-11-06,57,6.0,,0.06,3.42
2020-11-07,22,6.0,,0.06,1.3199999999999998
2020-11-08,43,7.0,False,0.07,3.0100000000000002
2020-11-09,51,7.0,,0.07,3.5700000000000003
2020-11-10,24,7.0,,0.07,1.6800000000000002
2020-11-11,30,7.0,,0.07,2.1
2020-11-12,42,7.0,,0.07,2.9400000000000004
2020-11-13,60,7.0,,0.07,4.2
2020-11-14,21,7.0,,0.07,1.4700000000000002
2020-11-15,37,13.0,False,0.13,4.8100000000000005
2020-11-16,36,13.0,,0.13,4.68
2020-11-17,66,13.0,,0.13,8.58
2020-11-18,75,13.0,,0.13,9.75
2020-11-19,73,13.0,,0.13,9.49
2020-11-20,54,13.0,,0.13,7.0200000000000005
2020-11-21,61,13.0,,0.13,7.930000000000001
2020-11-22,58,13.0,False,0.13,7.54
2020-11-23,52,13.0,,0.13,6.76
2020-11-24,90,13.0,,0.13,11.700000000000001
2020-11-25,100,13.0,,0.13,13.0
2020-11-26,97,13.0,,0.13,12.610000000000001
2020-11-27,49,13.0,,0.13,6.37
2020-11-28,70,13.0,,0.13,9.1
2020-11-29,48,10.0,False,0.1,4.800000000000001
2020-11-30,77,10.0,,0.1,7.7
2020-12-01,43,10.0,,0.1,4.3
2020-12-02,22,10.0,,0.1,2.2
2020-12-03,28,10.0,,0.1,2.8000000000000003
2020-12-04,39,10.0,,0.1,3.9000000000000004
2020-12-05,45,10.0,,0.1,4.5
2020-12-06,15,6.0,False,0.06,0.8999999999999999
2020-12-07,24,6.0,,0.06,1.44
2020-12-08,32,6.0,,0.06,1.92
2020-12-09,28,6.0,,0.06,1.68
2020-12-10,24,6.0,,0.06,1.44
2020-12-11,27,6.0,,0.06,1.6199999999999999
2020-12-12,26,6.0,,0.06,1.56
2020-12-13,36,13.0,False,0.13,4.68
2020-12-14,22,13.0,,0.13,2.8600000000000003
2020-12-15,37,13.0,,0.13,4.8100000000000005
2020-12-16,76,13.0,,0.13,9.88
2020-12-17,100,13.0,,0.13,13.0
2020-12-18,49,13.0,,0.13,6.37
2020-12-19,39,13.0,,0.13,5.07
2020-12-20,51,14.0,False,0.14,7.140000000000001
2020-12-21,36,14.0,,0.14,5.040000000000001
2020-12-22,40,14.0,,0.14,5.6000000000000005
2020-12-23,35,14.0,,0.14,4.9
2020-12-24,35,14.0,,0.14,4.9
2020-12-25,33,14.0,,0.14,4.62
2020-12-26,47,14.0,,0.14,6.580000000000001
2020-12-27,78,22.0,False,0.22,17.16
2020-12-28,50,22.0,,0.22,11.0
2020-12-29,45,22.0,,0.22,9.9
2020-12-30,61,22.0,,0.22,13.42
2020-12-31,62,22.0,,0.22,13.64
2021-01-01,24,22.0,,0.22,5.28
2021-01-02,73,22.0,,0.22,16.06
2021-01-03,80,32.0,False,0.32,25.6
2021-01-04,84,32.0,,0.32,26.88
2021-01-05,59,32.0,,0.32,18.88
2021-01-06,62,32.0,,0.32,19.84
2021-01-07,99,32.0,,0.32,31.68
2021-01-08,72,32.0,,0.32,23.04
2021-01-09,57,32.0,,0.32,18.240000000000002
2021-01-10,64,30.0,False,0.3,19.2
2021-01-11,100,30.0,,0.3,30.0
2021-01-12,82,30.0,,0.3,24.599999999999998
2021-01-13,63,30.0,,0.3,18.9
2021-01-14,64,30.0,,0.3,19.2
2021-01-15,58,30.0,,0.3,17.4
2021-01-16,59,30.0,,0.3,17.7
2021-01-17,37,20.0,False,0.2,7.4
2021-01-18,44,20.0,,0.2,8.8
2021-01-19,26,20.0,,0.2,5.2
2021-01-20,24,20.0,,0.2,4.800000000000001
2021-01-21,51,20.0,,0.2,10.200000000000001
2021-01-22,46,20.0,,0.2,9.200000000000001
2021-01-23,30,20.0,,0.2,6.0
2021-01-24,37,19.0,False,0.19,7.03
2021-01-25,40,19.0,,0.19,7.6
2021-01-26,34,19.0,,0.19,6.46
2021-01-27,28,19.0,,0.19,5.32
2021-01-28,33,19.0,,0.19,6.2700000000000005
2021-01-29,65,19.0,,0.19,12.35
2021-01-30,47,19.0,,0.19,8.93
2021-01-31,39,17.0,False,0.17,6.630000000000001
2021-02-01,39,17.0,,0.17,6.630000000000001
2021-02-02,32,17.0,,0.17,5.44
2021-02-03,30,17.0,,0.17,5.1000000000000005
2021-02-04,49,17.0,,0.17,8.33
2021-02-05,40,17.0,,0.17,6.800000000000001
2021-02-06,29,17.0,,0.17,4.930000000000001
2021-02-07,46,26.0,False,0.26,11.96
2021-02-08,75,26.0,,0.26,19.5
2021-02-09,84,26.0,,0.26,21.84
2021-02-10,60,26.0,,0.26,15.600000000000001
2021-02-11,56,26.0,,0.26,14.56
2021-02-12,60,26.0,,0.26,15.600000000000001
2021-02-13,48,26.0,,0.26,12.48
2021-02-14,53,26.0,False,0.26,13.780000000000001
2021-02-15,51,26.0,,0.26,13.26
2021-02-16,47,26.0,,0.26,12.22
2021-02-17,69,26.0,,0.26,17.94
2021-02-18,53,26.0,,0.26,13.780000000000001
2021-02-19,70,26.0,,0.26,18.2
2021-02-20,86,26.0,,0.26,22.36
2021-02-21,60,29.0,False,0.29,17.4
2021-02-22,74,29.0,,0.29,21.459999999999997
2021-02-23,100,29.0,,0.29,28.999999999999996
2021-02-24,54,29.0,,0.29,15.659999999999998
2021-02-25,63,29.0,,0.29,18.27
2021-02-26,51,29.0,,0.29,14.79
2021-02-27,49,29.0,,0.29,14.209999999999999
2021-02-28,53,19.0,False,0.19,10.07
2021-03-01,75,19.0,,0.19,14.25
2021-03-02,54,19.0,,0.19,10.26
2021-03-03,80,19.0,,0.19,15.2
2021-03-04,54,19.0,,0.19,10.26
2021-03-05,72,19.0,,0.19,13.68
2021-03-06,67,19.0,,0.19,12.73
2021-03-07,48,18.0,False,0.18,8.64
2021-03-08,52,18.0,,0.18,9.36
2021-03-09,77,18.0,,0.18,13.86
2021-03-10,77,18.0,,0.18,13.86
2021-03-11,87,18.0,,0.18,15.66
2021-03-12,65,18.0,,0.18,11.7
2021-03-13,100,18.0,,0.18,18.0
2021-03-14,69,17.0,False,0.17,11.73
2021-03-15,85,17.0,,0.17,14.450000000000001
2021-03-16,57,17.0,,0.17,9.690000000000001
2021-03-17,75,17.0,,0.17,12.750000000000002
2021-03-18,77,17.0,,0.17,13.090000000000002
2021-03-19,67,17.0,,0.17,11.39
2021-03-20,67,17.0,,0.17,11.39
2021-03-21,63,13.0,False,0.13,8.19
2021-03-22,46,13.0,,0.13,5.98
2021-03-23,81,13.0,,0.13,10.530000000000001
2021-03-24,83,13.0,,0.13,10.790000000000001
2021-03-25,79,13.0,,0.13,10.27
2021-03-26,53,13.0,,0.13,6.890000000000001
2021-03-27,65,13.0,,0.13,8.450000000000001
2021-03-28,23,16.0,False,0.16,3.68
2021-03-29,53,16.0,,0.16,8.48
2021-03-30,53,16.0,,0.16,8.48
2021-03-31,58,16.0,,0.16,9.28
2021-04-01,40,16.0,,0.16,6.4
2021-04-02,36,16.0,,0.16,5.76
2021-04-03,35,16.0,,0.16,5.6000000000000005
2021-04-04,32,12.0,False,0.12,3.84
2021-04-05,36,12.0,,0.12,4.32
2021-04-06,29,12.0,,0.12,3.48
2021-04-07,30,12.0,,0.12,3.5999999999999996
2021-04-08,28,12.0,,0.12,3.36
2021-04-09,24,12.0,,0.12,2.88
2021-04-10,48,12.0,,0.12,5.76
2021-04-11,32,19.0,False,0.19,6.08
2021-04-12,42,19.0,,0.19,7.98
2021-04-13,34,19.0,,0.19,6.46
2021-04-14,68,19.0,,0.19,12.92
2021-04-15,50,19.0,,0.19,9.5
2021-04-16,57,19.0,,0.19,10.83
2021-04-17,64,19.0,,0.19,12.16
2021-04-18,85,27.0,False,0.27,22.950000000000003
2021-04-19,74,27.0,,0.27,19.98
2021-04-20,44,27.0,,0.27,11.88
2021-04-21,59,27.0,,0.27,15.930000000000001
2021-04-22,59,27.0,,0.27,15.930000000000001
2021-04-23,100,27.0,,0.27,27.0
2021-04-24,50,27.0,,0.27,13.5
2021-04-25,41,18.0,False,0.18,7.38
2021-04-26,56,18.0,,0.18,10.08
2021-04-27,52,18.0,,0.18,9.36
2021-04-28,44,18.0,,0.18,7.92
2021-04-29,44,18.0,,0.18,7.92
2021-04-30,50,18.0,,0.18,9.0
2021-05-01,16,18.0,,0.18,2.88
2021-05-02,13,19.0,False,0.19,2.47
2021-05-03,31,19.0,,0.19,5.89
2021-05-04,25,19.0,,0.19,4.75
2021-05-05,25,19.0,,0.19,4.75
2021-05-06,27,19.0,,0.19,5.13
2021-05-07,17,19.0,,0.19,3.23
2021-05-08,35,19.0,,0.19,6.65
2021-05-09,26,24.0,False,0.24,6.24
2021-05-10,35,24.0,,0.24,8.4
2021-05-11,21,24.0,,0.24,5.04
2021-05-12,30,24.0,,0.24,7.199999999999999
2021-05-13,70,24.0,,0.24,16.8
2021-05-14,36,24.0,,0.24,8.64
2021-05-15,40,24.0,,0.24,9.6
2021-05-16,38,43.0,False,0.43,16.34
2021-05-17,50,43.0,,0.43,21.5
2021-05-18,36,43.0,,0.43,15.48
2021-05-19,100,43.0,,0.43,43.0
2021-05-20,89,43.0,,0.43,38.269999999999996
2021-05-21,54,43.0,,0.43,23.22
2021-05-22,54,43.0,,0.43,23.22
2021-05-23,83,37.0,False,0.37,30.71
2021-05-24,63,37.0,,0.37,23.31
2021-05-25,42,37.0,,0.37,15.54
2021-05-26,42,37.0,,0.37,15.54
2021-05-27,41,37.0,,0.37,15.17
2021-05-28,28,37.0,,0.37,10.36
2021-05-29,32,37.0,,0.37,11.84
2021-05-30,42,41.0,False,0.41,17.22
2021-05-31,39,41.0,,0.41,15.989999999999998
2021-06-01,63,41.0,,0.41,25.83
2021-06-02,81,41.0,,0.41,33.21
2021-06-03,100,41.0,,0.41,41.0
2021-06-04,73,41.0,,0.41,29.93
2021-06-05,62,41.0,,0.41,25.419999999999998
2021-06-06,52,23.0,False,0.23,11.96
2021-06-07,46,23.0,,0.23,10.58
2021-06-08,42,23.0,,0.23,9.66
2021-06-09,21,23.0,,0.23,4.83
2021-06-10,42,23.0,,0.23,9.66
2021-06-11,33,23.0,,0.23,7.590000000000001
2021-06-12,32,23.0,,0.23,7.36
2021-06-13,35,15.0,False,0.15,5.25
2021-06-14,30,15.0,,0.15,4.5
2021-06-15,27,15.0,,0.15,4.05
2021-06-16,25,15.0,,0.15,3.75
2021-06-17,22,15.0,,0.15,3.3
2021-06-18,25,15.0,,0.15,3.75
2021-06-19,27,15.0,,0.15,4.05
2021-06-20,35,21.0,False,0.21,7.35
2021-06-21,43,21.0,,0.21,9.03
2021-06-22,48,21.0,,0.21,10.08
2021-06-23,30,21.0,,0.21,6.3
2021-06-24,17,21.0,,0.21,3.57
2021-06-25,26,21.0,,0.21,5.46
2021-06-26,34,21.0,,0.21,7.14
2021-06-27,27,15.0,False,0.15,4.05
2021-06-28,25,15.0,,0.15,3.75
2021-06-29,18,15.0,,0.15,2.6999999999999997
2021-06-30,25,15.0,,0.15,3.75
2021-07-01,56,15.0,,0.15,8.4
2021-07-02,78,15.0,,0.15,11.7
2021-07-03,27,15.0,,0.15,4.05
2021-07-04,52,12.0,False,0.12,6.24
2021-07-05,35,12.0,,0.12,4.2
2021-07-06,59,12.0,,0.12,7.08
2021-07-07,42,12.0,,0.12,5.04
2021-07-08,62,12.0,,0.12,7.4399999999999995
2021-07-09,51,12.0,,0.12,6.12
2021-07-10,66,12.0,,0.12,7.92
2021-07-11,47,12.0,False,0.12,5.64
2021-07-12,59,12.0,,0.12,7.08
2021-07-13,50,12.0,,0.12,6.0
2021-07-14,56,12.0,,0.12,6.72
2021-07-15,62,12.0,,0.12,7.4399999999999995
2021-07-16,65,12.0,,0.12,7.8
2021-07-17,52,12.0,,0.12,6.24
2021-07-18,43,11.0,False,0.11,4.73
2021-07-19,46,11.0,,0.11,5.06
2021-07-20,83,11.0,,0.11,9.13
2021-07-21,47,11.0,,0.11,5.17
2021-07-22,42,11.0,,0.11,4.62
2021-07-23,48,11.0,,0.11,5.28
2021-07-24,52,11.0,,0.11,5.72
2021-07-25,72,16.0,False,0.16,11.52
2021-07-26,100,16.0,,0.16,16.0
2021-07-27,66,16.0,,0.16,10.56
2021-07-28,80,16.0,,0.16,12.8
2021-07-29,57,16.0,,0.16,9.120000000000001
2021-07-30,82,16.0,,0.16,13.120000000000001
2021-07-31,61,16.0,,0.16,9.76
2021-08-01,70,11.0,False,0.11,7.7
2021-08-02,73,11.0,,0.11,8.03
2021-08-03,79,11.0,,0.11,8.69
2021-08-04,56,11.0,,0.11,6.16
2021-08-05,70,11.0,,0.11,7.7
2021-08-06,64,11.0,,0.11,7.04
2021-08-07,100,11.0,,0.11,11.0
2021-08-08,98,12.0,False,0.12,11.76
2021-08-09,98,12.0,,0.12,11.76
2021-08-10,82,12.0,,0.12,9.84
2021-08-11,87,12.0,,0.12,10.44
2021-08-12,86,12.0,,0.12,10.32
2021-08-13,98,12.0,,0.12,11.76
2021-08-14,66,12.0,,0.12,7.92
2021-08-15,87,11.0,False,0.11,9.57
2021-08-16,80,11.0,,0.11,8.8
2021-08-17,72,11.0,,0.11,7.92
2021-08-18,56,11.0,,0.11,6.16
2021-08-19,56,11.0,,0.11,6.16
2021-08-20,90,11.0,,0.11,9.9
2021-08-21,73,11.0,,0.11,8.03
2021-08-22,79,11.0,False,0.11,8.69
2021-08-23,93,11.0,,0.11,10.23
2021-08-24,94,11.0,,0.11,10.34
2021-08-25,72,11.0,,0.11,7.92
2021-08-26,55,11.0,,0.11,6.05
2021-08-27,60,11.0,,0.11,6.6
2021-08-28,31,11.0,,0.11,3.41
2021-08-29,73,8.0,False,0.08,5.84
2021-08-30,55,8.0,,0.08,4.4
2021-08-31,60,8.0,,0.08,4.8
2021-09-01,60,8.0,,0.08,4.8
2021-09-02,54,8.0,,0.08,4.32
2021-09-03,53,8.0,,0.08,4.24
2021-09-04,41,8.0,,0.08,3.2800000000000002
2021-09-05,63,13.0,False,0.13,8.19
2021-09-06,74,13.0,,0.13,9.620000000000001
2021-09-07,78,13.0,,0.13,10.14
2021-09-08,85,13.0,,0.13,11.05
2021-09-09,38,13.0,,0.13,4.94
2021-09-10,64,13.0,,0.13,8.32
2021-09-11,43,13.0,,0.13,5.59
2021-09-12,75,12.0,False,0.12,9.0
2021-09-13,57,12.0,,0.12,6.84
2021-09-14,74,12.0,,0.12,8.879999999999999
2021-09-15,55,12.0,,0.12,6.6
2021-09-16,57,12.0,,0.12,6.84
2021-09-17,43,12.0,,0.12,5.16
2021-09-18,61,12.0,,0.12,7.319999999999999
2021-09-19,46,13.0,False,0.13,5.98
2021-09-20,100,13.0,,0.13,13.0
2021-09-21,97,13.0,,0.13,12.610000000000001
2021-09-22,71,13.0,,0.13,9.23
2021-09-23,44,13.0,,0.13,5.720000000000001
2021-09-24,79,13.0,,0.13,10.27
2021-09-25,75,13.0,,0.13,9.75
2021-09-26,80,11.0,False,0.11,8.8
2021-09-27,53,11.0,,0.11,5.83
2021-09-28,52,11.0,,0.11,5.72
2021-09-29,73,11.0,,0.11,8.03
2021-09-30,60,11.0,,0.11,6.6
2021-10-01,61,11.0,,0.11,6.71
2021-10-02,41,11.0,,0.11,4.51
2021-10-03,47,11.0,False,0.11,5.17
2021-10-04,66,11.0,,0.11,7.26
2021-10-05,61,11.0,,0.11,6.71
2021-10-06,44,11.0,,0.11,4.84
2021-10-07,35,11.0,,0.11,3.85
2021-10-08,46,11.0,,0.11,5.06
2021-10-09,65,11.0,,0.11,7.15
2021-10-10,46,9.0,False,0.09,4.14
2021-10-11,69,9.0,,0.09,6.21
2021-10-12,75,9.0,,0.09,6.75
2021-10-13,61,9.0,,0.09,5.49
2021-10-14,49,9.0,,0.09,4.41
2021-10-15,72,9.0,,0.09,6.4799999999999995
2021-10-16,61,9.0,,0.09,5.49
2021-10-17,43,14.0,False,0.14,6.0200000000000005
2021-10-18,80,14.0,,0.14,11.200000000000001
2021-10-19,73,14.0,,0.14,10.22
2021-10-20,100,14.0,,0.14,14.000000000000002
2021-10-21,81,14.0,,0.14,11.340000000000002
2021-10-22,78,14.0,,0.14,10.920000000000002
2021-10-23,43,14.0,,0.14,6.0200000000000005
2021-10-24,41,10.0,False,0.1,4.1000000000000005
2021-10-25,50,10.0,,0.1,5.0
2021-10-26,65,10.0,,0.1,6.5
2021-10-27,59,10.0,,0.1,5.9
2021-10-28,86,10.0,,0.1,8.6
2021-10-29,48,10.0,,0.1,4.800000000000001
2021-10-30,57,10.0,,0.1,5.7
2021-10-31,42,9.0,False,0.09,3.78
2021-11-01,73,9.0,,0.09,6.569999999999999
2021-11-02,57,9.0,,0.09,5.13
2021-11-03,42,9.0,,0.09,3.78
2021-11-04,48,9.0,,0.09,4.32
2021-11-05,73,9.0,,0.09,6.569999999999999
2021-11-06,62,9.0,,0.09,5.58
2021-11-07,45,9.0,False,0.09,4.05
2021-11-08,66,9.0,,0.09,5.9399999999999995
2021-11-09,70,9.0,,0.09,6.3
2021-11-10,60,9.0,,0.09,5.3999999999999995
2021-11-11,52,9.0,,0.09,4.68
2021-11-12,33,9.0,,0.09,2.9699999999999998
2021-11-13,54,9.0,,0.09,4.859999999999999
2021-11-14,76,12.0,False,0.12,9.12
2021-11-15,30,12.0,,0.12,3.5999999999999996
2021-11-16,91,12.0,,0.12,10.92
2021-11-17,92,12.0,,0.12,11.04
2021-11-18,100,12.0,,0.12,12.0
2021-11-19,81,12.0,,0.12,9.719999999999999
2021-11-20,89,12.0,,0.12,10.68
2021-11-21,61,10.0,False,0.1,6.1000000000000005
2021-11-22,39,10.0,,0.1,3.9000000000000004
2021-11-23,71,10.0,,0.1,7.1000000000000005
2021-11-24,64,10.0,,0.1,6.4
2021-11-25,61,10.0,,0.1,6.1000000000000005
2021-11-26,82,10.0,,0.1,8.200000000000001
2021-11-27,51,10.0,,0.1,5.1000000000000005
2021-11-28,60,9.0,True,0.09,5.3999999999999995
2021-11-29,43,9.0,,0.09,3.8699999999999997
2021-11-30,74,9.0,,0.09,6.66
2021-12-01,100,9.0,,0.09,9.0
2021-12-02,91,9.0,,0.09,8.19
