date,bitcoin dollar_unscaled,bitcoin dollar_monthly,isPartial,scale,bitcoin dollar
2020-06-25,36,13.0,,0.13,4.68
2020-06-26,50,13.0,,0.13,6.5
2020-06-27,40,13.0,,0.13,5.2
2020-06-28,39,11.0,False,0.11,4.29
2020-06-29,43,11.0,,0.11,4.73
2020-06-30,48,11.0,,0.11,5.28
2020-07-01,27,11.0,,0.11,2.97
2020-07-02,35,11.0,,0.11,3.85
2020-07-03,46,11.0,,0.11,5.06
2020-07-04,29,11.0,,0.11,3.19
2020-07-05,30,14.0,False,0.14,4.2
2020-07-06,41,14.0,,0.14,5.74
2020-07-07,33,14.0,,0.14,4.62
2020-07-08,30,14.0,,0.14,4.2
2020-07-09,56,14.0,,0.14,7.840000000000001
2020-07-10,41,14.0,,0.14,5.74
2020-07-11,38,14.0,,0.14,5.32
2020-07-12,26,14.0,False,0.14,3.6400000000000006
2020-07-13,30,14.0,,0.14,4.2
2020-07-14,17,14.0,,0.14,2.3800000000000003
2020-07-15,39,14.0,,0.14,5.460000000000001
2020-07-16,50,14.0,,0.14,7.000000000000001
2020-07-17,39,14.0,,0.14,5.460000000000001
2020-07-18,39,14.0,,0.14,5.460000000000001
2020-07-19,41,17.0,False,0.17,6.970000000000001
2020-07-20,29,17.0,,0.17,4.930000000000001
2020-07-21,50,17.0,,0.17,8.5
2020-07-22,47,17.0,,0.17,7.99
2020-07-23,47,17.0,,0.17,7.99
2020-07-24,37,17.0,,0.17,6.29
2020-07-25,35,17.0,,0.17,5.95
2020-07-26,45,26.0,False,0.26,11.700000000000001
2020-07-27,85,26.0,,0.26,22.1
2020-07-28,100,26.0,,0.26,26.0
2020-07-29,81,26.0,,0.26,21.060000000000002
2020-07-30,52,26.0,,0.26,13.52
2020-07-31,52,26.0,,0.26,13.52
2020-08-01,100,26.0,,0.26,26.0
2020-08-02,81,24.0,False,0.24,19.439999999999998
2020-08-03,49,24.0,,0.24,11.76
2020-08-04,76,24.0,,0.24,18.24
2020-08-05,81,24.0,,0.24,19.439999999999998
2020-08-06,61,24.0,,0.24,14.639999999999999
2020-08-07,84,24.0,,0.24,20.16
2020-08-08,85,24.0,,0.24,20.4
2020-08-09,68,20.0,False,0.2,13.600000000000001
2020-08-10,73,20.0,,0.2,14.600000000000001
2020-08-11,68,20.0,,0.2,13.600000000000001
2020-08-12,68,20.0,,0.2,13.600000000000001
2020-08-13,77,20.0,,0.2,15.4
2020-08-14,53,20.0,,0.2,10.600000000000001
2020-08-15,59,20.0,,0.2,11.8
2020-08-16,56,18.0,False,0.18,10.08
2020-08-17,58,18.0,,0.18,10.44
2020-08-18,59,18.0,,0.18,10.62
2020-08-19,49,18.0,,0.18,8.82
2020-08-20,68,18.0,,0.18,12.24
2020-08-21,47,18.0,,0.18,8.459999999999999
2020-08-22,61,18.0,,0.18,10.98
2020-08-23,56,14.0,False,0.14,7.840000000000001
2020-08-24,41,14.0,,0.14,5.74
2020-08-25,51,14.0,,0.14,7.140000000000001
2020-08-26,54,14.0,,0.14,7.5600000000000005
2020-08-27,43,14.0,,0.14,6.0200000000000005
2020-08-28,47,14.0,,0.14,6.580000000000001
2020-08-29,70,14.0,,0.14,9.8
2020-08-30,45,17.0,False,0.17,7.65
2020-08-31,50,17.0,,0.17,8.5
2020-09-01,93,17.0,,0.17,15.81
2020-09-02,100,17.0,,0.17,17.0
2020-09-03,77,17.0,,0.17,13.090000000000002
2020-09-04,91,17.0,,0.17,15.47
2020-09-05,84,17.0,,0.17,14.280000000000001
2020-09-06,78,16.0,False,0.16,12.48
2020-09-07,61,16.0,,0.16,9.76
2020-09-08,73,16.0,,0.16,11.68
2020-09-09,61,16.0,,0.16,9.76
2020-09-10,97,16.0,,0.16,15.52
2020-09-11,70,16.0,,0.16,11.200000000000001
2020-09-12,51,16.0,,0.16,8.16
2020-09-13,68,12.0,False,0.12,8.16
2020-09-14,58,12.0,,0.12,6.96
2020-09-15,88,12.0,,0.12,10.559999999999999
2020-09-16,55,12.0,,0.12,6.6
2020-09-17,67,12.0,,0.12,8.04
2020-09-18,43,12.0,,0.12,5.16
2020-09-19,71,12.0,,0.12,8.52
2020-09-20,74,13.0,False,0.13,9.620000000000001
2020-09-21,65,13.0,,0.13,8.450000000000001
2020-09-22,40,13.0,,0.13,5.2
2020-09-23,52,13.0,,0.13,6.76
2020-09-24,46,13.0,,0.13,5.98
2020-09-25,53,13.0,,0.13,6.890000000000001
2020-09-26,38,13.0,,0.13,4.94
2020-09-27,54,11.0,False,0.11,5.94
2020-09-28,60,11.0,,0.11,6.6
2020-09-29,36,11.0,,0.11,3.96
2020-09-30,80,11.0,,0.11,8.8
2020-10-01,63,11.0,,0.11,6.93
2020-10-02,46,11.0,,0.11,5.06
2020-10-03,46,11.0,,0.11,5.06
2020-10-04,25,11.0,False,0.11,2.75
2020-10-05,26,11.0,,0.11,2.86
2020-10-06,42,11.0,,0.11,4.62
2020-10-07,40,11.0,,0.11,4.4
2020-10-08,44,11.0,,0.11,4.84
2020-10-09,66,11.0,,0.11,7.26
2020-10-10,43,11.0,,0.11,4.73
2020-10-11,40,12.0,False,0.12,4.8
2020-10-12,46,12.0,,0.12,5.52
2020-10-13,55,12.0,,0.12,6.6
2020-10-14,46,12.0,,0.12,5.52
2020-10-15,26,12.0,,0.12,3.12
2020-10-16,46,12.0,,0.12,5.52
2020-10-17,37,12.0,,0.12,4.4399999999999995
2020-10-18,40,18.0,False,0.18,7.199999999999999
2020-10-19,45,18.0,,0.18,8.1
2020-10-20,66,18.0,,0.18,11.879999999999999
2020-10-21,77,18.0,,0.18,13.86
2020-10-22,87,18.0,,0.18,15.66
2020-10-23,94,18.0,,0.18,16.919999999999998
2020-10-24,57,18.0,,0.18,10.26
2020-10-25,52,23.0,False,0.23,11.96
2020-10-26,68,23.0,,0.23,15.64
2020-10-27,72,23.0,,0.23,16.560000000000002
2020-10-28,91,23.0,,0.23,20.93
2020-10-29,59,23.0,,0.23,13.57
2020-10-30,66,23.0,,0.23,15.180000000000001
2020-10-31,100,23.0,,0.23,23.0
2020-11-01,24,23.0,False,0.23,5.5200000000000005
2020-11-02,38,23.0,,0.23,8.74
2020-11-03,43,23.0,,0.23,9.89
2020-11-04,46,23.0,,0.23,10.58
2020-11-05,56,23.0,,0.23,12.88
2020-11-06,66,23.0,,0.23,15.180000000000001
2020-11-07,46,23.0,,0.23,10.58
2020-11-08,25,24.0,False,0.24,6.0
2020-11-09,47,24.0,,0.24,11.28
2020-11-10,38,24.0,,0.24,9.12
2020-11-11,45,24.0,,0.24,10.799999999999999
2020-11-12,59,24.0,,0.24,14.16
2020-11-13,47,24.0,,0.24,11.28
2020-11-14,57,24.0,,0.24,13.68
2020-11-15,46,34.0,False,0.34,15.64
2020-11-16,46,34.0,,0.34,15.64
2020-11-17,71,34.0,,0.34,24.14
2020-11-18,100,34.0,,0.34,34.0
2020-11-19,46,34.0,,0.34,15.64
2020-11-20,71,34.0,,0.34,24.14
2020-11-21,52,34.0,,0.34,17.68
2020-11-22,48,35.0,False,0.35,16.799999999999997
2020-11-23,59,35.0,,0.35,20.65
2020-11-24,93,35.0,,0.35,32.55
2020-11-25,67,35.0,,0.35,23.45
2020-11-26,82,35.0,,0.35,28.7
2020-11-27,69,35.0,,0.35,24.15
2020-11-28,53,35.0,,0.35,18.549999999999997
2020-11-29,54,34.0,False,0.34,18.360000000000003
2020-11-30,89,34.0,,0.34,30.26
2020-12-01,62,34.0,,0.34,21.080000000000002
2020-12-02,28,34.0,,0.34,9.520000000000001
2020-12-03,49,34.0,,0.34,16.66
2020-12-04,32,34.0,,0.34,10.88
2020-12-05,33,34.0,,0.34,11.22
2020-12-06,34,26.0,False,0.26,8.84
2020-12-07,29,26.0,,0.26,7.54
2020-12-08,38,26.0,,0.26,9.88
2020-12-09,35,26.0,,0.26,9.1
2020-12-10,30,26.0,,0.26,7.800000000000001
2020-12-11,34,26.0,,0.26,8.84
2020-12-12,21,26.0,,0.26,5.46
2020-12-13,33,45.0,False,0.45,14.85
2020-12-14,27,45.0,,0.45,12.15
2020-12-15,31,45.0,,0.45,13.950000000000001
2020-12-16,46,45.0,,0.45,20.7
2020-12-17,99,45.0,,0.45,44.550000000000004
2020-12-18,72,45.0,,0.45,32.4
2020-12-19,50,45.0,,0.45,22.5
2020-12-20,49,41.0,False,0.41,20.09
2020-12-21,60,41.0,,0.41,24.599999999999998
2020-12-22,39,41.0,,0.41,15.989999999999998
2020-12-23,42,41.0,,0.41,17.22
2020-12-24,42,41.0,,0.41,17.22
2020-12-25,47,41.0,,0.41,19.27
2020-12-26,60,41.0,,0.41,24.599999999999998
2020-12-27,100,66.0,False,0.66,66.0
2020-12-28,70,66.0,,0.66,46.2
2020-12-29,46,66.0,,0.66,30.360000000000003
2020-12-30,67,66.0,,0.66,44.22
2020-12-31,86,66.0,,0.66,56.760000000000005
2021-01-01,49,66.0,,0.66,32.34
2021-01-02,73,66.0,,0.66,48.18
2021-01-03,73,100.0,False,1.0,73.0
2021-01-04,65,100.0,,1.0,65.0
2021-01-05,50,100.0,,1.0,50.0
2021-01-06,68,100.0,,1.0,68.0
2021-01-07,88,100.0,,1.0,88.0
2021-01-08,74,100.0,,1.0,74.0
2021-01-09,64,100.0,,1.0,64.0
2021-01-10,62,85.0,False,0.85,52.699999999999996
2021-01-11,100,85.0,,0.85,85.0
2021-01-12,79,85.0,,0.85,67.14999999999999
2021-01-13,56,85.0,,0.85,47.6
2021-01-14,66,85.0,,0.85,56.1
2021-01-15,56,85.0,,0.85,47.6
2021-01-16,46,85.0,,0.85,39.1
2021-01-17,44,58.0,False,0.58,25.52
2021-01-18,33,58.0,,0.58,19.139999999999997
2021-01-19,37,58.0,,0.58,21.459999999999997
2021-01-20,44,58.0,,0.58,25.52
2021-01-21,43,58.0,,0.58,24.939999999999998
2021-01-22,52,58.0,,0.58,30.159999999999997
2021-01-23,48,58.0,,0.58,27.839999999999996
2021-01-24,45,53.0,False,0.53,23.85
2021-01-25,37,53.0,,0.53,19.61
2021-01-26,35,53.0,,0.53,18.55
2021-01-27,38,53.0,,0.53,20.14
2021-01-28,35,53.0,,0.53,18.55
2021-01-29,56,53.0,,0.53,29.68
2021-01-30,37,53.0,,0.53,19.61
2021-01-31,31,51.0,False,0.51,15.81
2021-02-01,38,51.0,,0.51,19.38
2021-02-02,39,51.0,,0.51,19.89
2021-02-03,43,51.0,,0.51,21.93
2021-02-04,46,51.0,,0.51,23.46
2021-02-05,38,51.0,,0.51,19.38
2021-02-06,48,51.0,,0.51,24.48
2021-02-07,49,71.0,False,0.71,34.79
2021-02-08,68,71.0,,0.71,48.28
2021-02-09,85,71.0,,0.71,60.349999999999994
2021-02-10,61,71.0,,0.71,43.309999999999995
2021-02-11,72,71.0,,0.71,51.12
2021-02-12,50,71.0,,0.71,35.5
2021-02-13,42,71.0,,0.71,29.82
2021-02-14,53,84.0,False,0.84,44.519999999999996
2021-02-15,46,84.0,,0.84,38.64
2021-02-16,70,84.0,,0.84,58.8
2021-02-17,80,84.0,,0.84,67.2
2021-02-18,57,84.0,,0.84,47.879999999999995
2021-02-19,73,84.0,,0.84,61.32
2021-02-20,92,84.0,,0.84,77.28
2021-02-21,77,90.0,False,0.9,69.3
2021-02-22,77,90.0,,0.9,69.3
2021-02-23,100,90.0,,0.9,90.0
2021-02-24,80,90.0,,0.9,72.0
2021-02-25,53,90.0,,0.9,47.7
2021-02-26,60,90.0,,0.9,54.0
2021-02-27,61,90.0,,0.9,54.9
2021-02-28,69,62.0,False,0.62,42.78
2021-03-01,76,62.0,,0.62,47.12
2021-03-02,71,62.0,,0.62,44.02
2021-03-03,77,62.0,,0.62,47.74
2021-03-04,57,62.0,,0.62,35.339999999999996
2021-03-05,69,62.0,,0.62,42.78
2021-03-06,71,62.0,,0.62,44.02
2021-03-07,70,70.0,False,0.7,49.0
2021-03-08,80,70.0,,0.7,56.0
2021-03-09,82,70.0,,0.7,57.4
2021-03-10,78,70.0,,0.7,54.599999999999994
2021-03-11,79,70.0,,0.7,55.3
2021-03-12,95,70.0,,0.7,66.5
2021-03-13,100,70.0,,0.7,70.0
2021-03-14,79,59.0,False,0.59,46.61
2021-03-15,90,59.0,,0.59,53.099999999999994
2021-03-16,73,59.0,,0.59,43.07
2021-03-17,62,59.0,,0.59,36.58
2021-03-18,67,59.0,,0.59,39.53
2021-03-19,58,59.0,,0.59,34.22
2021-03-20,61,59.0,,0.59,35.989999999999995
2021-03-21,52,55.0,False,0.55,28.6
2021-03-22,61,55.0,,0.55,33.550000000000004
2021-03-23,55,55.0,,0.55,30.250000000000004
2021-03-24,70,55.0,,0.55,38.5
2021-03-25,75,55.0,,0.55,41.25
2021-03-26,63,55.0,,0.55,34.650000000000006
2021-03-27,67,55.0,,0.55,36.85
2021-03-28,59,53.0,False,0.53,31.270000000000003
2021-03-29,64,53.0,,0.53,33.92
2021-03-30,56,53.0,,0.53,29.68
2021-03-31,63,53.0,,0.53,33.39
2021-04-01,61,53.0,,0.53,32.33
2021-04-02,56,53.0,,0.53,29.68
2021-04-03,53,53.0,,0.53,28.09
2021-04-04,51,44.0,False,0.44,22.44
2021-04-05,54,44.0,,0.44,23.76
2021-04-06,60,44.0,,0.44,26.4
2021-04-07,46,44.0,,0.44,20.24
2021-04-08,59,44.0,,0.44,25.96
2021-04-09,59,44.0,,0.44,25.96
2021-04-10,83,44.0,,0.44,36.52
2021-04-11,55,55.0,False,0.55,30.250000000000004
2021-04-12,60,55.0,,0.55,33.0
2021-04-13,84,55.0,,0.55,46.2
2021-04-14,95,55.0,,0.55,52.25000000000001
2021-04-15,69,55.0,,0.55,37.95
2021-04-16,68,55.0,,0.55,37.400000000000006
2021-04-17,58,55.0,,0.55,31.900000000000002
2021-04-18,94,62.0,False,0.62,58.28
2021-04-19,77,62.0,,0.62,47.74
2021-04-20,89,62.0,,0.62,55.18
2021-04-21,59,62.0,,0.62,36.58
2021-04-22,65,62.0,,0.62,40.3
2021-04-23,100,62.0,,0.62,62.0
2021-04-24,75,62.0,,0.62,46.5
2021-04-25,72,56.0,False,0.56,40.32000000000001
2021-04-26,75,56.0,,0.56,42.00000000000001
2021-04-27,76,56.0,,0.56,42.56
2021-04-28,71,56.0,,0.56,39.760000000000005
2021-04-29,56,56.0,,0.56,31.360000000000003
2021-04-30,58,56.0,,0.56,32.480000000000004
2021-05-01,38,56.0,,0.56,21.28
2021-05-02,26,47.0,False,0.47,12.219999999999999
2021-05-03,37,47.0,,0.47,17.39
2021-05-04,34,47.0,,0.47,15.979999999999999
2021-05-05,33,47.0,,0.47,15.51
2021-05-06,36,47.0,,0.47,16.919999999999998
2021-05-07,25,47.0,,0.47,11.75
2021-05-08,34,47.0,,0.47,15.979999999999999
2021-05-09,28,52.0,False,0.52,14.56
2021-05-10,27,52.0,,0.52,14.040000000000001
2021-05-11,33,52.0,,0.52,17.16
2021-05-12,37,52.0,,0.52,19.240000000000002
2021-05-13,63,52.0,,0.52,32.76
2021-05-14,50,52.0,,0.52,26.0
2021-05-15,33,52.0,,0.52,17.16
2021-05-16,42,89.0,False,0.89,37.38
2021-05-17,53,89.0,,0.89,47.17
2021-05-18,41,89.0,,0.89,36.49
2021-05-19,100,89.0,,0.89,89.0
2021-05-20,80,89.0,,0.89,71.2
2021-05-21,72,89.0,,0.89,64.08
2021-05-22,51,89.0,,0.89,45.39
2021-05-23,82,80.0,False,0.8,65.60000000000001
2021-05-24,70,80.0,,0.8,56.0
2021-05-25,54,80.0,,0.8,43.2
2021-05-26,62,80.0,,0.8,49.6
2021-05-27,50,80.0,,0.8,40.0
2021-05-28,43,80.0,,0.8,34.4
2021-05-29,48,80.0,,0.8,38.400000000000006
2021-05-30,31,56.0,False,0.56,17.360000000000003
2021-05-31,37,56.0,,0.56,20.720000000000002
2021-06-01,59,56.0,,0.56,33.040000000000006
2021-06-02,61,56.0,,0.56,34.160000000000004
2021-06-03,67,56.0,,0.56,37.52
2021-06-04,69,56.0,,0.56,38.64
2021-06-05,47,56.0,,0.56,26.320000000000004
2021-06-06,78,56.0,False,0.56,43.68000000000001
2021-06-07,76,56.0,,0.56,42.56
2021-06-08,88,56.0,,0.56,49.28
2021-06-09,69,56.0,,0.56,38.64
2021-06-10,66,56.0,,0.56,36.96
2021-06-11,50,56.0,,0.56,28.000000000000004
2021-06-12,57,56.0,,0.56,31.92
2021-06-13,52,48.0,False,0.48,24.96
2021-06-14,78,48.0,,0.48,37.44
2021-06-15,62,48.0,,0.48,29.759999999999998
2021-06-16,61,48.0,,0.48,29.279999999999998
2021-06-17,66,48.0,,0.48,31.68
2021-06-18,57,48.0,,0.48,27.36
2021-06-19,44,48.0,,0.48,21.119999999999997
2021-06-20,63,58.0,False,0.58,36.54
2021-06-21,79,58.0,,0.58,45.82
2021-06-22,100,58.0,,0.58,57.99999999999999
2021-06-23,74,58.0,,0.58,42.919999999999995
2021-06-24,69,58.0,,0.58,40.019999999999996
2021-06-25,62,58.0,,0.58,35.96
2021-06-26,44,58.0,,0.58,25.52
2021-06-27,60,43.0,False,0.43,25.8
2021-06-28,54,43.0,,0.43,23.22
2021-06-29,48,43.0,,0.43,20.64
2021-06-30,63,43.0,,0.43,27.09
2021-07-01,51,43.0,,0.43,21.93
2021-07-02,34,43.0,,0.43,14.62
2021-07-03,41,43.0,,0.43,17.63
2021-07-04,45,37.0,False,0.37,16.65
2021-07-05,51,37.0,,0.37,18.87
2021-07-06,47,37.0,,0.37,17.39
2021-07-07,51,37.0,,0.37,18.87
2021-07-08,50,37.0,,0.37,18.5
2021-07-09,55,37.0,,0.37,20.35
2021-07-10,40,37.0,,0.37,14.8
2021-07-11,41,31.0,False,0.31,12.709999999999999
2021-07-12,42,31.0,,0.31,13.02
2021-07-13,39,31.0,,0.31,12.09
2021-07-14,60,31.0,,0.31,18.6
2021-07-15,52,31.0,,0.31,16.12
2021-07-16,51,31.0,,0.31,15.81
2021-07-17,62,31.0,,0.31,19.22
2021-07-18,39,45.0,False,0.45,17.55
2021-07-19,66,45.0,,0.45,29.7
2021-07-20,78,45.0,,0.45,35.1
2021-07-21,67,45.0,,0.45,30.150000000000002
2021-07-22,61,45.0,,0.45,27.45
2021-07-23,64,45.0,,0.45,28.8
2021-07-24,55,45.0,,0.45,24.75
2021-07-25,73,50.0,False,0.5,36.5
2021-07-26,100,50.0,,0.5,50.0
2021-07-27,69,50.0,,0.5,34.5
2021-07-28,75,50.0,,0.5,37.5
2021-07-29,79,50.0,,0.5,39.5
2021-07-30,64,50.0,,0.5,32.0
2021-07-31,75,50.0,,0.5,37.5
2021-08-01,65,47.0,False,0.47,30.549999999999997
2021-08-02,73,47.0,,0.47,34.309999999999995
2021-08-03,45,47.0,,0.47,21.15
2021-08-04,66,47.0,,0.47,31.02
2021-08-05,64,47.0,,0.47,30.08
2021-08-06,86,47.0,,0.47,40.419999999999995
2021-08-07,100,47.0,,0.47,47.0
2021-08-08,97,49.0,False,0.49,47.53
2021-08-09,87,49.0,,0.49,42.63
2021-08-10,80,49.0,,0.49,39.2
2021-08-11,80,49.0,,0.49,39.2
2021-08-12,78,49.0,,0.49,38.22
2021-08-13,79,49.0,,0.49,38.71
2021-08-14,60,49.0,,0.49,29.4
2021-08-15,67,43.0,False,0.43,28.81
2021-08-16,67,43.0,,0.43,28.81
2021-08-17,56,43.0,,0.43,24.08
2021-08-18,72,43.0,,0.43,30.96
2021-08-19,54,43.0,,0.43,23.22
2021-08-20,89,43.0,,0.43,38.269999999999996
2021-08-21,72,43.0,,0.43,30.96
2021-08-22,86,50.0,False,0.5,43.0
2021-08-23,89,50.0,,0.5,44.5
2021-08-24,64,50.0,,0.5,32.0
2021-08-25,67,50.0,,0.5,33.5
2021-08-26,52,50.0,,0.5,26.0
2021-08-27,67,50.0,,0.5,33.5
2021-08-28,49,50.0,,0.5,24.5
2021-08-29,41,37.0,False,0.37,15.17
2021-08-30,57,37.0,,0.37,21.09
2021-08-31,53,37.0,,0.37,19.61
2021-09-01,56,37.0,,0.37,20.72
2021-09-02,81,37.0,,0.37,29.97
2021-09-03,87,37.0,,0.37,32.19
2021-09-04,57,37.0,,0.37,21.09
2021-09-05,74,48.0,False,0.48,35.519999999999996
2021-09-06,95,48.0,,0.48,45.6
2021-09-07,100,48.0,,0.48,48.0
2021-09-08,97,48.0,,0.48,46.559999999999995
2021-09-09,85,48.0,,0.48,40.8
2021-09-10,63,48.0,,0.48,30.24
2021-09-11,61,48.0,,0.48,29.279999999999998
2021-09-12,68,36.0,False,0.36,24.48
2021-09-13,68,36.0,,0.36,24.48
2021-09-14,63,36.0,,0.36,22.68
2021-09-15,99,36.0,,0.36,35.64
2021-09-16,78,36.0,,0.36,28.08
2021-09-17,52,36.0,,0.36,18.72
2021-09-18,65,36.0,,0.36,23.4
2021-09-19,66,41.0,False,0.41,27.06
2021-09-20,75,41.0,,0.41,30.749999999999996
2021-09-21,85,41.0,,0.41,34.85
2021-09-22,61,41.0,,0.41,25.009999999999998
2021-09-23,86,41.0,,0.41,35.26
2021-09-24,55,41.0,,0.41,22.549999999999997
2021-09-25,61,41.0,,0.41,25.009999999999998
2021-09-26,65,32.0,False,0.32,20.8
2021-09-27,60,32.0,,0.32,19.2
2021-09-28,52,32.0,,0.32,16.64
2021-09-29,64,32.0,,0.32,20.48
2021-09-30,60,32.0,,0.32,19.2
2021-10-01,55,32.0,,0.32,17.6
2021-10-02,53,32.0,,0.32,16.96
2021-10-03,58,39.0,False,0.39,22.62
2021-10-04,75,39.0,,0.39,29.25
2021-10-05,78,39.0,,0.39,30.42
2021-10-06,89,39.0,,0.39,34.71
2021-10-07,69,39.0,,0.39,26.91
2021-10-08,55,39.0,,0.39,21.45
2021-10-09,52,39.0,,0.39,20.28
2021-10-10,69,41.0,False,0.41,28.29
2021-10-11,79,41.0,,0.41,32.39
2021-10-12,55,41.0,,0.41,22.549999999999997
2021-10-13,52,41.0,,0.41,21.32
2021-10-14,66,41.0,,0.41,27.06
2021-10-15,93,41.0,,0.41,38.129999999999995
2021-10-16,91,41.0,,0.41,37.309999999999995
2021-10-17,65,45.0,False,0.45,29.25
2021-10-18,82,45.0,,0.45,36.9
2021-10-19,93,45.0,,0.45,41.85
2021-10-20,100,45.0,,0.45,45.0
2021-10-21,86,45.0,,0.45,38.7
2021-10-22,88,45.0,,0.45,39.6
2021-10-23,61,45.0,,0.45,27.45
2021-10-24,51,36.0,False,0.36,18.36
2021-10-25,62,36.0,,0.36,22.32
2021-10-26,60,36.0,,0.36,21.599999999999998
2021-10-27,77,36.0,,0.36,27.72
2021-10-28,60,36.0,,0.36,21.599999999999998
2021-10-29,69,36.0,,0.36,24.84
2021-10-30,71,36.0,,0.36,25.56
2021-10-31,54,32.0,False,0.32,17.28
2021-11-01,60,32.0,,0.32,19.2
2021-11-02,78,32.0,,0.32,24.96
2021-11-03,68,32.0,,0.32,21.76
2021-11-04,62,32.0,,0.32,19.84
2021-11-05,46,32.0,,0.32,14.72
2021-11-06,50,32.0,,0.32,16.0
2021-11-07,60,37.0,False,0.37,22.2
2021-11-08,82,37.0,,0.37,30.34
2021-11-09,100,37.0,,0.37,37.0
2021-11-10,63,37.0,,0.37,23.31
2021-11-11,63,37.0,,0.37,23.31
2021-11-12,62,37.0,,0.37,22.94
2021-11-13,64,37.0,,0.37,23.68
2021-11-14,57,37.0,False,0.37,21.09
2021-11-15,70,37.0,,0.37,25.9
2021-11-16,82,37.0,,0.37,30.34
2021-11-17,83,37.0,,0.37,30.71
2021-11-18,66,37.0,,0.37,24.419999999999998
2021-11-19,54,37.0,,0.37,19.98
2021-11-20,56,37.0,,0.37,20.72
2021-11-21,59,34.0,False,0.34,20.060000000000002
2021-11-22,59,34.0,,0.34,20.060000000000002
2021-11-23,67,34.0,,0.34,22.78
2021-11-24,57,34.0,,0.34,19.380000000000003
2021-11-25,51,34.0,,0.34,17.34
2021-11-26,79,34.0,,0.34,26.860000000000003
2021-11-27,60,34.0,,0.34,20.400000000000002
2021-11-28,50,28.0,True,0.28,14.000000000000002
2021-11-29,64,28.0,,0.28,17.92
2021-11-30,54,28.0,,0.28,15.120000000000001
2021-12-01,100,28.0,,0.28,28.000000000000004
2021-12-02,89,28.0,,0.28,24.92
