date,bitcoin stock_unscaled,bitcoin stock_monthly,isPartial,scale,bitcoin stock
2017-08-01,71,,,,
2017-08-02,57,,,,
2017-08-03,34,,,,
2017-08-04,31,,,,
2017-08-05,20,,,,
2017-08-06,12,7.0,False,0.07,0.8400000000000001
2017-08-07,39,7.0,,0.07,2.7300000000000004
2017-08-08,46,7.0,,0.07,3.22
2017-08-09,34,7.0,,0.07,2.3800000000000003
2017-08-10,34,7.0,,0.07,2.3800000000000003
2017-08-11,46,7.0,,0.07,3.22
2017-08-12,34,7.0,,0.07,2.3800000000000003
2017-08-13,46,12.0,False,0.12,5.52
2017-08-14,89,12.0,,0.12,10.68
2017-08-15,100,12.0,,0.12,12.0
2017-08-16,64,12.0,,0.12,7.68
2017-08-17,42,12.0,,0.12,5.04
2017-08-18,59,12.0,,0.12,7.08
2017-08-19,27,12.0,,0.12,3.2399999999999998
2017-08-20,24,8.0,False,0.08,1.92
2017-08-21,26,8.0,,0.08,2.08
2017-08-22,33,8.0,,0.08,2.64
2017-08-23,50,8.0,,0.08,4.0
2017-08-24,32,8.0,,0.08,2.56
2017-08-25,47,8.0,,0.08,3.7600000000000002
2017-08-26,17,8.0,,0.08,1.36
2017-08-27,9,9.0,False,0.09,0.8099999999999999
2017-08-28,51,9.0,,0.09,4.59
2017-08-29,60,9.0,,0.09,5.3999999999999995
2017-08-30,50,9.0,,0.09,4.5
2017-08-31,50,9.0,,0.09,4.5
2017-09-01,59,9.0,,0.09,5.31
2017-09-02,34,9.0,,0.09,3.06
2017-09-03,42,10.0,False,0.1,4.2
2017-09-04,30,10.0,,0.1,3.0
2017-09-05,47,10.0,,0.1,4.7
2017-09-06,45,10.0,,0.1,4.5
2017-09-07,38,10.0,,0.1,3.8000000000000003
2017-09-08,32,10.0,,0.1,3.2
2017-09-09,24,10.0,,0.1,2.4000000000000004
2017-09-10,26,10.0,False,0.1,2.6
2017-09-11,37,10.0,,0.1,3.7
2017-09-12,37,10.0,,0.1,3.7
2017-09-13,66,10.0,,0.1,6.6000000000000005
2017-09-14,100,10.0,,0.1,10.0
2017-09-15,64,10.0,,0.1,6.4
2017-09-16,30,10.0,,0.1,3.0
2017-09-17,4,9.0,False,0.09,0.36
2017-09-18,49,9.0,,0.09,4.41
2017-09-19,39,9.0,,0.09,3.51
2017-09-20,42,9.0,,0.09,3.78
2017-09-21,28,9.0,,0.09,2.52
2017-09-22,45,9.0,,0.09,4.05
2017-09-23,17,9.0,,0.09,1.53
2017-09-24,15,6.0,False,0.06,0.8999999999999999
2017-09-25,36,6.0,,0.06,2.16
2017-09-26,39,6.0,,0.06,2.34
2017-09-27,45,6.0,,0.06,2.6999999999999997
2017-09-28,44,6.0,,0.06,2.6399999999999997
2017-09-29,28,6.0,,0.06,1.68
2017-09-30,13,6.0,,0.06,0.78
2017-10-01,7,6.0,False,0.06,0.42
2017-10-02,45,6.0,,0.06,2.6999999999999997
2017-10-03,46,6.0,,0.06,2.76
2017-10-04,36,6.0,,0.06,2.16
2017-10-05,30,6.0,,0.06,1.7999999999999998
2017-10-06,20,6.0,,0.06,1.2
2017-10-07,25,6.0,,0.06,1.5
2017-10-08,24,9.0,False,0.09,2.16
2017-10-09,28,9.0,,0.09,2.52
2017-10-10,40,9.0,,0.09,3.5999999999999996
2017-10-11,32,9.0,,0.09,2.88
2017-10-12,68,9.0,,0.09,6.12
2017-10-13,100,9.0,,0.09,9.0
2017-10-14,25,9.0,,0.09,2.25
2017-10-15,29,10.0,False,0.1,2.9000000000000004
2017-10-16,55,10.0,,0.1,5.5
2017-10-17,69,10.0,,0.1,6.9
2017-10-18,58,10.0,,0.1,5.800000000000001
2017-10-19,64,10.0,,0.1,6.4
2017-10-20,69,10.0,,0.1,6.9
2017-10-21,39,10.0,,0.1,3.9000000000000004
2017-10-22,40,10.0,False,0.1,4.0
2017-10-23,73,10.0,,0.1,7.300000000000001
2017-10-24,63,10.0,,0.1,6.300000000000001
2017-10-25,58,10.0,,0.1,5.800000000000001
2017-10-26,58,10.0,,0.1,5.800000000000001
2017-10-27,64,10.0,,0.1,6.4
2017-10-28,37,10.0,,0.1,3.7
2017-10-29,48,17.0,False,0.17,8.16
2017-10-30,84,17.0,,0.17,14.280000000000001
2017-10-31,75,17.0,,0.17,12.750000000000002
2017-11-01,25,17.0,,0.17,4.25
2017-11-02,31,17.0,,0.17,5.2700000000000005
2017-11-03,33,17.0,,0.17,5.61
2017-11-04,18,17.0,,0.17,3.06
2017-11-05,13,17.0,False,0.17,2.21
2017-11-06,25,17.0,,0.17,4.25
2017-11-07,22,17.0,,0.17,3.74
2017-11-08,30,17.0,,0.17,5.1000000000000005
2017-11-09,19,17.0,,0.17,3.2300000000000004
2017-11-10,19,17.0,,0.17,3.2300000000000004
2017-11-11,19,17.0,,0.17,3.2300000000000004
2017-11-12,16,17.0,False,0.17,2.72
2017-11-13,29,17.0,,0.17,4.930000000000001
2017-11-14,23,17.0,,0.17,3.91
2017-11-15,21,17.0,,0.17,3.5700000000000003
2017-11-16,22,17.0,,0.17,3.74
2017-11-17,23,17.0,,0.17,3.91
2017-11-18,16,17.0,,0.17,2.72
2017-11-19,14,16.0,False,0.16,2.24
2017-11-20,28,16.0,,0.16,4.48
2017-11-21,25,16.0,,0.16,4.0
2017-11-22,22,16.0,,0.16,3.52
2017-11-23,16,16.0,,0.16,2.56
2017-11-24,20,16.0,,0.16,3.2
2017-11-25,19,16.0,,0.16,3.04
2017-11-26,26,48.0,False,0.48,12.48
2017-11-27,53,48.0,,0.48,25.439999999999998
2017-11-28,49,48.0,,0.48,23.52
2017-11-29,100,48.0,,0.48,48.0
2017-11-30,83,48.0,,0.48,39.839999999999996
2017-12-01,31,48.0,,0.48,14.879999999999999
2017-12-02,17,48.0,,0.48,8.16
2017-12-03,18,59.0,False,0.59,10.62
2017-12-04,37,59.0,,0.59,21.83
2017-12-05,32,59.0,,0.59,18.88
2017-12-06,42,59.0,,0.59,24.779999999999998
2017-12-07,100,59.0,,0.59,59.0
2017-12-08,79,59.0,,0.59,46.61
2017-12-09,46,59.0,,0.59,27.139999999999997
2017-12-10,29,58.0,False,0.58,16.82
2017-12-11,58,58.0,,0.58,33.64
2017-12-12,53,58.0,,0.58,30.74
2017-12-13,51,58.0,,0.58,29.58
2017-12-14,52,58.0,,0.58,30.159999999999997
2017-12-15,33,58.0,,0.58,19.139999999999997
2017-12-16,27,58.0,,0.58,15.659999999999998
2017-12-17,29,56.0,False,0.56,16.240000000000002
2017-12-18,46,56.0,,0.56,25.76
2017-12-19,42,56.0,,0.56,23.520000000000003
2017-12-20,45,56.0,,0.56,25.200000000000003
2017-12-21,44,56.0,,0.56,24.64
2017-12-22,82,56.0,,0.56,45.92
2017-12-23,35,56.0,,0.56,19.6
2017-12-24,21,34.0,False,0.34,7.140000000000001
2017-12-25,18,34.0,,0.34,6.12
2017-12-26,33,34.0,,0.34,11.22
2017-12-27,31,34.0,,0.34,10.540000000000001
2017-12-28,34,34.0,,0.34,11.56
2017-12-29,28,34.0,,0.34,9.520000000000001
2017-12-30,22,34.0,,0.34,7.48
2017-12-31,15,29.0,False,0.29,4.35
2018-01-01,27,29.0,,0.29,7.829999999999999
2018-01-02,49,29.0,,0.29,14.209999999999999
2018-01-03,55,29.0,,0.29,15.95
2018-01-04,56,29.0,,0.29,16.24
2018-01-05,51,29.0,,0.29,14.79
2018-01-06,42,29.0,,0.29,12.18
2018-01-07,26,31.0,False,0.31,8.06
2018-01-08,50,31.0,,0.31,15.5
2018-01-09,55,31.0,,0.31,17.05
2018-01-10,45,31.0,,0.31,13.95
2018-01-11,63,31.0,,0.31,19.53
2018-01-12,46,31.0,,0.31,14.26
2018-01-13,30,31.0,,0.31,9.3
2018-01-14,28,34.0,False,0.34,9.520000000000001
2018-01-15,22,34.0,,0.34,7.48
2018-01-16,71,34.0,,0.34,24.14
2018-01-17,100,34.0,,0.34,34.0
2018-01-18,68,34.0,,0.34,23.12
2018-01-19,44,34.0,,0.34,14.96
2018-01-20,31,34.0,,0.34,10.540000000000001
2018-01-21,21,23.0,False,0.23,4.83
2018-01-22,48,23.0,,0.23,11.040000000000001
2018-01-23,39,23.0,,0.23,8.97
2018-01-24,40,23.0,,0.23,9.200000000000001
2018-01-25,48,23.0,,0.23,11.040000000000001
2018-01-26,39,23.0,,0.23,8.97
2018-01-27,20,23.0,,0.23,4.6000000000000005
2018-01-28,19,25.0,False,0.25,4.75
2018-01-29,28,25.0,,0.25,7.0
2018-01-30,45,25.0,,0.25,11.25
2018-01-31,51,25.0,,0.25,12.75
2018-02-01,37,25.0,,0.25,9.25
2018-02-02,49,25.0,,0.25,12.25
2018-02-03,28,25.0,,0.25,7.0
2018-02-04,21,46.0,False,0.46,9.66
2018-02-05,73,46.0,,0.46,33.58
2018-02-06,100,46.0,,0.46,46.0
2018-02-07,52,46.0,,0.46,23.92
2018-02-08,43,46.0,,0.46,19.78
2018-02-09,40,46.0,,0.46,18.400000000000002
2018-02-10,15,46.0,,0.46,6.9
2018-02-11,13,17.0,False,0.17,2.21
2018-02-12,28,17.0,,0.17,4.760000000000001
2018-02-13,19,17.0,,0.17,3.2300000000000004
2018-02-14,27,17.0,,0.17,4.590000000000001
2018-02-15,25,17.0,,0.17,4.25
2018-02-16,21,17.0,,0.17,3.5700000000000003
2018-02-17,16,17.0,,0.17,2.72
2018-02-18,6,14.0,False,0.14,0.8400000000000001
2018-02-19,15,14.0,,0.14,2.1
2018-02-20,23,14.0,,0.14,3.22
2018-02-21,20,14.0,,0.14,2.8000000000000003
2018-02-22,24,14.0,,0.14,3.3600000000000003
2018-02-23,17,14.0,,0.14,2.3800000000000003
2018-02-24,16,14.0,,0.14,2.24
2018-02-25,8,12.0,False,0.12,0.96
2018-02-26,18,12.0,,0.12,2.16
2018-02-27,17,12.0,,0.12,2.04
2018-02-28,16,12.0,,0.12,1.92
2018-03-01,88,12.0,,0.12,10.559999999999999
2018-03-02,43,12.0,,0.12,5.16
2018-03-03,35,12.0,,0.12,4.2
2018-03-04,34,10.0,False,0.1,3.4000000000000004
2018-03-05,65,10.0,,0.1,6.5
2018-03-06,52,10.0,,0.1,5.2
2018-03-07,63,10.0,,0.1,6.300000000000001
2018-03-08,78,10.0,,0.1,7.800000000000001
2018-03-09,86,10.0,,0.1,8.6
2018-03-10,46,10.0,,0.1,4.6000000000000005
2018-03-11,40,12.0,False,0.12,4.8
2018-03-12,57,12.0,,0.12,6.84
2018-03-13,58,12.0,,0.12,6.96
2018-03-14,77,12.0,,0.12,9.24
2018-03-15,73,12.0,,0.12,8.76
2018-03-16,65,12.0,,0.12,7.8
2018-03-17,39,12.0,,0.12,4.68
2018-03-18,26,14.0,False,0.14,3.6400000000000006
2018-03-19,98,14.0,,0.14,13.72
2018-03-20,96,14.0,,0.14,13.440000000000001
2018-03-21,76,14.0,,0.14,10.64
2018-03-22,65,14.0,,0.14,9.100000000000001
2018-03-23,69,14.0,,0.14,9.66
2018-03-24,45,14.0,,0.14,6.300000000000001
2018-03-25,26,12.0,False,0.12,3.12
2018-03-26,78,12.0,,0.12,9.36
2018-03-27,100,12.0,,0.12,12.0
2018-03-28,73,12.0,,0.12,8.76
2018-03-29,83,12.0,,0.12,9.959999999999999
2018-03-30,80,12.0,,0.12,9.6
2018-03-31,25,12.0,,0.12,3.0
2018-04-01,41,12.0,False,0.12,4.92
2018-04-02,74,12.0,,0.12,8.879999999999999
2018-04-03,100,12.0,,0.12,12.0
2018-04-04,58,12.0,,0.12,6.96
2018-04-05,53,12.0,,0.12,6.359999999999999
2018-04-06,89,12.0,,0.12,10.68
2018-04-07,45,12.0,,0.12,5.3999999999999995
2018-04-08,37,11.0,False,0.11,4.07
2018-04-09,69,11.0,,0.11,7.59
2018-04-10,56,11.0,,0.11,6.16
2018-04-11,73,11.0,,0.11,8.03
2018-04-12,83,11.0,,0.11,9.13
2018-04-13,70,11.0,,0.11,7.7
2018-04-14,25,11.0,,0.11,2.75
2018-04-15,25,8.0,False,0.08,2.0
2018-04-16,54,8.0,,0.08,4.32
2018-04-17,74,8.0,,0.08,5.92
2018-04-18,55,8.0,,0.08,4.4
2018-04-19,63,8.0,,0.08,5.04
2018-04-20,70,8.0,,0.08,5.6000000000000005
2018-04-21,31,8.0,,0.08,2.48
2018-04-22,10,11.0,False,0.11,1.1
2018-04-23,57,11.0,,0.11,6.2700000000000005
2018-04-24,72,11.0,,0.11,7.92
2018-04-25,73,11.0,,0.11,8.03
2018-04-26,57,11.0,,0.11,6.2700000000000005
2018-04-27,91,11.0,,0.11,10.01
2018-04-28,46,11.0,,0.11,5.06
2018-04-29,28,8.0,False,0.08,2.24
2018-04-30,51,8.0,,0.08,4.08
2018-05-01,76,8.0,,0.08,6.08
2018-05-02,75,8.0,,0.08,6.0
2018-05-03,89,8.0,,0.08,7.12
2018-05-04,100,8.0,,0.08,8.0
2018-05-05,54,8.0,,0.08,4.32
2018-05-06,38,9.0,False,0.09,3.42
2018-05-07,79,9.0,,0.09,7.109999999999999
2018-05-08,69,9.0,,0.09,6.21
2018-05-09,79,9.0,,0.09,7.109999999999999
2018-05-10,90,9.0,,0.09,8.1
2018-05-11,89,9.0,,0.09,8.01
2018-05-12,31,9.0,,0.09,2.79
2018-05-13,19,7.0,False,0.07,1.33
2018-05-14,88,7.0,,0.07,6.16
2018-05-15,55,7.0,,0.07,3.8500000000000005
2018-05-16,49,7.0,,0.07,3.43
2018-05-17,66,7.0,,0.07,4.62
2018-05-18,52,7.0,,0.07,3.6400000000000006
2018-05-19,27,7.0,,0.07,1.8900000000000001
2018-05-20,27,6.0,False,0.06,1.6199999999999999
2018-05-21,43,6.0,,0.06,2.58
2018-05-22,72,6.0,,0.06,4.32
2018-05-23,80,6.0,,0.06,4.8
2018-05-24,53,6.0,,0.06,3.1799999999999997
2018-05-25,49,6.0,,0.06,2.94
2018-05-26,38,6.0,,0.06,2.28
2018-05-27,19,5.0,False,0.05,0.9500000000000001
2018-05-28,44,5.0,,0.05,2.2
2018-05-29,52,5.0,,0.05,2.6
2018-05-30,69,5.0,,0.05,3.45
2018-05-31,64,5.0,,0.05,3.2
2018-06-01,63,5.0,,0.05,3.1500000000000004
2018-06-02,26,5.0,,0.05,1.3
2018-06-03,36,6.0,False,0.06,2.16
2018-06-04,50,6.0,,0.06,3.0
2018-06-05,37,6.0,,0.06,2.2199999999999998
2018-06-06,78,6.0,,0.06,4.68
2018-06-07,66,6.0,,0.06,3.96
2018-06-08,57,6.0,,0.06,3.42
2018-06-09,11,6.0,,0.06,0.6599999999999999
2018-06-10,26,7.0,False,0.07,1.8200000000000003
2018-06-11,61,7.0,,0.07,4.2700000000000005
2018-06-12,88,7.0,,0.07,6.16
2018-06-13,76,7.0,,0.07,5.32
2018-06-14,55,7.0,,0.07,3.8500000000000005
2018-06-15,56,7.0,,0.07,3.9200000000000004
2018-06-16,40,7.0,,0.07,2.8000000000000003
2018-06-17,21,7.0,False,0.07,1.4700000000000002
2018-06-18,77,7.0,,0.07,5.390000000000001
2018-06-19,64,7.0,,0.07,4.48
2018-06-20,56,7.0,,0.07,3.9200000000000004
2018-06-21,68,7.0,,0.07,4.760000000000001
2018-06-22,71,7.0,,0.07,4.970000000000001
2018-06-23,32,7.0,,0.07,2.24
2018-06-24,32,6.0,False,0.06,1.92
2018-06-25,67,6.0,,0.06,4.02
2018-06-26,40,6.0,,0.06,2.4
2018-06-27,70,6.0,,0.06,4.2
2018-06-28,100,6.0,,0.06,6.0
2018-06-29,63,6.0,,0.06,3.78
2018-06-30,22,6.0,,0.06,1.3199999999999998
2018-07-01,19,6.0,False,0.06,1.14
2018-07-02,43,6.0,,0.06,2.58
2018-07-03,58,6.0,,0.06,3.48
2018-07-04,28,6.0,,0.06,1.68
2018-07-05,48,6.0,,0.06,2.88
2018-07-06,34,6.0,,0.06,2.04
2018-07-07,14,6.0,,0.06,0.84
2018-07-08,14,6.0,False,0.06,0.84
2018-07-09,46,6.0,,0.06,2.76
2018-07-10,44,6.0,,0.06,2.6399999999999997
2018-07-11,27,6.0,,0.06,1.6199999999999999
2018-07-12,35,6.0,,0.06,2.1
2018-07-13,44,6.0,,0.06,2.6399999999999997
2018-07-14,14,6.0,,0.06,0.84
2018-07-15,6,7.0,False,0.07,0.42000000000000004
2018-07-16,27,7.0,,0.07,1.8900000000000001
2018-07-17,56,7.0,,0.07,3.9200000000000004
2018-07-18,62,7.0,,0.07,4.340000000000001
2018-07-19,50,7.0,,0.07,3.5000000000000004
2018-07-20,44,7.0,,0.07,3.08
2018-07-21,26,7.0,,0.07,1.8200000000000003
2018-07-22,17,9.0,False,0.09,1.53
2018-07-23,50,9.0,,0.09,4.5
2018-07-24,88,9.0,,0.09,7.92
2018-07-25,69,9.0,,0.09,6.21
2018-07-26,100,9.0,,0.09,9.0
2018-07-27,66,9.0,,0.09,5.9399999999999995
2018-07-28,22,9.0,,0.09,1.98
2018-07-29,17,8.0,False,0.08,1.36
2018-07-30,53,8.0,,0.08,4.24
2018-07-31,70,8.0,,0.08,5.6000000000000005
2018-08-01,77,8.0,,0.08,6.16
2018-08-02,56,8.0,,0.08,4.48
2018-08-03,80,8.0,,0.08,6.4
2018-08-04,57,8.0,,0.08,4.5600000000000005
2018-08-05,28,7.0,False,0.07,1.9600000000000002
2018-08-06,51,7.0,,0.07,3.5700000000000003
2018-08-07,44,7.0,,0.07,3.08
2018-08-08,62,7.0,,0.07,4.340000000000001
2018-08-09,61,7.0,,0.07,4.2700000000000005
2018-08-10,72,7.0,,0.07,5.040000000000001
2018-08-11,46,7.0,,0.07,3.22
2018-08-12,10,7.0,False,0.07,0.7000000000000001
2018-08-13,43,7.0,,0.07,3.0100000000000002
2018-08-14,74,7.0,,0.07,5.180000000000001
2018-08-15,63,7.0,,0.07,4.41
2018-08-16,100,7.0,,0.07,7.000000000000001
2018-08-17,60,7.0,,0.07,4.2
2018-08-18,22,7.0,,0.07,1.54
2018-08-19,40,6.0,False,0.06,2.4
2018-08-20,66,6.0,,0.06,3.96
2018-08-21,63,6.0,,0.06,3.78
2018-08-22,69,6.0,,0.06,4.14
2018-08-23,72,6.0,,0.06,4.32
2018-08-24,70,6.0,,0.06,4.2
2018-08-25,21,6.0,,0.06,1.26
2018-08-26,18,6.0,False,0.06,1.08
2018-08-27,58,6.0,,0.06,3.48
2018-08-28,76,6.0,,0.06,4.56
2018-08-29,82,6.0,,0.06,4.92
2018-08-30,40,6.0,,0.06,2.4
2018-08-31,31,6.0,,0.06,1.8599999999999999
2018-09-01,40,6.0,,0.06,2.4
2018-09-02,17,7.0,False,0.07,1.1900000000000002
2018-09-03,21,7.0,,0.07,1.4700000000000002
2018-09-04,61,7.0,,0.07,4.2700000000000005
2018-09-05,65,7.0,,0.07,4.550000000000001
2018-09-06,94,7.0,,0.07,6.580000000000001
2018-09-07,94,7.0,,0.07,6.580000000000001
2018-09-08,41,7.0,,0.07,2.87
2018-09-09,13,8.0,False,0.08,1.04
2018-09-10,67,8.0,,0.08,5.36
2018-09-11,100,8.0,,0.08,8.0
2018-09-12,85,8.0,,0.08,6.8
2018-09-13,45,8.0,,0.08,3.6
2018-09-14,67,8.0,,0.08,5.36
2018-09-15,27,8.0,,0.08,2.16
2018-09-16,33,6.0,False,0.06,1.98
2018-09-17,30,6.0,,0.06,1.7999999999999998
2018-09-18,94,6.0,,0.06,5.64
2018-09-19,53,6.0,,0.06,3.1799999999999997
2018-09-20,41,6.0,,0.06,2.46
2018-09-21,59,6.0,,0.06,3.54
2018-09-22,34,6.0,,0.06,2.04
2018-09-23,10,5.0,False,0.05,0.5
2018-09-24,44,5.0,,0.05,2.2
2018-09-25,53,5.0,,0.05,2.6500000000000004
2018-09-26,41,5.0,,0.05,2.0500000000000003
2018-09-27,45,5.0,,0.05,2.25
2018-09-28,43,5.0,,0.05,2.15
2018-09-29,41,5.0,,0.05,2.0500000000000003
2018-09-30,20,5.0,False,0.05,1.0
2018-10-01,46,5.0,,0.05,2.3000000000000003
2018-10-02,29,5.0,,0.05,1.4500000000000002
2018-10-03,31,5.0,,0.05,1.55
2018-10-04,30,5.0,,0.05,1.5
2018-10-05,40,5.0,,0.05,2.0
2018-10-06,19,5.0,,0.05,0.9500000000000001
2018-10-07,16,7.0,False,0.07,1.12
2018-10-08,34,7.0,,0.07,2.3800000000000003
2018-10-09,20,7.0,,0.07,1.4000000000000001
2018-10-10,45,7.0,,0.07,3.1500000000000004
2018-10-11,100,7.0,,0.07,7.000000000000001
2018-10-12,66,7.0,,0.07,4.62
2018-10-13,32,7.0,,0.07,2.24
2018-10-14,15,6.0,False,0.06,0.8999999999999999
2018-10-15,52,6.0,,0.06,3.12
2018-10-16,34,6.0,,0.06,2.04
2018-10-17,32,6.0,,0.06,1.92
2018-10-18,35,6.0,,0.06,2.1
2018-10-19,23,6.0,,0.06,1.38
2018-10-20,12,6.0,,0.06,0.72
2018-10-21,17,6.0,False,0.06,1.02
2018-10-22,28,6.0,,0.06,1.68
2018-10-23,48,6.0,,0.06,2.88
2018-10-24,36,6.0,,0.06,2.16
2018-10-25,26,6.0,,0.06,1.56
2018-10-26,47,6.0,,0.06,2.82
2018-10-27,9,6.0,,0.06,0.54
2018-10-28,9,6.0,False,0.06,0.54
2018-10-29,36,6.0,,0.06,2.16
2018-10-30,27,6.0,,0.06,1.6199999999999999
2018-10-31,37,6.0,,0.06,2.2199999999999998
2018-11-01,26,6.0,,0.06,1.56
2018-11-02,42,6.0,,0.06,2.52
2018-11-03,15,6.0,,0.06,0.8999999999999999
2018-11-04,10,3.0,False,0.03,0.3
2018-11-05,27,3.0,,0.03,0.8099999999999999
2018-11-06,15,3.0,,0.03,0.44999999999999996
2018-11-07,36,3.0,,0.03,1.08
2018-11-08,28,3.0,,0.03,0.84
2018-11-09,21,3.0,,0.03,0.63
2018-11-10,20,3.0,,0.03,0.6
2018-11-11,10,5.0,False,0.05,0.5
2018-11-12,15,5.0,,0.05,0.75
2018-11-13,20,5.0,,0.05,1.0
2018-11-14,55,5.0,,0.05,2.75
2018-11-15,62,5.0,,0.05,3.1
2018-11-16,53,5.0,,0.05,2.6500000000000004
2018-11-17,13,5.0,,0.05,0.65
2018-11-18,17,9.0,False,0.09,1.53
2018-11-19,58,9.0,,0.09,5.22
2018-11-20,100,9.0,,0.09,9.0
2018-11-21,51,9.0,,0.09,4.59
2018-11-22,39,9.0,,0.09,3.51
2018-11-23,21,9.0,,0.09,1.89
2018-11-24,30,9.0,,0.09,2.6999999999999997
2018-11-25,29,10.0,False,0.1,2.9000000000000004
2018-11-26,63,10.0,,0.1,6.300000000000001
2018-11-27,52,10.0,,0.1,5.2
2018-11-28,94,10.0,,0.1,9.4
2018-11-29,58,10.0,,0.1,5.800000000000001
2018-11-30,70,10.0,,0.1,7.0
2018-12-01,35,10.0,,0.1,3.5
2018-12-02,25,9.0,False,0.09,2.25
2018-12-03,64,9.0,,0.09,5.76
2018-12-04,58,9.0,,0.09,5.22
2018-12-05,69,9.0,,0.09,6.21
2018-12-06,88,9.0,,0.09,7.92
2018-12-07,100,9.0,,0.09,9.0
2018-12-08,33,9.0,,0.09,2.9699999999999998
2018-12-09,25,8.0,False,0.08,2.0
2018-12-10,64,8.0,,0.08,5.12
2018-12-11,53,8.0,,0.08,4.24
2018-12-12,78,8.0,,0.08,6.24
2018-12-13,61,8.0,,0.08,4.88
2018-12-14,71,8.0,,0.08,5.68
2018-12-15,36,8.0,,0.08,2.88
2018-12-16,33,8.0,False,0.08,2.64
2018-12-17,50,8.0,,0.08,4.0
2018-12-18,60,8.0,,0.08,4.8
2018-12-19,63,8.0,,0.08,5.04
2018-12-20,82,8.0,,0.08,6.5600000000000005
2018-12-21,85,8.0,,0.08,6.8
2018-12-22,44,8.0,,0.08,3.52
2018-12-23,31,7.0,False,0.07,2.1700000000000004
2018-12-24,74,7.0,,0.07,5.180000000000001
2018-12-25,36,7.0,,0.07,2.5200000000000005
2018-12-26,75,7.0,,0.07,5.250000000000001
2018-12-27,67,7.0,,0.07,4.69
2018-12-28,65,7.0,,0.07,4.550000000000001
2018-12-29,46,7.0,,0.07,3.22
2018-12-30,27,6.0,False,0.06,1.6199999999999999
2018-12-31,33,6.0,,0.06,1.98
2019-01-01,29,6.0,,0.06,1.74
2019-01-02,100,6.0,,0.06,6.0
2019-01-03,97,6.0,,0.06,5.819999999999999
2019-01-04,90,6.0,,0.06,5.3999999999999995
2019-01-05,62,6.0,,0.06,3.7199999999999998
2019-01-06,31,6.0,False,0.06,1.8599999999999999
2019-01-07,63,6.0,,0.06,3.78
2019-01-08,71,6.0,,0.06,4.26
