date,bitcoin usd_unscaled,bitcoin usd_monthly,isPartial,scale,bitcoin usd
2020-06-25,63,9.0,,0.09,5.67
2020-06-26,56,9.0,,0.09,5.04
2020-06-27,61,9.0,,0.09,5.49
2020-06-28,74,9.0,False,0.09,6.66
2020-06-29,87,9.0,,0.09,7.83
2020-06-30,72,9.0,,0.09,6.4799999999999995
2020-07-01,41,9.0,,0.09,3.69
2020-07-02,41,9.0,,0.09,3.69
2020-07-03,46,9.0,,0.09,4.14
2020-07-04,34,9.0,,0.09,3.06
2020-07-05,38,7.0,False,0.07,2.66
2020-07-06,44,7.0,,0.07,3.08
2020-07-07,30,7.0,,0.07,2.1
2020-07-08,41,7.0,,0.07,2.87
2020-07-09,37,7.0,,0.07,2.5900000000000003
2020-07-10,26,7.0,,0.07,1.8200000000000003
2020-07-11,28,7.0,,0.07,1.9600000000000002
2020-07-12,34,8.0,False,0.08,2.72
2020-07-13,38,8.0,,0.08,3.04
2020-07-14,37,8.0,,0.08,2.96
2020-07-15,29,8.0,,0.08,2.32
2020-07-16,42,8.0,,0.08,3.36
2020-07-17,29,8.0,,0.08,2.32
2020-07-18,32,8.0,,0.08,2.56
2020-07-19,30,8.0,False,0.08,2.4
2020-07-20,29,8.0,,0.08,2.32
2020-07-21,33,8.0,,0.08,2.64
2020-07-22,37,8.0,,0.08,2.96
2020-07-23,48,8.0,,0.08,3.84
2020-07-24,52,8.0,,0.08,4.16
2020-07-25,43,8.0,,0.08,3.44
2020-07-26,50,18.0,False,0.18,9.0
2020-07-27,100,18.0,,0.18,18.0
2020-07-28,97,18.0,,0.18,17.46
2020-07-29,87,18.0,,0.18,15.66
2020-07-30,67,18.0,,0.18,12.059999999999999
2020-07-31,73,18.0,,0.18,13.139999999999999
2020-08-01,90,18.0,,0.18,16.2
2020-08-02,100,14.0,False,0.14,14.000000000000002
2020-08-03,92,14.0,,0.14,12.88
2020-08-04,71,14.0,,0.14,9.940000000000001
2020-08-05,88,14.0,,0.14,12.32
2020-08-06,83,14.0,,0.14,11.620000000000001
2020-08-07,74,14.0,,0.14,10.360000000000001
2020-08-08,72,14.0,,0.14,10.080000000000002
2020-08-09,68,12.0,False,0.12,8.16
2020-08-10,88,12.0,,0.12,10.559999999999999
2020-08-11,86,12.0,,0.12,10.32
2020-08-12,68,12.0,,0.12,8.16
2020-08-13,61,12.0,,0.12,7.319999999999999
2020-08-14,68,12.0,,0.12,8.16
2020-08-15,67,12.0,,0.12,8.04
2020-08-16,60,12.0,False,0.12,7.199999999999999
2020-08-17,74,12.0,,0.12,8.879999999999999
2020-08-18,81,12.0,,0.12,9.719999999999999
2020-08-19,69,12.0,,0.12,8.28
2020-08-20,72,12.0,,0.12,8.64
2020-08-21,61,12.0,,0.12,7.319999999999999
2020-08-22,63,12.0,,0.12,7.56
2020-08-23,66,9.0,False,0.09,5.9399999999999995
2020-08-24,53,9.0,,0.09,4.77
2020-08-25,55,9.0,,0.09,4.95
2020-08-26,53,9.0,,0.09,4.77
2020-08-27,42,9.0,,0.09,3.78
2020-08-28,50,9.0,,0.09,4.5
2020-08-29,47,9.0,,0.09,4.2299999999999995
2020-08-30,47,12.0,False,0.12,5.64
2020-08-31,70,12.0,,0.12,8.4
2020-09-01,69,12.0,,0.12,8.28
2020-09-02,57,12.0,,0.12,6.84
2020-09-03,38,12.0,,0.12,4.56
2020-09-04,100,12.0,,0.12,12.0
2020-09-05,83,12.0,,0.12,9.959999999999999
2020-09-06,57,10.0,False,0.1,5.7
2020-09-07,62,10.0,,0.1,6.2
2020-09-08,68,10.0,,0.1,6.800000000000001
2020-09-09,49,10.0,,0.1,4.9
2020-09-10,44,10.0,,0.1,4.4
2020-09-11,53,10.0,,0.1,5.300000000000001
2020-09-12,55,10.0,,0.1,5.5
2020-09-13,51,9.0,False,0.09,4.59
2020-09-14,58,9.0,,0.09,5.22
2020-09-15,56,9.0,,0.09,5.04
2020-09-16,54,9.0,,0.09,4.859999999999999
2020-09-17,57,9.0,,0.09,5.13
2020-09-18,43,9.0,,0.09,3.8699999999999997
2020-09-19,51,9.0,,0.09,4.59
2020-09-20,42,8.0,False,0.08,3.36
2020-09-21,44,8.0,,0.08,3.52
2020-09-22,47,8.0,,0.08,3.7600000000000002
2020-09-23,44,8.0,,0.08,3.52
2020-09-24,40,8.0,,0.08,3.2
2020-09-25,34,8.0,,0.08,2.72
2020-09-26,40,8.0,,0.08,3.2
2020-09-27,45,7.0,False,0.07,3.1500000000000004
2020-09-28,37,7.0,,0.07,2.5900000000000003
2020-09-29,34,7.0,,0.07,2.3800000000000003
2020-09-30,28,7.0,,0.07,1.9600000000000002
2020-10-01,40,7.0,,0.07,2.8000000000000003
2020-10-02,36,7.0,,0.07,2.5200000000000005
2020-10-03,27,7.0,,0.07,1.8900000000000001
2020-10-04,40,7.0,False,0.07,2.8000000000000003
2020-10-05,40,7.0,,0.07,2.8000000000000003
2020-10-06,32,7.0,,0.07,2.24
2020-10-07,39,7.0,,0.07,2.7300000000000004
2020-10-08,34,7.0,,0.07,2.3800000000000003
2020-10-09,50,7.0,,0.07,3.5000000000000004
2020-10-10,34,7.0,,0.07,2.3800000000000003
2020-10-11,44,8.0,False,0.08,3.52
2020-10-12,51,8.0,,0.08,4.08
2020-10-13,41,8.0,,0.08,3.2800000000000002
2020-10-14,32,8.0,,0.08,2.56
2020-10-15,48,8.0,,0.08,3.84
2020-10-16,39,8.0,,0.08,3.12
2020-10-17,30,8.0,,0.08,2.4
2020-10-18,43,12.0,False,0.12,5.16
2020-10-19,39,12.0,,0.12,4.68
2020-10-20,52,12.0,,0.12,6.24
2020-10-21,77,12.0,,0.12,9.24
2020-10-22,100,12.0,,0.12,12.0
2020-10-23,69,12.0,,0.12,8.28
2020-10-24,62,12.0,,0.12,7.4399999999999995
2020-10-25,55,12.0,False,0.12,6.6
2020-10-26,65,12.0,,0.12,7.8
2020-10-27,72,12.0,,0.12,8.64
2020-10-28,77,12.0,,0.12,9.24
2020-10-29,65,12.0,,0.12,7.8
2020-10-30,55,12.0,,0.12,6.6
2020-10-31,74,12.0,,0.12,8.879999999999999
2020-11-01,45,16.0,False,0.16,7.2
2020-11-02,39,16.0,,0.16,6.24
2020-11-03,41,16.0,,0.16,6.5600000000000005
2020-11-04,38,16.0,,0.16,6.08
2020-11-05,68,16.0,,0.16,10.88
2020-11-06,68,16.0,,0.16,10.88
2020-11-07,57,16.0,,0.16,9.120000000000001
2020-11-08,49,16.0,False,0.16,7.84
2020-11-09,59,16.0,,0.16,9.44
2020-11-10,43,16.0,,0.16,6.88
2020-11-11,43,16.0,,0.16,6.88
2020-11-12,50,16.0,,0.16,8.0
2020-11-13,61,16.0,,0.16,9.76
2020-11-14,46,16.0,,0.16,7.36
2020-11-15,50,23.0,False,0.23,11.5
2020-11-16,55,23.0,,0.23,12.65
2020-11-17,85,23.0,,0.23,19.55
2020-11-18,98,23.0,,0.23,22.540000000000003
2020-11-19,67,23.0,,0.23,15.41
2020-11-20,68,23.0,,0.23,15.64
2020-11-21,81,23.0,,0.23,18.630000000000003
2020-11-22,72,25.0,False,0.25,18.0
2020-11-23,66,25.0,,0.25,16.5
2020-11-24,93,25.0,,0.25,23.25
2020-11-25,70,25.0,,0.25,17.5
2020-11-26,100,25.0,,0.25,25.0
2020-11-27,69,25.0,,0.25,17.25
2020-11-28,56,25.0,,0.25,14.0
2020-11-29,63,23.0,False,0.23,14.49
2020-11-30,88,23.0,,0.23,20.240000000000002
2020-12-01,55,23.0,,0.23,12.65
2020-12-02,32,23.0,,0.23,7.36
2020-12-03,34,23.0,,0.23,7.82
2020-12-04,30,23.0,,0.23,6.9
2020-12-05,29,23.0,,0.23,6.67
2020-12-06,26,17.0,False,0.17,4.42
2020-12-07,33,17.0,,0.17,5.61
2020-12-08,35,17.0,,0.17,5.95
2020-12-09,28,17.0,,0.17,4.760000000000001
2020-12-10,24,17.0,,0.17,4.08
2020-12-11,29,17.0,,0.17,4.930000000000001
2020-12-12,21,17.0,,0.17,3.5700000000000003
2020-12-13,26,29.0,False,0.29,7.539999999999999
2020-12-14,26,29.0,,0.29,7.539999999999999
2020-12-15,28,29.0,,0.29,8.12
2020-12-16,52,29.0,,0.29,15.079999999999998
2020-12-17,88,29.0,,0.29,25.52
2020-12-18,55,29.0,,0.29,15.95
2020-12-19,52,29.0,,0.29,15.079999999999998
2020-12-20,44,30.0,False,0.3,13.2
2020-12-21,55,30.0,,0.3,16.5
2020-12-22,38,30.0,,0.3,11.4
2020-12-23,46,30.0,,0.3,13.799999999999999
2020-12-24,36,30.0,,0.3,10.799999999999999
2020-12-25,39,30.0,,0.3,11.7
2020-12-26,60,30.0,,0.3,18.0
2020-12-27,100,46.0,False,0.46,46.0
2020-12-28,69,46.0,,0.46,31.740000000000002
2020-12-29,55,46.0,,0.46,25.3
2020-12-30,68,46.0,,0.46,31.28
2020-12-31,65,46.0,,0.46,29.900000000000002
2021-01-01,40,46.0,,0.46,18.400000000000002
2021-01-02,62,46.0,,0.46,28.52
2021-01-03,68,69.0,False,0.69,46.919999999999995
2021-01-04,60,69.0,,0.69,41.4
2021-01-05,48,69.0,,0.69,33.12
2021-01-06,48,69.0,,0.69,33.12
2021-01-07,76,69.0,,0.69,52.44
2021-01-08,78,69.0,,0.69,53.81999999999999
2021-01-09,59,69.0,,0.69,40.709999999999994
2021-01-10,56,72.0,False,0.72,40.32
2021-01-11,100,72.0,,0.72,72.0
2021-01-12,66,72.0,,0.72,47.519999999999996
2021-01-13,54,72.0,,0.72,38.879999999999995
2021-01-14,57,72.0,,0.72,41.04
2021-01-15,53,72.0,,0.72,38.16
2021-01-16,43,72.0,,0.72,30.959999999999997
2021-01-17,42,43.0,False,0.43,18.06
2021-01-18,34,43.0,,0.43,14.62
2021-01-19,36,43.0,,0.43,15.48
2021-01-20,36,43.0,,0.43,15.48
2021-01-21,41,43.0,,0.43,17.63
2021-01-22,52,43.0,,0.43,22.36
2021-01-23,34,43.0,,0.43,14.62
2021-01-24,31,38.0,False,0.38,11.78
2021-01-25,34,38.0,,0.38,12.92
2021-01-26,37,38.0,,0.38,14.06
2021-01-27,30,38.0,,0.38,11.4
2021-01-28,33,38.0,,0.38,12.540000000000001
2021-01-29,50,38.0,,0.38,19.0
2021-01-30,35,38.0,,0.38,13.3
2021-01-31,32,33.0,False,0.33,10.56
2021-02-01,34,33.0,,0.33,11.22
2021-02-02,30,33.0,,0.33,9.9
2021-02-03,33,33.0,,0.33,10.89
2021-02-04,35,33.0,,0.33,11.55
2021-02-05,31,33.0,,0.33,10.23
2021-02-06,32,33.0,,0.33,10.56
2021-02-07,35,54.0,False,0.54,18.900000000000002
2021-02-08,67,54.0,,0.54,36.18
2021-02-09,82,54.0,,0.54,44.28
2021-02-10,55,54.0,,0.54,29.700000000000003
2021-02-11,50,54.0,,0.54,27.0
2021-02-12,50,54.0,,0.54,27.0
2021-02-13,43,54.0,,0.54,23.220000000000002
2021-02-14,49,60.0,False,0.6,29.4
2021-02-15,48,60.0,,0.6,28.799999999999997
2021-02-16,64,60.0,,0.6,38.4
2021-02-17,68,60.0,,0.6,40.8
2021-02-18,57,60.0,,0.6,34.199999999999996
2021-02-19,64,60.0,,0.6,38.4
2021-02-20,75,60.0,,0.6,45.0
2021-02-21,64,70.0,False,0.7,44.8
2021-02-22,78,70.0,,0.7,54.599999999999994
2021-02-23,100,70.0,,0.7,70.0
2021-02-24,74,70.0,,0.7,51.8
2021-02-25,58,70.0,,0.7,40.599999999999994
2021-02-26,65,70.0,,0.7,45.5
2021-02-27,47,70.0,,0.7,32.9
2021-02-28,53,49.0,False,0.49,25.97
2021-03-01,97,49.0,,0.49,47.53
2021-03-02,90,49.0,,0.49,44.1
2021-03-03,88,49.0,,0.49,43.12
2021-03-04,79,49.0,,0.49,38.71
2021-03-05,69,49.0,,0.49,33.81
2021-03-06,65,49.0,,0.49,31.849999999999998
2021-03-07,69,45.0,False,0.45,31.05
2021-03-08,71,45.0,,0.45,31.95
2021-03-09,80,45.0,,0.45,36.0
2021-03-10,81,45.0,,0.45,36.45
2021-03-11,72,45.0,,0.45,32.4
2021-03-12,76,45.0,,0.45,34.2
2021-03-13,96,45.0,,0.45,43.2
2021-03-14,100,47.0,False,0.47,47.0
2021-03-15,91,47.0,,0.47,42.769999999999996
2021-03-16,84,47.0,,0.47,39.48
2021-03-17,77,47.0,,0.47,36.19
2021-03-18,70,47.0,,0.47,32.9
2021-03-19,69,47.0,,0.47,32.43
2021-03-20,54,47.0,,0.47,25.38
2021-03-21,66,37.0,False,0.37,24.419999999999998
2021-03-22,61,37.0,,0.37,22.57
2021-03-23,60,37.0,,0.37,22.2
2021-03-24,78,37.0,,0.37,28.86
2021-03-25,82,37.0,,0.37,30.34
2021-03-26,62,37.0,,0.37,22.94
2021-03-27,60,37.0,,0.37,22.2
2021-03-28,64,36.0,False,0.36,23.04
2021-03-29,65,36.0,,0.36,23.4
2021-03-30,63,36.0,,0.36,22.68
2021-03-31,72,36.0,,0.36,25.919999999999998
2021-04-01,48,36.0,,0.36,17.28
2021-04-02,49,36.0,,0.36,17.64
2021-04-03,43,36.0,,0.36,15.479999999999999
2021-04-04,47,30.0,False,0.3,14.1
2021-04-05,40,30.0,,0.3,12.0
2021-04-06,39,30.0,,0.3,11.7
2021-04-07,36,30.0,,0.3,10.799999999999999
2021-04-08,41,30.0,,0.3,12.299999999999999
2021-04-09,38,30.0,,0.3,11.4
2021-04-10,51,30.0,,0.3,15.299999999999999
2021-04-11,41,38.0,False,0.38,15.58
2021-04-12,44,38.0,,0.38,16.72
2021-04-13,60,38.0,,0.38,22.8
2021-04-14,68,38.0,,0.38,25.84
2021-04-15,53,38.0,,0.38,20.14
2021-04-16,58,38.0,,0.38,22.04
2021-04-17,47,38.0,,0.38,17.86
2021-04-18,88,54.0,False,0.54,47.52
2021-04-19,72,54.0,,0.54,38.88
2021-04-20,61,54.0,,0.54,32.940000000000005
2021-04-21,51,54.0,,0.54,27.540000000000003
2021-04-22,61,54.0,,0.54,32.940000000000005
2021-04-23,100,54.0,,0.54,54.0
2021-04-24,73,54.0,,0.54,39.42
2021-04-25,65,42.0,False,0.42,27.3
2021-04-26,66,42.0,,0.42,27.72
2021-04-27,64,42.0,,0.42,26.88
2021-04-28,54,42.0,,0.42,22.68
2021-04-29,51,42.0,,0.42,21.419999999999998
2021-04-30,52,42.0,,0.42,21.84
2021-05-01,23,42.0,,0.42,9.66
2021-05-02,20,32.0,False,0.32,6.4
2021-05-03,24,32.0,,0.32,7.68
2021-05-04,21,32.0,,0.32,6.72
2021-05-05,21,32.0,,0.32,6.72
2021-05-06,21,32.0,,0.32,6.72
2021-05-07,18,32.0,,0.32,5.76
2021-05-08,21,32.0,,0.32,6.72
2021-05-09,22,42.0,False,0.42,9.24
2021-05-10,21,42.0,,0.42,8.82
2021-05-11,23,42.0,,0.42,9.66
2021-05-12,22,42.0,,0.42,9.24
2021-05-13,53,42.0,,0.42,22.259999999999998
2021-05-14,36,42.0,,0.42,15.12
2021-05-15,28,42.0,,0.42,11.76
2021-05-16,35,86.0,False,0.86,30.099999999999998
2021-05-17,49,86.0,,0.86,42.14
2021-05-18,37,86.0,,0.86,31.82
2021-05-19,100,86.0,,0.86,86.0
2021-05-20,77,86.0,,0.86,66.22
2021-05-21,60,86.0,,0.86,51.6
2021-05-22,55,86.0,,0.86,47.3
2021-05-23,60,63.0,False,0.63,37.8
2021-05-24,59,63.0,,0.63,37.17
2021-05-25,47,63.0,,0.63,29.61
2021-05-26,40,63.0,,0.63,25.2
2021-05-27,34,63.0,,0.63,21.42
2021-05-28,35,63.0,,0.63,22.05
2021-05-29,36,63.0,,0.63,22.68
2021-05-30,36,51.0,False,0.51,18.36
2021-05-31,35,51.0,,0.51,17.85
2021-06-01,68,51.0,,0.51,34.68
2021-06-02,67,51.0,,0.51,34.17
2021-06-03,70,51.0,,0.51,35.7
2021-06-04,69,51.0,,0.51,35.19
2021-06-05,57,51.0,,0.51,29.07
2021-06-06,60,45.0,False,0.45,27.0
2021-06-07,57,45.0,,0.45,25.650000000000002
2021-06-08,83,45.0,,0.45,37.35
2021-06-09,78,45.0,,0.45,35.1
2021-06-10,60,45.0,,0.45,27.0
2021-06-11,51,45.0,,0.45,22.95
2021-06-12,49,45.0,,0.45,22.05
2021-06-13,43,35.0,False,0.35,15.049999999999999
2021-06-14,56,35.0,,0.35,19.599999999999998
2021-06-15,51,35.0,,0.35,17.849999999999998
2021-06-16,50,35.0,,0.35,17.5
2021-06-17,42,35.0,,0.35,14.7
2021-06-18,44,35.0,,0.35,15.399999999999999
2021-06-19,38,35.0,,0.35,13.299999999999999
2021-06-20,56,47.0,False,0.47,26.32
2021-06-21,71,47.0,,0.47,33.37
2021-06-22,100,47.0,,0.47,47.0
2021-06-23,69,47.0,,0.47,32.43
2021-06-24,54,47.0,,0.47,25.38
2021-06-25,57,47.0,,0.47,26.79
2021-06-26,53,47.0,,0.47,24.91
2021-06-27,52,34.0,False,0.34,17.68
2021-06-28,58,34.0,,0.34,19.720000000000002
2021-06-29,52,34.0,,0.34,17.68
2021-06-30,44,34.0,,0.34,14.96
2021-07-01,65,34.0,,0.34,22.1
2021-07-02,69,34.0,,0.34,23.46
2021-07-03,56,34.0,,0.34,19.040000000000003
2021-07-04,59,24.0,False,0.24,14.16
2021-07-05,60,24.0,,0.24,14.399999999999999
2021-07-06,50,24.0,,0.24,12.0
2021-07-07,60,24.0,,0.24,14.399999999999999
2021-07-08,63,24.0,,0.24,15.12
2021-07-09,52,24.0,,0.24,12.48
2021-07-10,44,24.0,,0.24,10.559999999999999
2021-07-11,51,24.0,False,0.24,12.24
2021-07-12,53,24.0,,0.24,12.719999999999999
2021-07-13,62,24.0,,0.24,14.879999999999999
2021-07-14,65,24.0,,0.24,15.6
2021-07-15,53,24.0,,0.24,12.719999999999999
2021-07-16,58,24.0,,0.24,13.92
2021-07-17,57,24.0,,0.24,13.68
2021-07-18,54,30.0,False,0.3,16.2
2021-07-19,58,30.0,,0.3,17.4
2021-07-20,90,30.0,,0.3,27.0
2021-07-21,78,30.0,,0.3,23.4
2021-07-22,69,30.0,,0.3,20.7
2021-07-23,58,30.0,,0.3,17.4
2021-07-24,58,30.0,,0.3,17.4
2021-07-25,61,37.0,False,0.37,22.57
2021-07-26,100,37.0,,0.37,37.0
2021-07-27,85,37.0,,0.37,31.45
2021-07-28,76,37.0,,0.37,28.12
2021-07-29,78,37.0,,0.37,28.86
2021-07-30,67,37.0,,0.37,24.79
2021-07-31,68,37.0,,0.37,25.16
2021-08-01,62,30.0,False,0.3,18.599999999999998
2021-08-02,75,30.0,,0.3,22.5
2021-08-03,66,30.0,,0.3,19.8
2021-08-04,71,30.0,,0.3,21.3
2021-08-05,58,30.0,,0.3,17.4
2021-08-06,72,30.0,,0.3,21.599999999999998
2021-08-07,82,30.0,,0.3,24.599999999999998
2021-08-08,75,32.0,False,0.32,24.0
2021-08-09,88,32.0,,0.32,28.16
2021-08-10,72,32.0,,0.32,23.04
2021-08-11,85,32.0,,0.32,27.2
2021-08-12,53,32.0,,0.32,16.96
2021-08-13,72,32.0,,0.32,23.04
2021-08-14,72,32.0,,0.32,23.04
2021-08-15,69,27.0,False,0.27,18.630000000000003
2021-08-16,76,27.0,,0.27,20.520000000000003
2021-08-17,65,27.0,,0.27,17.55
2021-08-18,59,27.0,,0.27,15.930000000000001
2021-08-19,66,27.0,,0.27,17.82
2021-08-20,72,27.0,,0.27,19.44
2021-08-21,67,27.0,,0.27,18.09
2021-08-22,70,30.0,False,0.3,21.0
2021-08-23,100,30.0,,0.3,30.0
2021-08-24,66,30.0,,0.3,19.8
2021-08-25,71,30.0,,0.3,21.3
2021-08-26,59,30.0,,0.3,17.7
2021-08-27,63,30.0,,0.3,18.9
2021-08-28,49,30.0,,0.3,14.7
2021-08-29,61,25.0,False,0.25,15.25
2021-08-30,49,25.0,,0.25,12.25
2021-08-31,53,25.0,,0.25,13.25
2021-09-01,51,25.0,,0.25,12.75
2021-09-02,53,25.0,,0.25,13.25
2021-09-03,64,25.0,,0.25,16.0
2021-09-04,50,25.0,,0.25,12.5
2021-09-05,51,34.0,False,0.34,17.34
2021-09-06,68,34.0,,0.34,23.12
2021-09-07,100,34.0,,0.34,34.0
2021-09-08,93,34.0,,0.34,31.62
2021-09-09,63,34.0,,0.34,21.42
2021-09-10,63,34.0,,0.34,21.42
2021-09-11,52,34.0,,0.34,17.68
2021-09-12,53,26.0,False,0.26,13.780000000000001
2021-09-13,67,26.0,,0.26,17.42
2021-09-14,52,26.0,,0.26,13.52
2021-09-15,58,26.0,,0.26,15.08
2021-09-16,60,26.0,,0.26,15.600000000000001
2021-09-17,45,26.0,,0.26,11.700000000000001
2021-09-18,42,26.0,,0.26,10.92
2021-09-19,38,30.0,False,0.3,11.4
2021-09-20,69,30.0,,0.3,20.7
2021-09-21,74,30.0,,0.3,22.2
2021-09-22,55,30.0,,0.3,16.5
2021-09-23,52,30.0,,0.3,15.6
2021-09-24,70,30.0,,0.3,21.0
2021-09-25,63,30.0,,0.3,18.9
2021-09-26,58,25.0,False,0.25,14.5
2021-09-27,62,25.0,,0.25,15.5
2021-09-28,46,25.0,,0.25,11.5
2021-09-29,49,25.0,,0.25,12.25
2021-09-30,51,25.0,,0.25,12.75
2021-10-01,70,25.0,,0.25,17.5
2021-10-02,58,25.0,,0.25,14.5
2021-10-03,60,26.0,False,0.26,15.600000000000001
2021-10-04,56,26.0,,0.26,14.56
2021-10-05,56,26.0,,0.26,14.56
2021-10-06,70,26.0,,0.26,18.2
2021-10-07,62,26.0,,0.26,16.12
2021-10-08,51,26.0,,0.26,13.26
2021-10-09,43,26.0,,0.26,11.18
2021-10-10,45,26.0,False,0.26,11.700000000000001
2021-10-11,55,26.0,,0.26,14.3
2021-10-12,57,26.0,,0.26,14.82
2021-10-13,51,26.0,,0.26,13.26
2021-10-14,51,26.0,,0.26,13.26
2021-10-15,76,26.0,,0.26,19.76
2021-10-16,66,26.0,,0.26,17.16
2021-10-17,56,33.0,False,0.33,18.48
2021-10-18,73,33.0,,0.33,24.09
2021-10-19,78,33.0,,0.33,25.740000000000002
2021-10-20,100,33.0,,0.33,33.0
2021-10-21,84,33.0,,0.33,27.720000000000002
2021-10-22,66,33.0,,0.33,21.78
2021-10-23,56,33.0,,0.33,18.48
2021-10-24,53,25.0,False,0.25,13.25
2021-10-25,62,25.0,,0.25,15.5
2021-10-26,59,25.0,,0.25,14.75
2021-10-27,56,25.0,,0.25,14.0
2021-10-28,58,25.0,,0.25,14.5
2021-10-29,57,25.0,,0.25,14.25
2021-10-30,38,25.0,,0.25,9.5
2021-10-31,51,21.0,False,0.21,10.709999999999999
2021-11-01,63,21.0,,0.21,13.229999999999999
2021-11-02,71,21.0,,0.21,14.91
2021-11-03,75,21.0,,0.21,15.75
2021-11-04,64,21.0,,0.21,13.44
2021-11-05,68,21.0,,0.21,14.28
2021-11-06,63,21.0,,0.21,13.229999999999999
2021-11-07,58,27.0,False,0.27,15.66
2021-11-08,91,27.0,,0.27,24.57
2021-11-09,100,27.0,,0.27,27.0
2021-11-10,95,27.0,,0.27,25.650000000000002
2021-11-11,69,27.0,,0.27,18.630000000000003
2021-11-12,82,27.0,,0.27,22.14
2021-11-13,62,27.0,,0.27,16.740000000000002
2021-11-14,61,27.0,False,0.27,16.470000000000002
2021-11-15,63,27.0,,0.27,17.01
2021-11-16,89,27.0,,0.27,24.03
2021-11-17,82,27.0,,0.27,22.14
2021-11-18,85,27.0,,0.27,22.950000000000003
2021-11-19,85,27.0,,0.27,22.950000000000003
2021-11-20,83,27.0,,0.27,22.41
2021-11-21,69,27.0,False,0.27,18.630000000000003
2021-11-22,84,27.0,,0.27,22.68
2021-11-23,79,27.0,,0.27,21.330000000000002
2021-11-24,86,27.0,,0.27,23.220000000000002
2021-11-25,75,27.0,,0.27,20.25
2021-11-26,84,27.0,,0.27,22.68
2021-11-27,70,27.0,,0.27,18.900000000000002
2021-11-28,70,25.0,True,0.25,17.5
2021-11-29,81,25.0,,0.25,20.25
2021-11-30,82,25.0,,0.25,20.5
2021-12-01,100,25.0,,0.25,25.0
2021-12-02,96,25.0,,0.25,24.0
