date,btc_unscaled,btc_monthly,isPartial,scale,btc
2017-08-01,72,,,,
2017-08-02,72,,,,
2017-08-03,53,,,,
2017-08-04,49,,,,
2017-08-05,69,,,,
2017-08-06,53,4.0,False,0.04,2.12
2017-08-07,67,4.0,,0.04,2.68
2017-08-08,65,4.0,,0.04,2.6
2017-08-09,62,4.0,,0.04,2.48
2017-08-10,57,4.0,,0.04,2.2800000000000002
2017-08-11,57,4.0,,0.04,2.2800000000000002
2017-08-12,67,4.0,,0.04,2.68
2017-08-13,76,5.0,False,0.05,3.8000000000000003
2017-08-14,84,5.0,,0.05,4.2
2017-08-15,81,5.0,,0.05,4.05
2017-08-16,70,5.0,,0.05,3.5
2017-08-17,73,5.0,,0.05,3.6500000000000004
2017-08-18,60,5.0,,0.05,3.0
2017-08-19,67,5.0,,0.05,3.35
2017-08-20,49,4.0,False,0.04,1.96
2017-08-21,68,4.0,,0.04,2.72
2017-08-22,68,4.0,,0.04,2.72
2017-08-23,62,4.0,,0.04,2.48
2017-08-24,73,4.0,,0.04,2.92
2017-08-25,68,4.0,,0.04,2.72
2017-08-26,71,4.0,,0.04,2.84
2017-08-27,62,6.0,False,0.06,3.7199999999999998
2017-08-28,100,6.0,,0.06,6.0
2017-08-29,91,6.0,,0.06,5.46
2017-08-30,85,6.0,,0.06,5.1
2017-08-31,71,6.0,,0.06,4.26
2017-09-01,76,6.0,,0.06,4.56
2017-09-02,70,6.0,,0.06,4.2
2017-09-03,68,5.0,False,0.05,3.4000000000000004
2017-09-04,73,5.0,,0.05,3.6500000000000004
2017-09-05,81,5.0,,0.05,4.05
2017-09-06,74,5.0,,0.05,3.7
2017-09-07,59,5.0,,0.05,2.95
2017-09-08,66,5.0,,0.05,3.3000000000000003
2017-09-09,60,5.0,,0.05,3.0
2017-09-10,56,5.0,False,0.05,2.8000000000000003
2017-09-11,61,5.0,,0.05,3.0500000000000003
2017-09-12,60,5.0,,0.05,3.0
2017-09-13,64,5.0,,0.05,3.2
2017-09-14,85,5.0,,0.05,4.25
2017-09-15,100,5.0,,0.05,5.0
2017-09-16,77,5.0,,0.05,3.85
2017-09-17,60,4.0,False,0.04,2.4
2017-09-18,65,4.0,,0.04,2.6
2017-09-19,64,4.0,,0.04,2.56
2017-09-20,56,4.0,,0.04,2.24
2017-09-21,58,4.0,,0.04,2.32
2017-09-22,54,4.0,,0.04,2.16
2017-09-23,46,4.0,,0.04,1.84
2017-09-24,45,3.0,False,0.03,1.3499999999999999
2017-09-25,45,3.0,,0.03,1.3499999999999999
2017-09-26,49,3.0,,0.03,1.47
2017-09-27,52,3.0,,0.03,1.56
2017-09-28,54,3.0,,0.03,1.6199999999999999
2017-09-29,47,3.0,,0.03,1.41
2017-09-30,43,3.0,,0.03,1.29
2017-10-01,44,4.0,False,0.04,1.76
2017-10-02,60,4.0,,0.04,2.4
2017-10-03,52,4.0,,0.04,2.08
2017-10-04,60,4.0,,0.04,2.4
2017-10-05,69,4.0,,0.04,2.7600000000000002
2017-10-06,53,4.0,,0.04,2.12
2017-10-07,45,4.0,,0.04,1.8
2017-10-08,47,4.0,False,0.04,1.8800000000000001
2017-10-09,53,4.0,,0.04,2.12
2017-10-10,58,4.0,,0.04,2.32
2017-10-11,56,4.0,,0.04,2.24
2017-10-12,85,4.0,,0.04,3.4
2017-10-13,100,4.0,,0.04,4.0
2017-10-14,68,4.0,,0.04,2.72
2017-10-15,66,4.0,False,0.04,2.64
2017-10-16,66,4.0,,0.04,2.64
2017-10-17,62,4.0,,0.04,2.48
2017-10-18,61,4.0,,0.04,2.44
2017-10-19,61,4.0,,0.04,2.44
2017-10-20,68,4.0,,0.04,2.72
2017-10-21,78,4.0,,0.04,3.12
2017-10-22,67,4.0,False,0.04,2.68
2017-10-23,74,4.0,,0.04,2.96
2017-10-24,76,4.0,,0.04,3.04
2017-10-25,63,4.0,,0.04,2.52
2017-10-26,66,4.0,,0.04,2.64
2017-10-27,64,4.0,,0.04,2.56
2017-10-28,56,4.0,,0.04,2.24
2017-10-29,54,6.0,False,0.06,3.2399999999999998
2017-10-30,62,6.0,,0.06,3.7199999999999998
2017-10-31,76,6.0,,0.06,4.56
2017-11-01,38,6.0,,0.06,2.28
2017-11-02,55,6.0,,0.06,3.3
2017-11-03,46,6.0,,0.06,2.76
2017-11-04,34,6.0,,0.06,2.04
2017-11-05,36,6.0,False,0.06,2.16
2017-11-06,36,6.0,,0.06,2.16
2017-11-07,37,6.0,,0.06,2.2199999999999998
2017-11-08,42,6.0,,0.06,2.52
2017-11-09,38,6.0,,0.06,2.28
2017-11-10,42,6.0,,0.06,2.52
2017-11-11,41,6.0,,0.06,2.46
2017-11-12,50,6.0,False,0.06,3.0
2017-11-13,43,6.0,,0.06,2.58
2017-11-14,37,6.0,,0.06,2.2199999999999998
2017-11-15,39,6.0,,0.06,2.34
2017-11-16,41,6.0,,0.06,2.46
2017-11-17,42,6.0,,0.06,2.52
2017-11-18,33,6.0,,0.06,1.98
2017-11-19,33,6.0,False,0.06,1.98
2017-11-20,43,6.0,,0.06,2.58
2017-11-21,44,6.0,,0.06,2.6399999999999997
2017-11-22,37,6.0,,0.06,2.2199999999999998
2017-11-23,36,6.0,,0.06,2.16
2017-11-24,31,6.0,,0.06,1.8599999999999999
2017-11-25,36,6.0,,0.06,2.16
2017-11-26,54,11.0,False,0.11,5.94
2017-11-27,61,11.0,,0.11,6.71
2017-11-28,65,11.0,,0.11,7.15
2017-11-29,100,11.0,,0.11,11.0
2017-11-30,80,11.0,,0.11,8.8
2017-12-01,42,11.0,,0.11,4.62
2017-12-02,40,11.0,,0.11,4.4
2017-12-03,37,15.0,False,0.15,5.55
2017-12-04,40,15.0,,0.15,6.0
2017-12-05,40,15.0,,0.15,6.0
2017-12-06,55,15.0,,0.15,8.25
2017-12-07,100,15.0,,0.15,15.0
2017-12-08,89,15.0,,0.15,13.35
2017-12-09,59,15.0,,0.15,8.85
2017-12-10,56,14.0,False,0.14,7.840000000000001
2017-12-11,65,14.0,,0.14,9.100000000000001
2017-12-12,61,14.0,,0.14,8.540000000000001
2017-12-13,57,14.0,,0.14,7.98
2017-12-14,56,14.0,,0.14,7.840000000000001
2017-12-15,51,14.0,,0.14,7.140000000000001
2017-12-16,53,14.0,,0.14,7.420000000000001
2017-12-17,53,16.0,False,0.16,8.48
2017-12-18,58,16.0,,0.16,9.28
2017-12-19,59,16.0,,0.16,9.44
2017-12-20,70,16.0,,0.16,11.200000000000001
2017-12-21,69,16.0,,0.16,11.040000000000001
2017-12-22,99,16.0,,0.16,15.84
2017-12-23,73,16.0,,0.16,11.68
2017-12-24,59,12.0,False,0.12,7.08
2017-12-25,54,12.0,,0.12,6.4799999999999995
2017-12-26,51,12.0,,0.12,6.12
2017-12-27,49,12.0,,0.12,5.88
2017-12-28,49,12.0,,0.12,5.88
2017-12-29,48,12.0,,0.12,5.76
2017-12-30,47,12.0,,0.12,5.64
2017-12-31,42,11.0,False,0.11,4.62
2018-01-01,65,11.0,,0.11,7.15
2018-01-02,69,11.0,,0.11,7.59
2018-01-03,73,11.0,,0.11,8.03
2018-01-04,77,11.0,,0.11,8.47
2018-01-05,72,11.0,,0.11,7.92
2018-01-06,68,11.0,,0.11,7.48
2018-01-07,65,10.0,False,0.1,6.5
2018-01-08,71,10.0,,0.1,7.1000000000000005
2018-01-09,67,10.0,,0.1,6.7
2018-01-10,67,10.0,,0.1,6.7
2018-01-11,69,10.0,,0.1,6.9
2018-01-12,59,10.0,,0.1,5.9
2018-01-13,52,10.0,,0.1,5.2
2018-01-14,51,11.0,False,0.11,5.61
2018-01-15,53,11.0,,0.11,5.83
2018-01-16,80,11.0,,0.11,8.8
2018-01-17,100,11.0,,0.11,11.0
2018-01-18,81,11.0,,0.11,8.91
2018-01-19,56,11.0,,0.11,6.16
2018-01-20,57,11.0,,0.11,6.2700000000000005
2018-01-21,49,8.0,False,0.08,3.92
2018-01-22,53,8.0,,0.08,4.24
2018-01-23,50,8.0,,0.08,4.0
2018-01-24,45,8.0,,0.08,3.6
2018-01-25,47,8.0,,0.08,3.7600000000000002
2018-01-26,42,8.0,,0.08,3.36
2018-01-27,38,8.0,,0.08,3.04
2018-01-28,37,8.0,False,0.08,2.96
2018-01-29,41,8.0,,0.08,3.2800000000000002
2018-01-30,43,8.0,,0.08,3.44
2018-01-31,47,8.0,,0.08,3.7600000000000002
2018-02-01,64,8.0,,0.08,5.12
2018-02-02,87,8.0,,0.08,6.96
2018-02-03,67,8.0,,0.08,5.36
2018-02-04,54,9.0,False,0.09,4.859999999999999
2018-02-05,86,9.0,,0.09,7.739999999999999
2018-02-06,100,9.0,,0.09,9.0
2018-02-07,69,9.0,,0.09,6.21
2018-02-08,64,9.0,,0.09,5.76
2018-02-09,59,9.0,,0.09,5.31
2018-02-10,53,9.0,,0.09,4.77
2018-02-11,43,6.0,False,0.06,2.58
2018-02-12,47,6.0,,0.06,2.82
2018-02-13,47,6.0,,0.06,2.82
2018-02-14,45,6.0,,0.06,2.6999999999999997
2018-02-15,48,6.0,,0.06,2.88
2018-02-16,46,6.0,,0.06,2.76
2018-02-17,46,6.0,,0.06,2.76
2018-02-18,45,5.0,False,0.05,2.25
2018-02-19,45,5.0,,0.05,2.25
2018-02-20,48,5.0,,0.05,2.4000000000000004
2018-02-21,45,5.0,,0.05,2.25
2018-02-22,40,5.0,,0.05,2.0
2018-02-23,41,5.0,,0.05,2.0500000000000003
2018-02-24,33,5.0,,0.05,1.6500000000000001
2018-02-25,33,4.0,False,0.04,1.32
2018-02-26,34,4.0,,0.04,1.36
2018-02-27,37,4.0,,0.04,1.48
2018-02-28,34,4.0,,0.04,1.36
2018-03-01,80,4.0,,0.04,3.2
2018-03-02,91,4.0,,0.04,3.64
2018-03-03,91,4.0,,0.04,3.64
2018-03-04,83,4.0,False,0.04,3.3200000000000003
2018-03-05,89,4.0,,0.04,3.56
2018-03-06,76,4.0,,0.04,3.04
2018-03-07,80,4.0,,0.04,3.2
2018-03-08,81,4.0,,0.04,3.24
2018-03-09,92,4.0,,0.04,3.68
2018-03-10,74,4.0,,0.04,2.96
2018-03-11,67,4.0,False,0.04,2.68
2018-03-12,82,4.0,,0.04,3.2800000000000002
2018-03-13,78,4.0,,0.04,3.12
2018-03-14,75,4.0,,0.04,3.0
2018-03-15,90,4.0,,0.04,3.6
2018-03-16,88,4.0,,0.04,3.52
2018-03-17,73,4.0,,0.04,2.92
2018-03-18,81,4.0,False,0.04,3.24
2018-03-19,86,4.0,,0.04,3.44
2018-03-20,100,4.0,,0.04,4.0
2018-03-21,96,4.0,,0.04,3.84
2018-03-22,71,4.0,,0.04,2.84
2018-03-23,69,4.0,,0.04,2.7600000000000002
2018-03-24,68,4.0,,0.04,2.72
2018-03-25,68,4.0,False,0.04,2.72
2018-03-26,75,4.0,,0.04,3.0
2018-03-27,68,4.0,,0.04,2.72
2018-03-28,68,4.0,,0.04,2.72
2018-03-29,76,4.0,,0.04,3.04
2018-03-30,90,4.0,,0.04,3.6
2018-03-31,70,4.0,,0.04,2.8000000000000003
2018-04-01,64,3.0,False,0.03,1.92
2018-04-02,81,3.0,,0.03,2.4299999999999997
2018-04-03,81,3.0,,0.03,2.4299999999999997
2018-04-04,80,3.0,,0.03,2.4
2018-04-05,74,3.0,,0.03,2.2199999999999998
2018-04-06,78,3.0,,0.03,2.34
2018-04-07,69,3.0,,0.03,2.07
2018-04-08,67,4.0,False,0.04,2.68
2018-04-09,76,4.0,,0.04,3.04
2018-04-10,73,4.0,,0.04,2.92
2018-04-11,69,4.0,,0.04,2.7600000000000002
2018-04-12,85,4.0,,0.04,3.4
2018-04-13,100,4.0,,0.04,4.0
2018-04-14,78,4.0,,0.04,3.12
2018-04-15,71,3.0,False,0.03,2.13
2018-04-16,72,3.0,,0.03,2.16
2018-04-17,84,3.0,,0.03,2.52
2018-04-18,72,3.0,,0.03,2.16
2018-04-19,81,3.0,,0.03,2.4299999999999997
2018-04-20,83,3.0,,0.03,2.4899999999999998
2018-04-21,71,3.0,,0.03,2.13
2018-04-22,69,4.0,False,0.04,2.7600000000000002
2018-04-23,73,4.0,,0.04,2.92
2018-04-24,88,4.0,,0.04,3.52
2018-04-25,91,4.0,,0.04,3.64
2018-04-26,80,4.0,,0.04,3.2
2018-04-27,93,4.0,,0.04,3.72
2018-04-28,74,4.0,,0.04,2.96
2018-04-29,69,3.0,False,0.03,2.07
2018-04-30,63,3.0,,0.03,1.89
2018-05-01,85,3.0,,0.03,2.55
2018-05-02,84,3.0,,0.03,2.52
2018-05-03,95,3.0,,0.03,2.85
2018-05-04,93,3.0,,0.03,2.79
2018-05-05,100,3.0,,0.03,3.0
2018-05-06,91,3.0,False,0.03,2.73
2018-05-07,93,3.0,,0.03,2.79
2018-05-08,85,3.0,,0.03,2.55
2018-05-09,89,3.0,,0.03,2.67
2018-05-10,83,3.0,,0.03,2.4899999999999998
2018-05-11,98,3.0,,0.03,2.94
2018-05-12,84,3.0,,0.03,2.52
2018-05-13,73,3.0,False,0.03,2.19
2018-05-14,93,3.0,,0.03,2.79
2018-05-15,77,3.0,,0.03,2.31
2018-05-16,76,3.0,,0.03,2.28
2018-05-17,74,3.0,,0.03,2.2199999999999998
2018-05-18,81,3.0,,0.03,2.4299999999999997
2018-05-19,74,3.0,,0.03,2.2199999999999998
2018-05-20,77,3.0,False,0.03,2.31
2018-05-21,74,3.0,,0.03,2.2199999999999998
2018-05-22,69,3.0,,0.03,2.07
2018-05-23,85,3.0,,0.03,2.55
2018-05-24,83,3.0,,0.03,2.4899999999999998
2018-05-25,71,3.0,,0.03,2.13
2018-05-26,62,3.0,,0.03,1.8599999999999999
2018-05-27,77,3.0,False,0.03,2.31
2018-05-28,86,3.0,,0.03,2.58
2018-05-29,80,3.0,,0.03,2.4
2018-05-30,76,3.0,,0.03,2.28
2018-05-31,78,3.0,,0.03,2.34
2018-06-01,78,3.0,,0.03,2.34
2018-06-02,73,3.0,,0.03,2.19
2018-06-03,77,3.0,False,0.03,2.31
2018-06-04,74,3.0,,0.03,2.2199999999999998
2018-06-05,82,3.0,,0.03,2.46
2018-06-06,80,3.0,,0.03,2.4
2018-06-07,67,3.0,,0.03,2.01
2018-06-08,65,3.0,,0.03,1.95
2018-06-09,70,3.0,,0.03,2.1
2018-06-10,76,3.0,False,0.03,2.28
2018-06-11,85,3.0,,0.03,2.55
2018-06-12,80,3.0,,0.03,2.4
2018-06-13,90,3.0,,0.03,2.6999999999999997
2018-06-14,100,3.0,,0.03,3.0
2018-06-15,70,3.0,,0.03,2.1
2018-06-16,66,3.0,,0.03,1.98
2018-06-17,60,3.0,False,0.03,1.7999999999999998
2018-06-18,68,3.0,,0.03,2.04
2018-06-19,83,3.0,,0.03,2.4899999999999998
2018-06-20,74,3.0,,0.03,2.2199999999999998
2018-06-21,77,3.0,,0.03,2.31
2018-06-22,79,3.0,,0.03,2.37
2018-06-23,73,3.0,,0.03,2.19
2018-06-24,89,3.0,False,0.03,2.67
2018-06-25,76,3.0,,0.03,2.28
2018-06-26,67,3.0,,0.03,2.01
2018-06-27,75,3.0,,0.03,2.25
2018-06-28,73,3.0,,0.03,2.19
2018-06-29,74,3.0,,0.03,2.2199999999999998
2018-06-30,73,3.0,,0.03,2.19
2018-07-01,61,3.0,False,0.03,1.8299999999999998
2018-07-02,74,3.0,,0.03,2.2199999999999998
2018-07-03,74,3.0,,0.03,2.2199999999999998
2018-07-04,71,3.0,,0.03,2.13
2018-07-05,74,3.0,,0.03,2.2199999999999998
2018-07-06,57,3.0,,0.03,1.71
2018-07-07,55,3.0,,0.03,1.65
2018-07-08,56,2.0,False,0.02,1.12
2018-07-09,65,2.0,,0.02,1.3
2018-07-10,65,2.0,,0.02,1.3
2018-07-11,68,2.0,,0.02,1.36
2018-07-12,63,2.0,,0.02,1.26
2018-07-13,60,2.0,,0.02,1.2
2018-07-14,61,2.0,,0.02,1.22
2018-07-15,54,3.0,False,0.03,1.6199999999999999
2018-07-16,64,3.0,,0.03,1.92
2018-07-17,83,3.0,,0.03,2.4899999999999998
2018-07-18,93,3.0,,0.03,2.79
2018-07-19,78,3.0,,0.03,2.34
2018-07-20,78,3.0,,0.03,2.34
2018-07-21,62,3.0,,0.03,1.8599999999999999
2018-07-22,67,3.0,False,0.03,2.01
2018-07-23,80,3.0,,0.03,2.4
2018-07-24,100,3.0,,0.03,3.0
2018-07-25,94,3.0,,0.03,2.82
2018-07-26,88,3.0,,0.03,2.6399999999999997
2018-07-27,80,3.0,,0.03,2.4
2018-07-28,70,3.0,,0.03,2.1
2018-07-29,65,3.0,False,0.03,1.95
2018-07-30,85,3.0,,0.03,2.55
2018-07-31,64,3.0,,0.03,1.92
2018-08-01,88,3.0,,0.03,2.6399999999999997
2018-08-02,86,3.0,,0.03,2.58
2018-08-03,86,3.0,,0.03,2.58
2018-08-04,87,3.0,,0.03,2.61
2018-08-05,74,3.0,False,0.03,2.2199999999999998
2018-08-06,88,3.0,,0.03,2.6399999999999997
2018-08-07,77,3.0,,0.03,2.31
2018-08-08,96,3.0,,0.03,2.88
2018-08-09,95,3.0,,0.03,2.85
2018-08-10,79,3.0,,0.03,2.37
2018-08-11,93,3.0,,0.03,2.79
2018-08-12,84,3.0,False,0.03,2.52
2018-08-13,82,3.0,,0.03,2.46
2018-08-14,100,3.0,,0.03,3.0
2018-08-15,77,3.0,,0.03,2.31
2018-08-16,88,3.0,,0.03,2.6399999999999997
2018-08-17,76,3.0,,0.03,2.28
2018-08-18,60,3.0,,0.03,1.7999999999999998
2018-08-19,67,3.0,False,0.03,2.01
2018-08-20,83,3.0,,0.03,2.4899999999999998
2018-08-21,81,3.0,,0.03,2.4299999999999997
2018-08-22,81,3.0,,0.03,2.4299999999999997
2018-08-23,72,3.0,,0.03,2.16
2018-08-24,73,3.0,,0.03,2.19
2018-08-25,70,3.0,,0.03,2.1
2018-08-26,61,3.0,False,0.03,1.8299999999999998
2018-08-27,75,3.0,,0.03,2.25
2018-08-28,90,3.0,,0.03,2.6999999999999997
2018-08-29,76,3.0,,0.03,2.28
2018-08-30,76,3.0,,0.03,2.28
2018-08-31,86,3.0,,0.03,2.58
2018-09-01,65,3.0,,0.03,1.95
2018-09-02,58,3.0,False,0.03,1.74
2018-09-03,65,3.0,,0.03,1.95
2018-09-04,60,3.0,,0.03,1.7999999999999998
2018-09-05,68,3.0,,0.03,2.04
2018-09-06,79,3.0,,0.03,2.37
2018-09-07,68,3.0,,0.03,2.04
2018-09-08,83,3.0,,0.03,2.4899999999999998
2018-09-09,64,3.0,False,0.03,1.92
2018-09-10,60,3.0,,0.03,1.7999999999999998
2018-09-11,65,3.0,,0.03,1.95
2018-09-12,57,3.0,,0.03,1.71
2018-09-13,60,3.0,,0.03,1.7999999999999998
2018-09-14,59,3.0,,0.03,1.77
2018-09-15,100,3.0,,0.03,3.0
2018-09-16,91,3.0,False,0.03,2.73
2018-09-17,58,3.0,,0.03,1.74
2018-09-18,55,3.0,,0.03,1.65
2018-09-19,59,3.0,,0.03,1.77
2018-09-20,60,3.0,,0.03,1.7999999999999998
2018-09-21,66,3.0,,0.03,1.98
2018-09-22,58,3.0,,0.03,1.74
2018-09-23,50,3.0,False,0.03,1.5
2018-09-24,55,3.0,,0.03,1.65
2018-09-25,93,3.0,,0.03,2.79
2018-09-26,66,3.0,,0.03,1.98
2018-09-27,57,3.0,,0.03,1.71
2018-09-28,58,3.0,,0.03,1.74
2018-09-29,51,3.0,,0.03,1.53
2018-09-30,46,2.0,False,0.02,0.92
2018-10-01,84,2.0,,0.02,1.68
2018-10-02,76,2.0,,0.02,1.52
2018-10-03,76,2.0,,0.02,1.52
2018-10-04,83,2.0,,0.02,1.6600000000000001
2018-10-05,81,2.0,,0.02,1.62
2018-10-06,84,2.0,,0.02,1.68
2018-10-07,71,3.0,False,0.03,2.13
2018-10-08,98,3.0,,0.03,2.94
2018-10-09,82,3.0,,0.03,2.46
2018-10-10,80,3.0,,0.03,2.4
2018-10-11,100,3.0,,0.03,3.0
2018-10-12,77,3.0,,0.03,2.31
2018-10-13,78,3.0,,0.03,2.34
2018-10-14,73,2.0,False,0.02,1.46
2018-10-15,93,2.0,,0.02,1.86
2018-10-16,96,2.0,,0.02,1.92
2018-10-17,80,2.0,,0.02,1.6
2018-10-18,81,2.0,,0.02,1.62
2018-10-19,75,2.0,,0.02,1.5
2018-10-20,83,2.0,,0.02,1.6600000000000001
2018-10-21,84,2.0,False,0.02,1.68
2018-10-22,76,2.0,,0.02,1.52
2018-10-23,78,2.0,,0.02,1.56
2018-10-24,83,2.0,,0.02,1.6600000000000001
2018-10-25,78,2.0,,0.02,1.56
2018-10-26,67,2.0,,0.02,1.34
2018-10-27,72,2.0,,0.02,1.44
2018-10-28,62,2.0,False,0.02,1.24
2018-10-29,66,2.0,,0.02,1.32
2018-10-30,68,2.0,,0.02,1.36
2018-10-31,83,2.0,,0.02,1.6600000000000001
2018-11-01,49,2.0,,0.02,0.98
2018-11-02,49,2.0,,0.02,0.98
2018-11-03,51,2.0,,0.02,1.02
2018-11-04,44,2.0,False,0.02,0.88
2018-11-05,43,2.0,,0.02,0.86
2018-11-06,43,2.0,,0.02,0.86
2018-11-07,47,2.0,,0.02,0.9400000000000001
2018-11-08,44,2.0,,0.02,0.88
2018-11-09,44,2.0,,0.02,0.88
2018-11-10,43,2.0,,0.02,0.86
2018-11-11,40,3.0,False,0.03,1.2
2018-11-12,46,3.0,,0.03,1.38
2018-11-13,50,3.0,,0.03,1.5
2018-11-14,65,3.0,,0.03,1.95
2018-11-15,78,3.0,,0.03,2.34
2018-11-16,64,3.0,,0.03,1.92
2018-11-17,63,3.0,,0.03,1.89
2018-11-18,50,4.0,False,0.04,2.0
2018-11-19,77,4.0,,0.04,3.08
2018-11-20,100,4.0,,0.04,4.0
2018-11-21,82,4.0,,0.04,3.2800000000000002
2018-11-22,67,4.0,,0.04,2.68
2018-11-23,72,4.0,,0.04,2.88
2018-11-24,68,4.0,,0.04,2.72
2018-11-25,94,4.0,False,0.04,3.7600000000000002
2018-11-26,81,4.0,,0.04,3.24
2018-11-27,76,4.0,,0.04,3.04
2018-11-28,71,4.0,,0.04,2.84
2018-11-29,71,4.0,,0.04,2.84
2018-11-30,65,4.0,,0.04,2.6
2018-12-01,52,4.0,,0.04,2.08
2018-12-02,45,3.0,False,0.03,1.3499999999999999
2018-12-03,52,3.0,,0.03,1.56
2018-12-04,51,3.0,,0.03,1.53
2018-12-05,54,3.0,,0.03,1.6199999999999999
2018-12-06,62,3.0,,0.03,1.8599999999999999
2018-12-07,73,3.0,,0.03,2.19
2018-12-08,49,3.0,,0.03,1.47
2018-12-09,51,3.0,False,0.03,1.53
2018-12-10,52,3.0,,0.03,1.56
2018-12-11,66,3.0,,0.03,1.98
2018-12-12,100,3.0,,0.03,3.0
2018-12-13,56,3.0,,0.03,1.68
2018-12-14,53,3.0,,0.03,1.5899999999999999
2018-12-15,54,3.0,,0.03,1.6199999999999999
2018-12-16,53,3.0,False,0.03,1.5899999999999999
2018-12-17,54,3.0,,0.03,1.6199999999999999
2018-12-18,51,3.0,,0.03,1.53
2018-12-19,66,3.0,,0.03,1.98
2018-12-20,64,3.0,,0.03,1.92
2018-12-21,58,3.0,,0.03,1.74
2018-12-22,58,3.0,,0.03,1.74
2018-12-23,50,3.0,False,0.03,1.5
2018-12-24,57,3.0,,0.03,1.71
2018-12-25,59,3.0,,0.03,1.77
2018-12-26,47,3.0,,0.03,1.41
2018-12-27,48,3.0,,0.03,1.44
2018-12-28,50,3.0,,0.03,1.5
2018-12-29,47,3.0,,0.03,1.41
2018-12-30,45,2.0,False,0.02,0.9
2018-12-31,42,2.0,,0.02,0.84
2019-01-01,66,2.0,,0.02,1.32
2019-01-02,84,2.0,,0.02,1.68
2019-01-03,85,2.0,,0.02,1.7
2019-01-04,72,2.0,,0.02,1.44
2019-01-05,81,2.0,,0.02,1.62
2019-01-06,84,3.0,False,0.03,2.52
2019-01-07,90,3.0,,0.03,2.6999999999999997
2019-01-08,90,3.0,,0.03,2.6999999999999997
2019-01-09,84,3.0,,0.03,2.52
2019-01-10,100,3.0,,0.03,3.0
2019-01-11,84,3.0,,0.03,2.52
2019-01-12,71,3.0,,0.03,2.13
2019-01-13,78,2.0,False,0.02,1.56
2019-01-14,77,2.0,,0.02,1.54
2019-01-15,75,2.0,,0.02,1.5
2019-01-16,80,2.0,,0.02,1.6
2019-01-17,80,2.0,,0.02,1.6
2019-01-18,83,2.0,,0.02,1.6600000000000001
2019-01-19,78,2.0,,0.02,1.56
2019-01-20,74,2.0,False,0.02,1.48
