date,coinbase_unscaled,coinbase_monthly,isPartial,scale,coinbase
2020-07-04,44,4.0,,0.04,1.76
2020-07-05,43,4.0,False,0.04,1.72
2020-07-06,47,4.0,,0.04,1.8800000000000001
2020-07-07,61,4.0,,0.04,2.44
2020-07-08,65,4.0,,0.04,2.6
2020-07-09,88,4.0,,0.04,3.52
2020-07-10,60,4.0,,0.04,2.4
2020-07-11,53,4.0,,0.04,2.12
2020-07-12,56,4.0,False,0.04,2.24
2020-07-13,65,4.0,,0.04,2.6
2020-07-14,55,4.0,,0.04,2.2
2020-07-15,57,4.0,,0.04,2.2800000000000002
2020-07-16,58,4.0,,0.04,2.32
2020-07-17,53,4.0,,0.04,2.12
2020-07-18,53,4.0,,0.04,2.12
2020-07-19,48,4.0,False,0.04,1.92
2020-07-20,53,4.0,,0.04,2.12
2020-07-21,56,4.0,,0.04,2.24
2020-07-22,69,4.0,,0.04,2.7600000000000002
2020-07-23,77,4.0,,0.04,3.08
2020-07-24,57,4.0,,0.04,2.2800000000000002
2020-07-25,63,4.0,,0.04,2.52
2020-07-26,83,6.0,False,0.06,4.9799999999999995
2020-07-27,100,6.0,,0.06,6.0
2020-07-28,84,6.0,,0.06,5.04
2020-07-29,88,6.0,,0.06,5.279999999999999
2020-07-30,81,6.0,,0.06,4.859999999999999
2020-07-31,95,6.0,,0.06,5.7
2020-08-01,86,6.0,,0.06,5.16
2020-08-02,94,6.0,False,0.06,5.64
2020-08-03,95,6.0,,0.06,5.7
2020-08-04,69,6.0,,0.06,4.14
2020-08-05,76,6.0,,0.06,4.56
2020-08-06,79,6.0,,0.06,4.74
2020-08-07,71,6.0,,0.06,4.26
2020-08-08,75,6.0,,0.06,4.5
2020-08-09,77,6.0,False,0.06,4.62
2020-08-10,81,6.0,,0.06,4.859999999999999
2020-08-11,85,6.0,,0.06,5.1
2020-08-12,70,6.0,,0.06,4.2
2020-08-13,96,6.0,,0.06,5.76
2020-08-14,93,6.0,,0.06,5.58
2020-08-15,95,6.0,,0.06,5.7
2020-08-16,74,6.0,False,0.06,4.4399999999999995
2020-08-17,100,6.0,,0.06,6.0
2020-08-18,87,6.0,,0.06,5.22
2020-08-19,68,6.0,,0.06,4.08
2020-08-20,78,6.0,,0.06,4.68
2020-08-21,73,6.0,,0.06,4.38
2020-08-22,79,6.0,,0.06,4.74
2020-08-23,69,4.0,False,0.04,2.7600000000000002
2020-08-24,63,4.0,,0.04,2.52
2020-08-25,63,4.0,,0.04,2.52
2020-08-26,78,4.0,,0.04,3.12
2020-08-27,63,4.0,,0.04,2.52
2020-08-28,61,4.0,,0.04,2.44
2020-08-29,42,4.0,,0.04,1.68
2020-08-30,69,5.0,False,0.05,3.45
2020-08-31,68,5.0,,0.05,3.4000000000000004
2020-09-01,99,5.0,,0.05,4.95
2020-09-02,97,5.0,,0.05,4.8500000000000005
2020-09-03,100,5.0,,0.05,5.0
2020-09-04,87,5.0,,0.05,4.3500000000000005
2020-09-05,74,5.0,,0.05,3.7
2020-09-06,80,4.0,False,0.04,3.2
2020-09-07,79,4.0,,0.04,3.16
2020-09-08,86,4.0,,0.04,3.44
2020-09-09,71,4.0,,0.04,2.84
2020-09-10,74,4.0,,0.04,2.96
2020-09-11,79,4.0,,0.04,3.16
2020-09-12,65,4.0,,0.04,2.6
2020-09-13,73,5.0,False,0.05,3.6500000000000004
2020-09-14,62,5.0,,0.05,3.1
2020-09-15,79,5.0,,0.05,3.95
2020-09-16,94,5.0,,0.05,4.7
2020-09-17,85,5.0,,0.05,4.25
2020-09-18,87,5.0,,0.05,4.3500000000000005
2020-09-19,79,5.0,,0.05,3.95
2020-09-20,61,4.0,False,0.04,2.44
2020-09-21,66,4.0,,0.04,2.64
2020-09-22,70,4.0,,0.04,2.8000000000000003
2020-09-23,59,4.0,,0.04,2.36
2020-09-24,81,4.0,,0.04,3.24
2020-09-25,51,4.0,,0.04,2.04
2020-09-26,68,4.0,,0.04,2.72
2020-09-27,61,4.0,False,0.04,2.44
2020-09-28,61,4.0,,0.04,2.44
2020-09-29,63,4.0,,0.04,2.52
2020-09-30,67,4.0,,0.04,2.68
2020-10-01,62,4.0,,0.04,2.48
2020-10-02,69,4.0,,0.04,2.7600000000000002
2020-10-03,65,4.0,,0.04,2.6
2020-10-04,68,3.0,False,0.03,2.04
2020-10-05,66,3.0,,0.03,1.98
2020-10-06,63,3.0,,0.03,1.89
2020-10-07,60,3.0,,0.03,1.7999999999999998
2020-10-08,59,3.0,,0.03,1.77
2020-10-09,66,3.0,,0.03,1.98
2020-10-10,76,3.0,,0.03,2.28
2020-10-11,67,3.0,False,0.03,2.01
2020-10-12,64,3.0,,0.03,1.92
2020-10-13,43,3.0,,0.03,1.29
2020-10-14,64,3.0,,0.03,1.92
2020-10-15,65,3.0,,0.03,1.95
2020-10-16,72,3.0,,0.03,2.16
2020-10-17,59,3.0,,0.03,1.77
2020-10-18,59,4.0,False,0.04,2.36
2020-10-19,49,4.0,,0.04,1.96
2020-10-20,62,4.0,,0.04,2.48
2020-10-21,81,4.0,,0.04,3.24
2020-10-22,100,4.0,,0.04,4.0
2020-10-23,72,4.0,,0.04,2.88
2020-10-24,89,4.0,,0.04,3.56
2020-10-25,72,4.0,False,0.04,2.88
2020-10-26,67,4.0,,0.04,2.68
2020-10-27,92,4.0,,0.04,3.68
2020-10-28,86,4.0,,0.04,3.44
2020-10-29,92,4.0,,0.04,3.68
2020-10-30,79,4.0,,0.04,3.16
2020-10-31,72,4.0,,0.04,2.88
2020-11-01,28,5.0,False,0.05,1.4000000000000001
2020-11-02,25,5.0,,0.05,1.25
2020-11-03,24,5.0,,0.05,1.2000000000000002
2020-11-04,17,5.0,,0.05,0.8500000000000001
2020-11-05,32,5.0,,0.05,1.6
2020-11-06,34,5.0,,0.05,1.7000000000000002
2020-11-07,29,5.0,,0.05,1.4500000000000002
2020-11-08,24,5.0,False,0.05,1.2000000000000002
2020-11-09,28,5.0,,0.05,1.4000000000000001
2020-11-10,33,5.0,,0.05,1.6500000000000001
2020-11-11,24,5.0,,0.05,1.2000000000000002
2020-11-12,32,5.0,,0.05,1.6
2020-11-13,38,5.0,,0.05,1.9000000000000001
2020-11-14,25,5.0,,0.05,1.25
2020-11-15,23,7.0,False,0.07,1.61
2020-11-16,44,7.0,,0.07,3.08
2020-11-17,47,7.0,,0.07,3.2900000000000005
2020-11-18,44,7.0,,0.07,3.08
2020-11-19,37,7.0,,0.07,2.5900000000000003
2020-11-20,44,7.0,,0.07,3.08
2020-11-21,54,7.0,,0.07,3.7800000000000002
2020-11-22,51,10.0,False,0.1,5.1000000000000005
2020-11-23,59,10.0,,0.1,5.9
2020-11-24,100,10.0,,0.1,10.0
2020-11-25,66,10.0,,0.1,6.6000000000000005
2020-11-26,73,10.0,,0.1,7.300000000000001
2020-11-27,50,10.0,,0.1,5.0
2020-11-28,46,10.0,,0.1,4.6000000000000005
2020-11-29,35,7.0,False,0.07,2.45
2020-11-30,54,7.0,,0.07,3.7800000000000002
2020-12-01,58,7.0,,0.07,4.0600000000000005
2020-12-02,42,7.0,,0.07,2.9400000000000004
2020-12-03,44,7.0,,0.07,3.08
2020-12-04,40,7.0,,0.07,2.8000000000000003
2020-12-05,39,7.0,,0.07,2.7300000000000004
2020-12-06,40,6.0,False,0.06,2.4
2020-12-07,39,6.0,,0.06,2.34
2020-12-08,46,6.0,,0.06,2.76
2020-12-09,42,6.0,,0.06,2.52
2020-12-10,41,6.0,,0.06,2.46
2020-12-11,39,6.0,,0.06,2.34
2020-12-12,38,6.0,,0.06,2.28
2020-12-13,37,10.0,False,0.1,3.7
2020-12-14,40,10.0,,0.1,4.0
2020-12-15,38,10.0,,0.1,3.8000000000000003
2020-12-16,59,10.0,,0.1,5.9
2020-12-17,100,10.0,,0.1,10.0
2020-12-18,91,10.0,,0.1,9.1
2020-12-19,76,10.0,,0.1,7.6000000000000005
2020-12-20,69,11.0,False,0.11,7.59
2020-12-21,73,11.0,,0.11,8.03
2020-12-22,59,11.0,,0.11,6.49
2020-12-23,64,11.0,,0.11,7.04
2020-12-24,60,11.0,,0.11,6.6
2020-12-25,64,11.0,,0.11,7.04
2020-12-26,71,11.0,,0.11,7.81
2020-12-27,76,13.0,False,0.13,9.88
2020-12-28,74,13.0,,0.13,9.620000000000001
2020-12-29,84,13.0,,0.13,10.92
2020-12-30,75,13.0,,0.13,9.75
2020-12-31,81,13.0,,0.13,10.530000000000001
2021-01-01,20,13.0,,0.13,2.6
2021-01-02,34,13.0,,0.13,4.42
2021-01-03,42,25.0,False,0.25,10.5
2021-01-04,38,25.0,,0.25,9.5
2021-01-05,36,25.0,,0.25,9.0
2021-01-06,47,25.0,,0.25,11.75
2021-01-07,71,25.0,,0.25,17.75
2021-01-08,49,25.0,,0.25,12.25
2021-01-09,41,25.0,,0.25,10.25
2021-01-10,40,17.0,False,0.17,6.800000000000001
2021-01-11,41,17.0,,0.17,6.970000000000001
2021-01-12,33,17.0,,0.17,5.61
2021-01-13,27,17.0,,0.17,4.590000000000001
2021-01-14,32,17.0,,0.17,5.44
2021-01-15,27,17.0,,0.17,4.590000000000001
2021-01-16,26,17.0,,0.17,4.42
2021-01-17,27,13.0,False,0.13,3.5100000000000002
2021-01-18,26,13.0,,0.13,3.38
2021-01-19,31,13.0,,0.13,4.03
2021-01-20,23,13.0,,0.13,2.99
2021-01-21,24,13.0,,0.13,3.12
2021-01-22,24,13.0,,0.13,3.12
2021-01-23,23,13.0,,0.13,2.99
2021-01-24,20,20.0,False,0.2,4.0
2021-01-25,27,20.0,,0.2,5.4
2021-01-26,19,20.0,,0.2,3.8000000000000003
2021-01-27,17,20.0,,0.2,3.4000000000000004
2021-01-28,34,20.0,,0.2,6.800000000000001
2021-01-29,100,20.0,,0.2,20.0
2021-01-30,48,20.0,,0.2,9.600000000000001
2021-01-31,51,22.0,False,0.22,11.22
2021-02-01,78,22.0,,0.22,17.16
2021-02-02,61,22.0,,0.22,13.42
2021-02-03,77,22.0,,0.22,16.94
2021-02-04,80,22.0,,0.22,17.6
2021-02-05,77,22.0,,0.22,16.94
2021-02-06,73,22.0,,0.22,16.06
2021-02-07,74,26.0,False,0.26,19.240000000000002
2021-02-08,89,26.0,,0.26,23.14
2021-02-09,100,26.0,,0.26,26.0
2021-02-10,89,26.0,,0.26,23.14
2021-02-11,91,26.0,,0.26,23.66
2021-02-12,85,26.0,,0.26,22.1
2021-02-13,87,26.0,,0.26,22.62
2021-02-14,74,23.0,False,0.23,17.02
2021-02-15,69,23.0,,0.23,15.870000000000001
2021-02-16,75,23.0,,0.23,17.25
2021-02-17,82,23.0,,0.23,18.86
2021-02-18,83,23.0,,0.23,19.09
2021-02-19,91,23.0,,0.23,20.93
2021-02-20,96,23.0,,0.23,22.080000000000002
2021-02-21,85,22.0,False,0.22,18.7
2021-02-22,84,22.0,,0.22,18.48
2021-02-23,83,22.0,,0.22,18.26
2021-02-24,63,22.0,,0.22,13.86
2021-02-25,86,22.0,,0.22,18.92
2021-02-26,73,22.0,,0.22,16.06
2021-02-27,56,22.0,,0.22,12.32
2021-02-28,61,15.0,False,0.15,9.15
2021-03-01,48,15.0,,0.15,7.199999999999999
2021-03-02,46,15.0,,0.15,6.8999999999999995
2021-03-03,46,15.0,,0.15,6.8999999999999995
2021-03-04,45,15.0,,0.15,6.75
2021-03-05,43,15.0,,0.15,6.45
2021-03-06,33,15.0,,0.15,4.95
2021-03-07,44,16.0,False,0.16,7.04
2021-03-08,51,16.0,,0.16,8.16
2021-03-09,54,16.0,,0.16,8.64
2021-03-10,55,16.0,,0.16,8.8
2021-03-11,53,16.0,,0.16,8.48
2021-03-12,52,16.0,,0.16,8.32
2021-03-13,58,16.0,,0.16,9.28
2021-03-14,58,22.0,False,0.22,12.76
2021-03-15,52,22.0,,0.22,11.44
2021-03-16,72,22.0,,0.22,15.84
2021-03-17,83,22.0,,0.22,18.26
2021-03-18,100,22.0,,0.22,22.0
2021-03-19,64,22.0,,0.22,14.08
2021-03-20,56,22.0,,0.22,12.32
2021-03-21,44,14.0,False,0.14,6.16
2021-03-22,48,14.0,,0.14,6.720000000000001
2021-03-23,46,14.0,,0.14,6.44
2021-03-24,51,14.0,,0.14,7.140000000000001
2021-03-25,41,14.0,,0.14,5.74
2021-03-26,44,14.0,,0.14,6.16
2021-03-27,46,14.0,,0.14,6.44
2021-03-28,43,16.0,False,0.16,6.88
2021-03-29,43,16.0,,0.16,6.88
2021-03-30,45,16.0,,0.16,7.2
2021-03-31,43,16.0,,0.16,6.88
2021-04-01,6,16.0,,0.16,0.96
2021-04-02,7,16.0,,0.16,1.12
2021-04-03,7,16.0,,0.16,1.12
2021-04-04,5,23.0,False,0.23,1.1500000000000001
2021-04-05,7,23.0,,0.23,1.61
2021-04-06,9,23.0,,0.23,2.0700000000000003
2021-04-07,8,23.0,,0.23,1.84
2021-04-08,8,23.0,,0.23,1.84
2021-04-09,8,23.0,,0.23,1.84
2021-04-10,9,23.0,,0.23,2.0700000000000003
2021-04-11,9,100.0,False,1.0,9.0
2021-04-12,13,100.0,,1.0,13.0
2021-04-13,28,100.0,,1.0,28.0
2021-04-14,100,100.0,,1.0,100.0
2021-04-15,43,100.0,,1.0,43.0
2021-04-16,30,100.0,,1.0,30.0
2021-04-17,19,100.0,,1.0,19.0
2021-04-18,17,40.0,False,0.4,6.800000000000001
2021-04-19,18,40.0,,0.4,7.2
2021-04-20,15,40.0,,0.4,6.0
2021-04-21,14,40.0,,0.4,5.6000000000000005
2021-04-22,13,40.0,,0.4,5.2
2021-04-23,12,40.0,,0.4,4.800000000000001
2021-04-24,8,40.0,,0.4,3.2
2021-04-25,6,25.0,False,0.25,1.5
2021-04-26,9,25.0,,0.25,2.25
2021-04-27,10,25.0,,0.25,2.5
2021-04-28,10,25.0,,0.25,2.5
2021-04-29,8,25.0,,0.25,2.0
2021-04-30,10,25.0,,0.25,2.5
2021-05-01,48,25.0,,0.25,12.0
2021-05-02,44,37.0,False,0.37,16.28
2021-05-03,64,37.0,,0.37,23.68
2021-05-04,77,37.0,,0.37,28.49
2021-05-05,85,37.0,,0.37,31.45
2021-05-06,93,37.0,,0.37,34.41
2021-05-07,80,37.0,,0.37,29.6
2021-05-08,79,37.0,,0.37,29.23
2021-05-09,80,44.0,False,0.44,35.2
2021-05-10,100,44.0,,0.44,44.0
2021-05-11,93,44.0,,0.44,40.92
2021-05-12,83,44.0,,0.44,36.52
2021-05-13,89,44.0,,0.44,39.160000000000004
2021-05-14,100,44.0,,0.44,44.0
2021-05-15,75,44.0,,0.44,33.0
2021-05-16,64,33.0,False,0.33,21.12
2021-05-17,60,33.0,,0.33,19.8
2021-05-18,61,33.0,,0.33,20.130000000000003
2021-05-19,95,33.0,,0.33,31.35
2021-05-20,70,33.0,,0.33,23.1
2021-05-21,56,33.0,,0.33,18.48
2021-05-22,40,33.0,,0.33,13.200000000000001
2021-05-23,40,23.0,False,0.23,9.200000000000001
2021-05-24,54,23.0,,0.23,12.42
2021-05-25,43,23.0,,0.23,9.89
2021-05-26,48,23.0,,0.23,11.040000000000001
2021-05-27,44,23.0,,0.23,10.120000000000001
2021-05-28,37,23.0,,0.23,8.51
2021-05-29,31,23.0,,0.23,7.13
2021-05-30,29,22.0,False,0.22,6.38
2021-05-31,29,22.0,,0.22,6.38
2021-06-01,65,22.0,,0.22,14.3
2021-06-02,100,22.0,,0.22,22.0
2021-06-03,97,22.0,,0.22,21.34
2021-06-04,64,22.0,,0.22,14.08
2021-06-05,44,22.0,,0.22,9.68
2021-06-06,40,15.0,False,0.15,6.0
2021-06-07,49,15.0,,0.15,7.35
2021-06-08,52,15.0,,0.15,7.8
2021-06-09,49,15.0,,0.15,7.35
2021-06-10,44,15.0,,0.15,6.6
2021-06-11,42,15.0,,0.15,6.3
2021-06-12,33,15.0,,0.15,4.95
2021-06-13,30,17.0,False,0.17,5.1000000000000005
2021-06-14,51,17.0,,0.17,8.67
2021-06-15,58,17.0,,0.17,9.860000000000001
2021-06-16,57,17.0,,0.17,9.690000000000001
2021-06-17,64,17.0,,0.17,10.88
2021-06-18,51,17.0,,0.17,8.67
2021-06-19,36,17.0,,0.17,6.12
2021-06-20,41,13.0,False,0.13,5.33
2021-06-21,44,13.0,,0.13,5.720000000000001
2021-06-22,49,13.0,,0.13,6.37
2021-06-23,41,13.0,,0.13,5.33
2021-06-24,35,13.0,,0.13,4.55
2021-06-25,40,13.0,,0.13,5.2
2021-06-26,31,13.0,,0.13,4.03
2021-06-27,32,13.0,False,0.13,4.16
2021-06-28,43,13.0,,0.13,5.59
2021-06-29,48,13.0,,0.13,6.24
2021-06-30,46,13.0,,0.13,5.98
2021-07-01,87,13.0,,0.13,11.31
2021-07-02,80,13.0,,0.13,10.4
2021-07-03,68,13.0,,0.13,8.84
2021-07-04,60,11.0,False,0.11,6.6
2021-07-05,67,11.0,,0.11,7.37
2021-07-06,100,11.0,,0.11,11.0
2021-07-07,68,11.0,,0.11,7.48
2021-07-08,87,11.0,,0.11,9.57
2021-07-09,78,11.0,,0.11,8.58
2021-07-10,61,11.0,,0.11,6.71
2021-07-11,55,10.0,False,0.1,5.5
2021-07-12,68,10.0,,0.1,6.800000000000001
2021-07-13,73,10.0,,0.1,7.300000000000001
2021-07-14,70,10.0,,0.1,7.0
2021-07-15,67,10.0,,0.1,6.7
2021-07-16,78,10.0,,0.1,7.800000000000001
2021-07-17,54,10.0,,0.1,5.4
2021-07-18,53,9.0,False,0.09,4.77
2021-07-19,66,9.0,,0.09,5.9399999999999995
2021-07-20,81,9.0,,0.09,7.29
2021-07-21,80,9.0,,0.09,7.199999999999999
2021-07-22,80,9.0,,0.09,7.199999999999999
2021-07-23,77,9.0,,0.09,6.93
2021-07-24,53,9.0,,0.09,4.77
2021-07-25,53,11.0,False,0.11,5.83
2021-07-26,89,11.0,,0.11,9.790000000000001
2021-07-27,81,11.0,,0.11,8.91
2021-07-28,82,11.0,,0.11,9.02
2021-07-29,79,11.0,,0.11,8.69
2021-07-30,75,11.0,,0.11,8.25
2021-07-31,62,11.0,,0.11,6.82
2021-08-01,41,11.0,False,0.11,4.51
2021-08-02,54,11.0,,0.11,5.94
2021-08-03,43,11.0,,0.11,4.73
2021-08-04,47,11.0,,0.11,5.17
2021-08-05,55,11.0,,0.11,6.05
2021-08-06,61,11.0,,0.11,6.71
2021-08-07,55,11.0,,0.11,6.05
2021-08-08,49,16.0,False,0.16,7.84
2021-08-09,66,16.0,,0.16,10.56
2021-08-10,79,16.0,,0.16,12.64
2021-08-11,96,16.0,,0.16,15.36
2021-08-12,80,16.0,,0.16,12.8
2021-08-13,70,16.0,,0.16,11.200000000000001
2021-08-14,65,16.0,,0.16,10.4
2021-08-15,72,15.0,False,0.15,10.799999999999999
2021-08-16,76,15.0,,0.15,11.4
2021-08-17,65,15.0,,0.15,9.75
2021-08-18,61,15.0,,0.15,9.15
2021-08-19,68,15.0,,0.15,10.2
2021-08-20,79,15.0,,0.15,11.85
2021-08-21,70,15.0,,0.15,10.5
2021-08-22,53,15.0,False,0.15,7.949999999999999
2021-08-23,83,15.0,,0.15,12.45
2021-08-24,100,15.0,,0.15,15.0
2021-08-25,70,15.0,,0.15,10.5
2021-08-26,65,15.0,,0.15,9.75
2021-08-27,71,15.0,,0.15,10.65
2021-08-28,61,15.0,,0.15,9.15
2021-08-29,61,14.0,False,0.14,8.540000000000001
2021-08-30,70,14.0,,0.14,9.8
2021-08-31,60,14.0,,0.14,8.4
2021-09-01,70,14.0,,0.14,9.8
2021-09-02,68,14.0,,0.14,9.520000000000001
2021-09-03,77,14.0,,0.14,10.780000000000001
2021-09-04,60,14.0,,0.14,8.4
2021-09-05,64,19.0,False,0.19,12.16
2021-09-06,78,19.0,,0.19,14.82
2021-09-07,90,19.0,,0.19,17.1
2021-09-08,97,19.0,,0.19,18.43
2021-09-09,100,19.0,,0.19,19.0
2021-09-10,79,19.0,,0.19,15.01
2021-09-11,60,19.0,,0.19,11.4
2021-09-12,57,14.0,False,0.14,7.98
2021-09-13,66,14.0,,0.14,9.24
2021-09-14,69,14.0,,0.14,9.66
2021-09-15,63,14.0,,0.14,8.82
2021-09-16,79,14.0,,0.14,11.06
2021-09-17,66,14.0,,0.14,9.24
2021-09-18,60,14.0,,0.14,8.4
2021-09-19,45,12.0,False,0.12,5.3999999999999995
2021-09-20,66,12.0,,0.12,7.92
2021-09-21,57,12.0,,0.12,6.84
2021-09-22,51,12.0,,0.12,6.12
2021-09-23,58,12.0,,0.12,6.96
2021-09-24,51,12.0,,0.12,6.12
2021-09-25,48,12.0,,0.12,5.76
2021-09-26,42,11.0,False,0.11,4.62
2021-09-27,56,11.0,,0.11,6.16
2021-09-28,51,11.0,,0.11,5.61
2021-09-29,45,11.0,,0.11,4.95
2021-09-30,45,11.0,,0.11,4.95
2021-10-01,21,11.0,,0.11,2.31
2021-10-02,21,11.0,,0.11,2.31
2021-10-03,21,19.0,False,0.19,3.99
2021-10-04,24,19.0,,0.19,4.5600000000000005
2021-10-05,29,19.0,,0.19,5.51
2021-10-06,40,19.0,,0.19,7.6
2021-10-07,44,19.0,,0.19,8.36
2021-10-08,34,19.0,,0.19,6.46
2021-10-09,26,19.0,,0.19,4.94
2021-10-10,24,18.0,False,0.18,4.32
2021-10-11,32,18.0,,0.18,5.76
2021-10-12,30,18.0,,0.18,5.3999999999999995
2021-10-13,31,18.0,,0.18,5.58
2021-10-14,36,18.0,,0.18,6.4799999999999995
2021-10-15,36,18.0,,0.18,6.4799999999999995
2021-10-16,28,18.0,,0.18,5.04
2021-10-17,27,20.0,False,0.2,5.4
2021-10-18,31,20.0,,0.2,6.2
2021-10-19,34,20.0,,0.2,6.800000000000001
2021-10-20,41,20.0,,0.2,8.200000000000001
2021-10-21,42,20.0,,0.2,8.4
2021-10-22,34,20.0,,0.2,6.800000000000001
2021-10-23,33,20.0,,0.2,6.6000000000000005
2021-10-24,37,36.0,False,0.36,13.32
2021-10-25,47,36.0,,0.36,16.919999999999998
2021-10-26,50,36.0,,0.36,18.0
2021-10-27,100,36.0,,0.36,36.0
2021-10-28,85,36.0,,0.36,30.599999999999998
2021-10-29,69,36.0,,0.36,24.84
2021-10-30,56,36.0,,0.36,20.16
2021-10-31,47,30.0,False,0.3,14.1
2021-11-01,95,30.0,,0.3,28.5
2021-11-02,100,30.0,,0.3,30.0
2021-11-03,93,30.0,,0.3,27.9
2021-11-04,87,30.0,,0.3,26.099999999999998
2021-11-05,85,30.0,,0.3,25.5
2021-11-06,75,30.0,,0.3,22.5
2021-11-07,75,29.0,False,0.29,21.75
2021-11-08,80,29.0,,0.29,23.2
2021-11-09,94,29.0,,0.29,27.259999999999998
2021-11-10,93,29.0,,0.29,26.97
2021-11-11,76,29.0,,0.29,22.04
2021-11-12,70,29.0,,0.29,20.299999999999997
2021-11-13,65,29.0,,0.29,18.849999999999998
2021-11-14,59,23.0,False,0.23,13.57
2021-11-15,71,23.0,,0.23,16.330000000000002
2021-11-16,72,23.0,,0.23,16.560000000000002
2021-11-17,71,23.0,,0.23,16.330000000000002
2021-11-18,66,23.0,,0.23,15.180000000000001
2021-11-19,67,23.0,,0.23,15.41
2021-11-20,69,23.0,,0.23,15.870000000000001
2021-11-21,61,21.0,False,0.21,12.809999999999999
2021-11-22,65,21.0,,0.21,13.65
2021-11-23,68,21.0,,0.21,14.28
2021-11-24,83,21.0,,0.21,17.43
2021-11-25,58,21.0,,0.21,12.18
2021-11-26,57,21.0,,0.21,11.969999999999999
2021-11-27,51,21.0,,0.21,10.709999999999999
2021-11-28,50,20.0,True,0.2,10.0
2021-11-29,60,20.0,,0.2,12.0
2021-11-30,64,20.0,,0.2,12.8
2021-12-01,100,20.0,,0.2,20.0
2021-12-02,85,20.0,,0.2,17.0
