date,miner_unscaled,miner_monthly,isPartial,scale,miner
2017-08-01,80,,,,
2017-08-02,80,,,,
2017-08-03,67,,,,
2017-08-04,65,,,,
2017-08-05,79,,,,
2017-08-06,78,45.0,False,0.45,35.1
2017-08-07,95,45.0,,0.45,42.75
2017-08-08,90,45.0,,0.45,40.5
2017-08-09,88,45.0,,0.45,39.6
2017-08-10,81,45.0,,0.45,36.45
2017-08-11,80,45.0,,0.45,36.0
2017-08-12,68,45.0,,0.45,30.6
2017-08-13,88,50.0,False,0.5,44.0
2017-08-14,100,50.0,,0.5,50.0
2017-08-15,98,50.0,,0.5,49.0
2017-08-16,85,50.0,,0.5,42.5
2017-08-17,87,50.0,,0.5,43.5
2017-08-18,79,50.0,,0.5,39.5
2017-08-19,83,50.0,,0.5,41.5
2017-08-20,87,47.0,False,0.47,40.89
2017-08-21,66,47.0,,0.47,31.02
2017-08-22,99,47.0,,0.47,46.529999999999994
2017-08-23,87,47.0,,0.47,40.89
2017-08-24,99,47.0,,0.47,46.529999999999994
2017-08-25,93,47.0,,0.47,43.71
2017-08-26,88,47.0,,0.47,41.36
2017-08-27,83,51.0,False,0.51,42.33
2017-08-28,81,51.0,,0.51,41.31
2017-08-29,80,51.0,,0.51,40.8
2017-08-30,82,51.0,,0.51,41.82
2017-08-31,76,51.0,,0.51,38.76
2017-09-01,100,51.0,,0.51,51.0
2017-09-02,80,51.0,,0.51,40.8
2017-09-03,93,51.0,False,0.51,47.43
2017-09-04,86,51.0,,0.51,43.86
2017-09-05,75,51.0,,0.51,38.25
2017-09-06,94,51.0,,0.51,47.94
2017-09-07,90,51.0,,0.51,45.9
2017-09-08,88,51.0,,0.51,44.88
2017-09-09,78,51.0,,0.51,39.78
2017-09-10,73,45.0,False,0.45,32.85
2017-09-11,75,45.0,,0.45,33.75
2017-09-12,73,45.0,,0.45,32.85
2017-09-13,71,45.0,,0.45,31.95
2017-09-14,86,45.0,,0.45,38.7
2017-09-15,63,45.0,,0.45,28.35
2017-09-16,70,45.0,,0.45,31.5
2017-09-17,73,46.0,False,0.46,33.58
2017-09-18,83,46.0,,0.46,38.18
2017-09-19,77,46.0,,0.46,35.42
2017-09-20,73,46.0,,0.46,33.58
2017-09-21,73,46.0,,0.46,33.58
2017-09-22,77,46.0,,0.46,35.42
2017-09-23,74,46.0,,0.46,34.04
2017-09-24,68,46.0,False,0.46,31.28
2017-09-25,77,46.0,,0.46,35.42
2017-09-26,84,46.0,,0.46,38.64
2017-09-27,76,46.0,,0.46,34.96
2017-09-28,92,46.0,,0.46,42.32
2017-09-29,75,46.0,,0.46,34.5
2017-09-30,80,46.0,,0.46,36.800000000000004
2017-10-01,72,45.0,False,0.45,32.4
2017-10-02,75,45.0,,0.45,33.75
2017-10-03,91,45.0,,0.45,40.95
2017-10-04,67,45.0,,0.45,30.150000000000002
2017-10-05,80,45.0,,0.45,36.0
2017-10-06,70,45.0,,0.45,31.5
2017-10-07,76,45.0,,0.45,34.2
2017-10-08,78,51.0,False,0.51,39.78
2017-10-09,72,51.0,,0.51,36.72
2017-10-10,81,51.0,,0.51,41.31
2017-10-11,76,51.0,,0.51,38.76
2017-10-12,91,51.0,,0.51,46.410000000000004
2017-10-13,93,51.0,,0.51,47.43
2017-10-14,76,51.0,,0.51,38.76
2017-10-15,85,51.0,False,0.51,43.35
2017-10-16,90,51.0,,0.51,45.9
2017-10-17,83,51.0,,0.51,42.33
2017-10-18,91,51.0,,0.51,46.410000000000004
2017-10-19,88,51.0,,0.51,44.88
2017-10-20,84,51.0,,0.51,42.84
2017-10-21,92,51.0,,0.51,46.92
2017-10-22,83,49.0,False,0.49,40.67
2017-10-23,98,49.0,,0.49,48.019999999999996
2017-10-24,84,49.0,,0.49,41.16
2017-10-25,96,49.0,,0.49,47.04
2017-10-26,84,49.0,,0.49,41.16
2017-10-27,100,49.0,,0.49,49.0
2017-10-28,83,49.0,,0.49,40.67
2017-10-29,97,58.0,False,0.58,56.26
2017-10-30,85,58.0,,0.58,49.3
2017-10-31,89,58.0,,0.58,51.62
2017-11-01,67,58.0,,0.58,38.86
2017-11-02,79,58.0,,0.58,45.82
2017-11-03,77,58.0,,0.58,44.66
2017-11-04,63,58.0,,0.58,36.54
2017-11-05,70,58.0,False,0.58,40.599999999999994
2017-11-06,62,58.0,,0.58,35.96
2017-11-07,79,58.0,,0.58,45.82
2017-11-08,69,58.0,,0.58,40.019999999999996
2017-11-09,72,58.0,,0.58,41.76
2017-11-10,64,58.0,,0.58,37.12
2017-11-11,66,58.0,,0.58,38.279999999999994
2017-11-12,76,62.0,False,0.62,47.12
2017-11-13,83,62.0,,0.62,51.46
2017-11-14,70,62.0,,0.62,43.4
2017-11-15,69,62.0,,0.62,42.78
2017-11-16,64,62.0,,0.62,39.68
2017-11-17,67,62.0,,0.62,41.54
2017-11-18,64,62.0,,0.62,39.68
2017-11-19,70,58.0,False,0.58,40.599999999999994
2017-11-20,71,58.0,,0.58,41.18
2017-11-21,65,58.0,,0.58,37.699999999999996
2017-11-22,70,58.0,,0.58,40.599999999999994
2017-11-23,63,58.0,,0.58,36.54
2017-11-24,53,58.0,,0.58,30.74
2017-11-25,59,58.0,,0.58,34.22
2017-11-26,78,73.0,False,0.73,56.94
2017-11-27,64,73.0,,0.73,46.72
2017-11-28,90,73.0,,0.73,65.7
2017-11-29,93,73.0,,0.73,67.89
2017-11-30,100,73.0,,0.73,73.0
2017-12-01,57,73.0,,0.73,41.61
2017-12-02,65,73.0,,0.73,47.449999999999996
2017-12-03,69,89.0,False,0.89,61.410000000000004
2017-12-04,63,89.0,,0.89,56.07
2017-12-05,66,89.0,,0.89,58.74
2017-12-06,81,89.0,,0.89,72.09
2017-12-07,84,89.0,,0.89,74.76
2017-12-08,87,89.0,,0.89,77.43
2017-12-09,86,89.0,,0.89,76.54
2017-12-10,76,100.0,False,1.0,76.0
2017-12-11,81,100.0,,1.0,81.0
2017-12-12,100,100.0,,1.0,100.0
2017-12-13,86,100.0,,1.0,86.0
2017-12-14,88,100.0,,1.0,88.0
2017-12-15,83,100.0,,1.0,83.0
2017-12-16,83,100.0,,1.0,83.0
2017-12-17,85,95.0,False,0.95,80.75
2017-12-18,79,95.0,,0.95,75.05
2017-12-19,82,95.0,,0.95,77.89999999999999
2017-12-20,77,95.0,,0.95,73.14999999999999
2017-12-21,85,95.0,,0.95,80.75
2017-12-22,78,95.0,,0.95,74.1
2017-12-23,73,95.0,,0.95,69.35
2017-12-24,72,86.0,False,0.86,61.92
2017-12-25,56,86.0,,0.86,48.16
2017-12-26,72,86.0,,0.86,61.92
2017-12-27,74,86.0,,0.86,63.64
2017-12-28,69,86.0,,0.86,59.339999999999996
2017-12-29,72,86.0,,0.86,61.92
2017-12-30,68,86.0,,0.86,58.48
2017-12-31,68,78.0,False,0.78,53.04
2018-01-01,56,78.0,,0.78,43.68
2018-01-02,65,78.0,,0.78,50.7
2018-01-03,63,78.0,,0.78,49.14
2018-01-04,63,78.0,,0.78,49.14
2018-01-05,62,78.0,,0.78,48.36
2018-01-06,71,78.0,,0.78,55.38
2018-01-07,100,88.0,False,0.88,88.0
2018-01-08,68,88.0,,0.88,59.84
2018-01-09,66,88.0,,0.88,58.08
2018-01-10,76,88.0,,0.88,66.88
2018-01-11,78,88.0,,0.88,68.64
2018-01-12,68,88.0,,0.88,59.84
2018-01-13,61,88.0,,0.88,53.68
2018-01-14,77,78.0,False,0.78,60.06
2018-01-15,69,78.0,,0.78,53.82
2018-01-16,63,78.0,,0.78,49.14
2018-01-17,60,78.0,,0.78,46.800000000000004
2018-01-18,59,78.0,,0.78,46.02
2018-01-19,56,78.0,,0.78,43.68
2018-01-20,73,78.0,,0.78,56.940000000000005
2018-01-21,59,68.0,False,0.68,40.120000000000005
2018-01-22,63,68.0,,0.68,42.84
2018-01-23,57,68.0,,0.68,38.760000000000005
2018-01-24,52,68.0,,0.68,35.36
2018-01-25,55,68.0,,0.68,37.400000000000006
2018-01-26,55,68.0,,0.68,37.400000000000006
2018-01-27,53,68.0,,0.68,36.04
2018-01-28,56,69.0,False,0.69,38.64
2018-01-29,65,69.0,,0.69,44.849999999999994
2018-01-30,47,69.0,,0.69,32.43
2018-01-31,59,69.0,,0.69,40.709999999999994
2018-02-01,90,69.0,,0.69,62.099999999999994
2018-02-02,94,69.0,,0.69,64.86
2018-02-03,75,69.0,,0.69,51.74999999999999
2018-02-04,80,60.0,False,0.6,48.0
2018-02-05,88,60.0,,0.6,52.8
2018-02-06,76,60.0,,0.6,45.6
2018-02-07,89,60.0,,0.6,53.4
2018-02-08,64,60.0,,0.6,38.4
2018-02-09,88,60.0,,0.6,52.8
2018-02-10,90,60.0,,0.6,54.0
2018-02-11,100,59.0,False,0.59,59.0
2018-02-12,86,59.0,,0.59,50.739999999999995
2018-02-13,87,59.0,,0.59,51.33
2018-02-14,67,59.0,,0.59,39.53
2018-02-15,97,59.0,,0.59,57.23
2018-02-16,80,59.0,,0.59,47.199999999999996
2018-02-17,90,59.0,,0.59,53.099999999999994
2018-02-18,84,57.0,False,0.57,47.879999999999995
2018-02-19,75,57.0,,0.57,42.74999999999999
2018-02-20,93,57.0,,0.57,53.01
2018-02-21,79,57.0,,0.57,45.029999999999994
2018-02-22,88,57.0,,0.57,50.16
2018-02-23,84,57.0,,0.57,47.879999999999995
2018-02-24,73,57.0,,0.57,41.61
2018-02-25,58,49.0,False,0.49,28.419999999999998
2018-02-26,75,49.0,,0.49,36.75
2018-02-27,68,49.0,,0.49,33.32
2018-02-28,72,49.0,,0.49,35.28
2018-03-01,85,49.0,,0.49,41.65
2018-03-02,81,49.0,,0.49,39.69
2018-03-03,80,49.0,,0.49,39.2
2018-03-04,81,50.0,False,0.5,40.5
2018-03-05,97,50.0,,0.5,48.5
2018-03-06,99,50.0,,0.5,49.5
2018-03-07,100,50.0,,0.5,50.0
2018-03-08,81,50.0,,0.5,40.5
2018-03-09,90,50.0,,0.5,45.0
2018-03-10,71,50.0,,0.5,35.5
2018-03-11,86,50.0,False,0.5,43.0
2018-03-12,84,50.0,,0.5,42.0
2018-03-13,82,50.0,,0.5,41.0
2018-03-14,71,50.0,,0.5,35.5
2018-03-15,77,50.0,,0.5,38.5
2018-03-16,85,50.0,,0.5,42.5
2018-03-17,70,50.0,,0.5,35.0
2018-03-18,81,45.0,False,0.45,36.45
2018-03-19,67,45.0,,0.45,30.150000000000002
2018-03-20,65,45.0,,0.45,29.25
2018-03-21,74,45.0,,0.45,33.300000000000004
2018-03-22,81,45.0,,0.45,36.45
2018-03-23,68,45.0,,0.45,30.6
2018-03-24,89,45.0,,0.45,40.050000000000004
2018-03-25,81,43.0,False,0.43,34.83
2018-03-26,75,43.0,,0.43,32.25
2018-03-27,87,43.0,,0.43,37.41
2018-03-28,65,43.0,,0.43,27.95
2018-03-29,79,43.0,,0.43,33.97
2018-03-30,70,43.0,,0.43,30.099999999999998
2018-03-31,57,43.0,,0.43,24.509999999999998
2018-04-01,88,45.0,False,0.45,39.6
2018-04-02,85,45.0,,0.45,38.25
2018-04-03,100,45.0,,0.45,45.0
2018-04-04,90,45.0,,0.45,40.5
2018-04-05,85,45.0,,0.45,38.25
2018-04-06,78,45.0,,0.45,35.1
2018-04-07,88,45.0,,0.45,39.6
2018-04-08,82,41.0,False,0.41,33.62
2018-04-09,91,41.0,,0.41,37.309999999999995
2018-04-10,82,41.0,,0.41,33.62
2018-04-11,96,41.0,,0.41,39.36
2018-04-12,86,41.0,,0.41,35.26
2018-04-13,85,41.0,,0.41,34.85
2018-04-14,83,41.0,,0.41,34.03
2018-04-15,73,39.0,False,0.39,28.470000000000002
2018-04-16,82,39.0,,0.39,31.98
2018-04-17,79,39.0,,0.39,30.810000000000002
2018-04-18,80,39.0,,0.39,31.200000000000003
2018-04-19,85,39.0,,0.39,33.15
2018-04-20,70,39.0,,0.39,27.3
2018-04-21,80,39.0,,0.39,31.200000000000003
2018-04-22,81,40.0,False,0.4,32.4
2018-04-23,84,40.0,,0.4,33.6
2018-04-24,80,40.0,,0.4,32.0
2018-04-25,79,40.0,,0.4,31.6
2018-04-26,67,40.0,,0.4,26.8
2018-04-27,55,40.0,,0.4,22.0
2018-04-28,73,40.0,,0.4,29.200000000000003
2018-04-29,69,38.0,False,0.38,26.22
2018-04-30,78,38.0,,0.38,29.64
2018-05-01,75,38.0,,0.38,28.5
2018-05-02,78,38.0,,0.38,29.64
2018-05-03,81,38.0,,0.38,30.78
2018-05-04,100,38.0,,0.38,38.0
2018-05-05,84,38.0,,0.38,31.92
2018-05-06,65,39.0,False,0.39,25.35
2018-05-07,87,39.0,,0.39,33.93
2018-05-08,85,39.0,,0.39,33.15
2018-05-09,93,39.0,,0.39,36.27
2018-05-10,63,39.0,,0.39,24.57
2018-05-11,85,39.0,,0.39,33.15
2018-05-12,66,39.0,,0.39,25.740000000000002
2018-05-13,64,39.0,False,0.39,24.96
2018-05-14,98,39.0,,0.39,38.22
2018-05-15,67,39.0,,0.39,26.130000000000003
2018-05-16,77,39.0,,0.39,30.03
2018-05-17,91,39.0,,0.39,35.49
2018-05-18,75,39.0,,0.39,29.25
2018-05-19,84,39.0,,0.39,32.76
2018-05-20,83,37.0,False,0.37,30.71
2018-05-21,85,37.0,,0.37,31.45
2018-05-22,77,37.0,,0.37,28.49
2018-05-23,67,37.0,,0.37,24.79
2018-05-24,81,37.0,,0.37,29.97
2018-05-25,80,37.0,,0.37,29.6
2018-05-26,74,37.0,,0.37,27.38
2018-05-27,82,40.0,False,0.4,32.800000000000004
2018-05-28,65,40.0,,0.4,26.0
2018-05-29,77,40.0,,0.4,30.8
2018-05-30,74,40.0,,0.4,29.6
2018-05-31,75,40.0,,0.4,30.0
2018-06-01,86,40.0,,0.4,34.4
2018-06-02,84,40.0,,0.4,33.6
2018-06-03,78,37.0,False,0.37,28.86
2018-06-04,90,37.0,,0.37,33.3
2018-06-05,79,37.0,,0.37,29.23
2018-06-06,100,37.0,,0.37,37.0
2018-06-07,84,37.0,,0.37,31.08
2018-06-08,79,37.0,,0.37,29.23
2018-06-09,95,37.0,,0.37,35.15
2018-06-10,87,35.0,False,0.35,30.45
2018-06-11,78,35.0,,0.35,27.299999999999997
2018-06-12,82,35.0,,0.35,28.7
2018-06-13,69,35.0,,0.35,24.15
2018-06-14,80,35.0,,0.35,28.0
2018-06-15,82,35.0,,0.35,28.7
2018-06-16,75,35.0,,0.35,26.25
2018-06-17,74,34.0,False,0.34,25.16
2018-06-18,82,34.0,,0.34,27.880000000000003
2018-06-19,70,34.0,,0.34,23.8
2018-06-20,65,34.0,,0.34,22.1
2018-06-21,89,34.0,,0.34,30.26
2018-06-22,63,34.0,,0.34,21.42
2018-06-23,67,34.0,,0.34,22.78
2018-06-24,48,34.0,False,0.34,16.32
2018-06-25,87,34.0,,0.34,29.580000000000002
2018-06-26,63,34.0,,0.34,21.42
2018-06-27,74,34.0,,0.34,25.16
2018-06-28,75,34.0,,0.34,25.500000000000004
2018-06-29,76,34.0,,0.34,25.840000000000003
2018-06-30,82,34.0,,0.34,27.880000000000003
2018-07-01,62,31.0,False,0.31,19.22
2018-07-02,74,31.0,,0.31,22.94
2018-07-03,57,31.0,,0.31,17.669999999999998
2018-07-04,71,31.0,,0.31,22.01
2018-07-05,85,31.0,,0.31,26.35
2018-07-06,87,31.0,,0.31,26.97
2018-07-07,71,31.0,,0.31,22.01
2018-07-08,78,34.0,False,0.34,26.520000000000003
2018-07-09,93,34.0,,0.34,31.62
2018-07-10,81,34.0,,0.34,27.540000000000003
2018-07-11,86,34.0,,0.34,29.240000000000002
2018-07-12,81,34.0,,0.34,27.540000000000003
2018-07-13,77,34.0,,0.34,26.180000000000003
2018-07-14,64,34.0,,0.34,21.76
2018-07-15,79,33.0,False,0.33,26.07
2018-07-16,90,33.0,,0.33,29.700000000000003
2018-07-17,78,33.0,,0.33,25.740000000000002
2018-07-18,86,33.0,,0.33,28.380000000000003
2018-07-19,76,33.0,,0.33,25.080000000000002
2018-07-20,64,33.0,,0.33,21.12
2018-07-21,81,33.0,,0.33,26.73
2018-07-22,100,36.0,False,0.36,36.0
2018-07-23,71,36.0,,0.36,25.56
2018-07-24,94,36.0,,0.36,33.839999999999996
2018-07-25,72,36.0,,0.36,25.919999999999998
2018-07-26,89,36.0,,0.36,32.04
2018-07-27,87,36.0,,0.36,31.32
2018-07-28,58,36.0,,0.36,20.88
2018-07-29,77,32.0,False,0.32,24.64
2018-07-30,83,32.0,,0.32,26.560000000000002
2018-07-31,83,32.0,,0.32,26.560000000000002
2018-08-01,89,32.0,,0.32,28.48
2018-08-02,79,32.0,,0.32,25.28
2018-08-03,77,32.0,,0.32,24.64
2018-08-04,87,32.0,,0.32,27.84
2018-08-05,67,34.0,False,0.34,22.78
2018-08-06,68,34.0,,0.34,23.12
2018-08-07,67,34.0,,0.34,22.78
2018-08-08,88,34.0,,0.34,29.92
2018-08-09,77,34.0,,0.34,26.180000000000003
2018-08-10,87,34.0,,0.34,29.580000000000002
2018-08-11,72,34.0,,0.34,24.48
2018-08-12,65,32.0,False,0.32,20.8
2018-08-13,62,32.0,,0.32,19.84
2018-08-14,69,32.0,,0.32,22.080000000000002
2018-08-15,86,32.0,,0.32,27.52
2018-08-16,70,32.0,,0.32,22.400000000000002
2018-08-17,70,32.0,,0.32,22.400000000000002
2018-08-18,81,32.0,,0.32,25.92
2018-08-19,81,32.0,False,0.32,25.92
2018-08-20,85,32.0,,0.32,27.2
2018-08-21,86,32.0,,0.32,27.52
2018-08-22,80,32.0,,0.32,25.6
2018-08-23,71,32.0,,0.32,22.72
2018-08-24,100,32.0,,0.32,32.0
2018-08-25,71,32.0,,0.32,22.72
2018-08-26,77,30.0,False,0.3,23.099999999999998
2018-08-27,78,30.0,,0.3,23.4
2018-08-28,99,30.0,,0.3,29.7
2018-08-29,54,30.0,,0.3,16.2
2018-08-30,75,30.0,,0.3,22.5
2018-08-31,82,30.0,,0.3,24.599999999999998
2018-09-01,76,30.0,,0.3,22.8
2018-09-02,69,32.0,False,0.32,22.080000000000002
2018-09-03,71,32.0,,0.32,22.72
2018-09-04,87,32.0,,0.32,27.84
2018-09-05,76,32.0,,0.32,24.32
2018-09-06,73,32.0,,0.32,23.36
2018-09-07,84,32.0,,0.32,26.88
2018-09-08,67,32.0,,0.32,21.44
2018-09-09,65,35.0,False,0.35,22.75
2018-09-10,71,35.0,,0.35,24.849999999999998
2018-09-11,74,35.0,,0.35,25.9
2018-09-12,81,35.0,,0.35,28.349999999999998
2018-09-13,78,35.0,,0.35,27.299999999999997
2018-09-14,100,35.0,,0.35,35.0
2018-09-15,81,35.0,,0.35,28.349999999999998
2018-09-16,61,32.0,False,0.32,19.52
2018-09-17,74,32.0,,0.32,23.68
2018-09-18,90,32.0,,0.32,28.8
2018-09-19,76,32.0,,0.32,24.32
2018-09-20,79,32.0,,0.32,25.28
2018-09-21,82,32.0,,0.32,26.240000000000002
2018-09-22,67,32.0,,0.32,21.44
2018-09-23,64,32.0,False,0.32,20.48
2018-09-24,83,32.0,,0.32,26.560000000000002
2018-09-25,70,32.0,,0.32,22.400000000000002
2018-09-26,72,32.0,,0.32,23.04
2018-09-27,63,32.0,,0.32,20.16
2018-09-28,73,32.0,,0.32,23.36
2018-09-29,71,32.0,,0.32,22.72
2018-09-30,83,29.0,False,0.29,24.069999999999997
2018-10-01,67,29.0,,0.29,19.43
2018-10-02,67,29.0,,0.29,19.43
2018-10-03,67,29.0,,0.29,19.43
2018-10-04,81,29.0,,0.29,23.49
2018-10-05,51,29.0,,0.29,14.79
2018-10-06,49,29.0,,0.29,14.209999999999999
2018-10-07,64,34.0,False,0.34,21.76
2018-10-08,51,34.0,,0.34,17.34
2018-10-09,68,34.0,,0.34,23.12
2018-10-10,71,34.0,,0.34,24.14
2018-10-11,72,34.0,,0.34,24.48
2018-10-12,78,34.0,,0.34,26.520000000000003
2018-10-13,78,34.0,,0.34,26.520000000000003
2018-10-14,58,36.0,False,0.36,20.88
2018-10-15,67,36.0,,0.36,24.119999999999997
2018-10-16,75,36.0,,0.36,27.0
2018-10-17,78,36.0,,0.36,28.08
2018-10-18,74,36.0,,0.36,26.64
2018-10-19,91,36.0,,0.36,32.76
2018-10-20,82,36.0,,0.36,29.52
2018-10-21,65,29.0,False,0.29,18.849999999999998
2018-10-22,100,29.0,,0.29,28.999999999999996
2018-10-23,86,29.0,,0.29,24.939999999999998
2018-10-24,84,29.0,,0.29,24.36
2018-10-25,66,29.0,,0.29,19.139999999999997
2018-10-26,63,29.0,,0.29,18.27
2018-10-27,56,29.0,,0.29,16.24
2018-10-28,72,29.0,False,0.29,20.88
2018-10-29,68,29.0,,0.29,19.72
2018-10-30,72,29.0,,0.29,20.88
2018-10-31,79,29.0,,0.29,22.91
2018-11-01,85,29.0,,0.29,24.65
2018-11-02,84,29.0,,0.29,24.36
2018-11-03,79,29.0,,0.29,22.91
2018-11-04,61,31.0,False,0.31,18.91
2018-11-05,65,31.0,,0.31,20.15
2018-11-06,84,31.0,,0.31,26.04
2018-11-07,82,31.0,,0.31,25.419999999999998
2018-11-08,100,31.0,,0.31,31.0
2018-11-09,78,31.0,,0.31,24.18
2018-11-10,69,31.0,,0.31,21.39
2018-11-11,56,29.0,False,0.29,16.24
2018-11-12,69,29.0,,0.29,20.009999999999998
2018-11-13,69,29.0,,0.29,20.009999999999998
2018-11-14,74,29.0,,0.29,21.459999999999997
2018-11-15,79,29.0,,0.29,22.91
2018-11-16,58,29.0,,0.29,16.82
2018-11-17,69,29.0,,0.29,20.009999999999998
2018-11-18,68,29.0,False,0.29,19.72
2018-11-19,59,29.0,,0.29,17.11
2018-11-20,68,29.0,,0.29,19.72
2018-11-21,63,29.0,,0.29,18.27
2018-11-22,53,29.0,,0.29,15.37
2018-11-23,62,29.0,,0.29,17.98
2018-11-24,54,29.0,,0.29,15.659999999999998
2018-11-25,75,32.0,False,0.32,24.0
2018-11-26,73,32.0,,0.32,23.36
2018-11-27,53,32.0,,0.32,16.96
2018-11-28,68,32.0,,0.32,21.76
2018-11-29,75,32.0,,0.32,24.0
2018-11-30,81,32.0,,0.32,25.92
2018-12-01,77,32.0,,0.32,24.64
2018-12-02,62,30.0,False,0.3,18.599999999999998
2018-12-03,71,30.0,,0.3,21.3
2018-12-04,75,30.0,,0.3,22.5
2018-12-05,90,30.0,,0.3,27.0
2018-12-06,81,30.0,,0.3,24.3
2018-12-07,72,30.0,,0.3,21.599999999999998
2018-12-08,71,30.0,,0.3,21.3
2018-12-09,71,31.0,False,0.31,22.01
2018-12-10,84,31.0,,0.31,26.04
2018-12-11,90,31.0,,0.31,27.9
2018-12-12,84,31.0,,0.31,26.04
2018-12-13,77,31.0,,0.31,23.87
2018-12-14,74,31.0,,0.31,22.94
2018-12-15,63,31.0,,0.31,19.53
2018-12-16,78,29.0,False,0.29,22.619999999999997
2018-12-17,73,29.0,,0.29,21.169999999999998
2018-12-18,84,29.0,,0.29,24.36
2018-12-19,77,29.0,,0.29,22.33
2018-12-20,98,29.0,,0.29,28.419999999999998
2018-12-21,77,29.0,,0.29,22.33
2018-12-22,54,29.0,,0.29,15.659999999999998
2018-12-23,66,32.0,False,0.32,21.12
2018-12-24,93,32.0,,0.32,29.76
2018-12-25,75,32.0,,0.32,24.0
2018-12-26,65,32.0,,0.32,20.8
2018-12-27,68,32.0,,0.32,21.76
2018-12-28,85,32.0,,0.32,27.2
2018-12-29,100,32.0,,0.32,32.0
2018-12-30,69,29.0,False,0.29,20.009999999999998
2018-12-31,58,29.0,,0.29,16.82
2019-01-01,100,29.0,,0.29,28.999999999999996
2019-01-02,72,29.0,,0.29,20.88
2019-01-03,56,29.0,,0.29,16.24
2019-01-04,57,29.0,,0.29,16.529999999999998
2019-01-05,58,29.0,,0.29,16.82
2019-01-06,65,32.0,False,0.32,20.8
2019-01-07,71,32.0,,0.32,22.72
2019-01-08,58,32.0,,0.32,18.56
2019-01-09,70,32.0,,0.32,22.400000000000002
2019-01-10,69,32.0,,0.32,22.080000000000002
2019-01-11,78,32.0,,0.32,24.96
2019-01-12,78,32.0,,0.32,24.96
2019-01-13,59,32.0,False,0.32,18.88
2019-01-14,69,32.0,,0.32,22.080000000000002
2019-01-15,71,32.0,,0.32,22.72
2019-01-16,71,32.0,,0.32,22.72
2019-01-17,73,32.0,,0.32,23.36
2019-01-18,73,32.0,,0.32,23.36
2019-01-19,59,32.0,,0.32,18.88
